"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","hours/6/3/close","hours/6/3/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Rue Middelbourg 40, Brussels 1170 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8388245","false","false","50.79654","4.41794","Abao Maison de Bouche & D'esprit","3","+32 2 663 79 80","","3533","2601","#2,437 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8388245-Reviews-Abao_Maison_de_Bouche_D_esprit-Brussels.html",
"Rue Edouard Henrard 4, Auderghem, Brussels 1160 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"1020","480",,,,,"900","480",,,,,,,"11888819","false","false","50.82318","4.4082","Les Delices de Magali","6","+32 2 265 37 63","","3533","2607","#2,443 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1068497-d11888819-Reviews-Les_Delices_de_Magali-Auderghem_Brussels.html","https://www.facebook.com/Les-d%C3%A9lices-de-Magali-153168991799692/"
"Rue Des Drapiers 10, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19897426","false","false","50.8362","4.358468","Buddy Buddy","5",,"","3533","2609","#2,445 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d19897426-Reviews-Buddy_Buddy-Brussels.html","https://www.facebook.com/buddybuddybio/"
"Brusselstraat 26, Brussels 1740 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1028117","false","false","50.87266","4.1805","Via Pizza","6","+32 2 582 98 98","$$ - $$$","3533","2605","#2,441 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1028117-Reviews-Via_Pizza-Brussels.html",
"Rue Froissart 1, Brussels 1040 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2351506","false","false","50.83776","4.38188","The Citybar Brussels","5","+32 2 230 06 00","","3533","2610","#2,446 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2351506-Reviews-The_Citybar_Brussels-Brussels.html",
"Place des Maieurs 2d, Woluwe-St-Pierre, Brussels 1150 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"1140","450",,,,,"1140","450",,,,,"1140","450",,,,,"1140","450",,,,,"1140","450",,,,,"1140","450",,,,,,,"12083432","false","false","50.83708","4.43208","Le Dagobert","2","+32 2 779 24 39","","3533","2604","#2,440 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136497-d12083432-Reviews-Le_Dagobert-Woluwe_St_Pierre_Brussels.html",
"Chaussee de Boondael 372 1050 ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Spanish","Latin","Mediterranean","European",,,,,,,,,,,,,,,,,,,,"1380","1110",,,,,"1380","1110",,,,,"1380","1110",,,,,"2160","1110",,,,,"2160","1110",,,,,,,"1416371","false","false","50.81799","4.38651","Tapas Y Mas","74","+32 2 640 00 25","$$ - $$$","3533","2620","#2,456 of 3,627 Restaurants in Brussels","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1416371-Reviews-Tapas_Y_Mas-Brussels.html","http://www.tapasymas.be/"
"Rue du Fosse aux Loups 47, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,"info.brussels@radissonblu.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13795629","false","false","50.849632","4.356675","PebbleWood Corner","4","+32 2 219 28 28","$$ - $$$","3533","2612","#2,448 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d13795629-Reviews-PebbleWood_Corner-Brussels.html","http://www.radissonblu.com/en/royalhotel-brussels/restaurants"
"Rue de l'Ecuyer 33, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1350","720",,,,,,,,,,,,,"2489939","false","false","50.84893","4.35409","L'Auberge De Pierre","2","+32 2 514 94 22","","3533","2613","#2,449 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d2489939-Reviews-L_Auberge_De_Pierre-Brussels.html","http://www.ilotsacre.be/restaurant/l_auberge_de_pierre.htm"
"Rue d'Arlon 41 Quartier Luxembourg, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French",,,,,,,,,"Info@trattoria-resto.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8730757","false","false","50.841","4.3732","La Trattoria","7","+(32)2317841","$$ - $$$","3533","2619","#2,455 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8730757-Reviews-La_Trattoria-Brussels.html",
"Chaussee de Boondael 79, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1018700","false","false","50.82602","4.37555","La Campagnola","37","+32 2 648 37 22","$$ - $$$","3533","2611","#2,447 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1018700-Reviews-La_Campagnola-Brussels.html","http://www.lacampagnola.be/"
"Avenue Georges Henri 299 Sint-Lambrechts-Woluwe, Brussels 1200 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10462827","false","false","50.84363","4.41223","No Names","3","+32 2 732 33 72","","3533","2617","#2,453 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d10462827-Reviews-No_Names-Brussels.html",
"Rue Paul Spaak 15, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Belgian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14068983","false","false","50.82808","4.36488","Root Market","4","+32 2 645 61 11","$$ - $$$","3533","2618","#2,454 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d14068983-Reviews-Root_Market-Brussels.html","http://www.fourpointsbrussels.com/root-market"
"Avenue D_Itterbeek 85, Anderlecht, Brussels 1070 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17836197","false","false","50.83583","4.294792","O Classico","4","+32 485 79 17 24","","3533","2616","#2,452 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950777-d17836197-Reviews-O_Classico-Anderlecht_Brussels.html","https://www.facebook.com/OClassico-2531299953607644/"
"Rue du Pont de la Carpe 1, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vietnamese","Vegetarian Friendly",,,,,,,"yakisaintgery@gmail.com","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,,,"13351280","false","false","50.848434","4.34782","Yaki Saint-Gery","18","+32 2 502 43 65","$","3533","2615","#2,451 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d13351280-Reviews-Yaki_Saint_Gery-Brussels.html","http://www.yakiresto.com/yakisaintgery"
"18 Chaussee de Neerstalle 18, Brussels 1190 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11815085","false","false","50.80908","4.31737","Seun Hing","3","+32 2 376 48 96","","3533","2614","#2,450 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d11815085-Reviews-Seun_Hing-Brussels.html",
"35 Rue Haute, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17706992","false","false","50.84084","4.35133","La Carlota, La Casa de Mexico","3","+32 486 17 59 80","$$ - $$$","3533","2625","#2,461 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d17706992-Reviews-La_Carlota_La_Casa_de_Mexico-Brussels.html","https://www.facebook.com/LaCarlotaBelgium/"
"Rue Alphonse De Witte 40, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12639801","false","false","50.82586","4.37364","Mon Bistrot D'Ete by Christophe Hardiquest","9",,"$$$$","3533","2622","#2,458 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d12639801-Reviews-Mon_Bistrot_D_Ete_by_Christophe_Hardiquest-Ixelles_Brussels.html",
"Boulevard du Roi Albert II 41, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","American","European",,,,,,,,"info@sel-miel.be","780","600","1410","900",,,"870","540","1410","1080",,,"870","540","1410","1080",,,"870","540","1410","1080",,,"870","540","1410","1080",,,"1410","900",,,,,"780","600","1410","900",,,,,"16668844","false","false","50.86448","4.35921","Sel & Miel","12","+32 2 248 06 57","$$ - $$$","3533","2630","#2,466 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d16668844-Reviews-Sel_Miel-Brussels.html","http://www.sel-miel.be"
"Rue Saint-Georges 1, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","American","Cafe","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13133724","false","false","50.81915","4.36923","By Chef Michel","2","+32 2 850 33 51","$$ - $$$","3533","2623","#2,459 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d13133724-Reviews-By_Chef_Michel-Ixelles_Brussels.html","http://www.bychefmichel.be"
"Rue Auguste Orts 22, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"694656","false","false","50.84862","4.34834","Beurskafee","7","+32 2 513 82 90","","3533","2621","#2,457 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d694656-Reviews-Beurskafee-Brussels.html",
"Rue Jourdan 7, Brussels 1060 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,,"1410","660",,,,,"900","660","1410","1080",,,"900","660","1410","1080",,,"900","660","1410","1080",,,"900","660","2130","1080",,,"690","360",,,,,"1410","660",,,,,,,"3176541","false","false","50.83472","4.355462","Nakama sushi","59","+32 2 537 70 88","$$ - $$$","3533","2629","#2,465 of 3,627 Restaurants in Brussels","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d3176541-Reviews-Nakama_sushi-Brussels.html","http://www.restaurantnakama.be"
"Rue du Meiboom 20, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15118428","false","false","50.8516","4.36083","Snack Tout Pres","2","+32 2 219 45 00","","3533","2628","#2,464 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d15118428-Reviews-Snack_Tout_Pres-Brussels.html",
"Chaussee de Haecht 77, Brussels 1210 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,"pizzanasreddin@hotmail.com","1620","630",,,,,"1620","630",,,,,"1620","630",,,,,"1620","630",,,,,"1620","630",,,,,"1620","630",,,,,"1620","630",,,,,,,"5552509","false","false","50.85704","4.36922","Pizzeria Nasreddin","12","+32 2 218 27 77","$","3533","2627","#2,463 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d5552509-Reviews-Pizzeria_Nasreddin-Brussels.html","http://www.pizzanasreddin.com/"
"Rue des Bouchers 55, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8389265","false","false","50.84762","4.3552","La Chine","4","+32 2 502 78 76","","3533","2626","#2,462 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d8389265-Reviews-La_Chine-Brussels.html",
"Rue De L'eglise, 96/E Stockel Square, Woluwe-St-Pierre, Brussels 1150 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,"pinosantoro1966@icloud.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19353052","false","false","50.84167","4.4643","Pepe & Ricotta","9","+32 2 633 46 87","","3533","2624","#2,460 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136497-d19353052-Reviews-Pepe_Ricotta-Woluwe_St_Pierre_Brussels.html","https://www.facebook.com/Pepe-Ricotta-392823231322022/"
"Rue d'Arlon 80, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","British","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12063858","false","false","50.84192","4.3733","The Office","29",,"$$ - $$$","3533","2636","#2,472 of 3,627 Restaurants in Brussels","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d12063858-Reviews-The_Office-Brussels.html","http://theoffice.brussels/"
"Boulevard Charlemagne 38, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Soups","Vegetarian Friendly","Vegan Options",,,,,,,"berlaymont@exki.be",,,,,,,"900","480",,,,,"900","480",,,,,"900","480",,,,,"900","480",,,,,"900","480",,,,,,,,,,,,,"11979236","false","false","50.844345","4.381596","EXKi","5","+32 2 230 58 61","$","3533","2637","#2,473 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d11979236-Reviews-EXKi-Brussels.html","http://www.exki.com/en/restaurants/exki-berlaymont"
"Avenue Clemenceau 35, Anderlecht, Brussels 1070 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12624653","false","false","50.84043","4.33461","Le Cedre Du Liban","2",,"","3533","2634","#2,470 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950777-d12624653-Reviews-Le_Cedre_Du_Liban-Anderlecht_Brussels.html",
"Rue Royale 131, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10183331","false","false","50.85201","4.36534","Le pain de l'Abbaye Snack-Resto","10","+32 2 219 19 88","$","3533","2633","#2,469 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d10183331-Reviews-Le_pain_de_l_Abbaye_Snack_Resto-Brussels.html","http://www.lepaindelabbaye.be"
"Avenue Marnix 14 C, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,"info@thebreaktime.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4150292","false","false","50.83895","4.36364","The Breaktime","8","+32 2 502 01 23","$","3533","2632","#2,468 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d4150292-Reviews-The_Breaktime-Brussels.html","http://www.thebreaktime.be/"
"Rue de Laeken 50, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9720393","false","false","50.85271","4.35108","Istanbul Kebab","4","+32 2 791 47 37","","3533","2635","#2,471 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d9720393-Reviews-Istanbul_Kebab-Brussels.html",
"Avenue de la Toison d'Or 11, Ixelles, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"info@victoria-bar.com","1500","720",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1620","660",,,,,"1620","600",,,,,,,"11840129","false","false","50.837883","4.360703","Victoria Bar","19","+32 483 07 07 37","$$ - $$$","3533","2631","#2,467 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136493-d11840129-Reviews-Victoria_Bar-Ixelles_Brussels.html","http://www.facebook.com/victoriabarbrussels/"
"Rue du Chatelain 17 Le Chatelain Boutique Hotel, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,"info@le-chatelain.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10499426","false","false","50.82629","4.36355","La Maison du Chatelain","8","+32 2 646 00 55","","3533","2639","#2,475 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d10499426-Reviews-La_Maison_du_Chatelain-Brussels.html","http://www.le-chatelain.com/lc/en/la-maison-du-chatelain/"
"Place Saint-Antoine 47, Brussels 1040 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12491183","false","false","50.82963","4.38575","Le Griffon","3","+32 2 646 42 74","","3533","2640","#2,476 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d12491183-Reviews-Le_Griffon-Brussels.html",
"Victor Allardstraat 41, Uccle, Brussels 1180 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Seafood","Mediterranean",,,,,,,"info@epicuro.be",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17336749","false","false","50.802486","4.334716","Epicuro","23","+32 2 850 58 26","$$ - $$$","3533","2638","#2,474 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1136488-d17336749-Reviews-Epicuro-Uccle_Brussels.html","https://epicuro.be/en"
"Rue Lesbroussart 3, Brussels 1050 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Middle Eastern","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9559173","false","false","50.82793","4.37088","Amon-Re","9","+32 2 614 76 76","$","3533","2642","#2,478 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d9559173-Reviews-Amon_Re-Brussels.html",
"Rue Des Lapins club de badminton MAYFAIR, Anderlecht, Brussels Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10457947","false","false","50.82543","4.27522","Brasserie des etangs","6","+32 2 523 69 39","$","3533","2647","#2,483 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950777-d10457947-Reviews-Brasserie_des_etangs-Anderlecht_Brussels.html",
"Avenue Michel-Ange 85, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6487876","false","false","50.84385","4.3867","La Capranica","18","+32 2 736 18 70","$$ - $$$","3533","2646","#2,482 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d6487876-Reviews-La_Capranica-Brussels.html",
"Avenue Tedesco 12, Auderghem, Brussels 1160 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7695595","false","false","50.81972","4.42823","Cafe de l'Avenue","2","+32 2 672 42 41","","3533","2641","#2,477 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1068497-d7695595-Reviews-Cafe_de_l_Avenue-Auderghem_Brussels.html",
"Place Bara 6, Brussels Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13008429","false","false","50.83961","4.33605","La Boucherie","2","+32 2 521 10 30","","3533","2644","#2,480 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d13008429-Reviews-La_Boucherie-Brussels.html",
"Place du Jeu de Balle 15/16 Hotel Galia, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","American","European","Greek","Healthy",,,,,,"munteanu.xenia@mail.ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10188267","false","false","50.83716","4.34542","Pizza Galia","2","+32 485 87 85 14","$$ - $$$","3533","2648","#2,484 of 3,627 Restaurants in Brussels","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d10188267-Reviews-Pizza_Galia-Brussels.html","https://www.facebook.com/Pizza-Galia-Bruxelles-1398125183822187/"
"Square Frere-Orban 9, Brussels 1040 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10464588","false","false","50.83221","4.40153","Up","2","+32 2 231 13 31","","3533","2643","#2,479 of 3,627 Restaurants in Brussels","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d10464588-Reviews-Up-Brussels.html","http://www.upfood.be"
"Rue des Dominicains 1, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,,,"21382489","false","false",,,"Le Coin de l'Ecailler","0",,"","3533","2649","#2,485 of 3,627 Restaurants in Brussels",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d21382489-Reviews-Le_Coin_de_l_Ecailler-Brussels.html","http://coin-de-lecailler.3.yourwebsitefactory.com/"
"Avenue des Celtes 30, Brussels 1040 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1099848","false","false","50.8383","4.39786","Sushi","13","+32 2 734 39 45","$$$$","3533","2645","#2,481 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d1099848-Reviews-Sushi-Brussels.html",
"Route de Lennik 1041, Anderlecht, Brussels 1070 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese",,,,,,,,,,"innrgreen@hotmail.com",,,,,,,"555","540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3525697","false","false","50.818226","4.25337","Inn R Green","67","+32 2 527 84 95","$","3533","2650","#2,486 of 3,627 Restaurants in Brussels","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g950777-d3525697-Reviews-Inn_R_Green-Anderlecht_Brussels.html","http://www.innrgreen.be/"
"Boulevard Emile Jacqmain 2, Brussels 1000 Belgium",,,,,,,,,,,,,,,,,,,,,"restaurant","French","American","Belgian","European",,,,,,,"albepoque@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15700597","false","false","50.8522","4.3528","Ahhh La Belle Epoque","1","+32 2 241 48 54","$","3533","2959","#2,786 of 3,627 Restaurants in Brussels","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188644-d15700597-Reviews-Ahhh_La_Belle_Epoque-Brussels.html","https://www.facebook.com/albepoque/"
