"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Pohjoisesplanadi 35, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"1080","720",,,"1110","450",,,,,"1110","450",,,,,"1110","450",,,,,"1110","450",,,,,"1110","450",,,,,"1080","540",,,,,"18970310","false","false","60.16804","24.94507","Gateau","2","+358 50 5146516","","1558","1076","#908 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d18970310-Reviews-Gateau-Helsinki_Uusimaa.html","http://www.gateau.fi/myymalat/gateau-espa/"
"Jaalaranta 5, Helsinki 00180 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Pizza","Vegan Options","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7032934","false","false","60.16144","24.914394","Ravintola Poiju","24","+358 9 6856638","$$ - $$$","1558","1074","#906 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d7032934-Reviews-Ravintola_Poiju-Helsinki_Uusimaa.html","http://www.ravintolapoiju.fi"
"Kalevankatu 47, Helsinki 00180 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,,,,,,,"900","660","1260","1020",,,"900","660","1260","1020",,,"900","660","1260","1020",,,"900","660","1260","1020",,,"900","660","1260","1020",,,"1260","720",,,,,"4922997","false","false","60.16449","24.92921","Hanami","4","+358 9 6127694","","1558","1077","#909 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d4922997-Reviews-Hanami-Helsinki_Uusimaa.html",
"Paivolantie 24, Helsinki 00730 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Deli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14078833","false","false","60.2629","25.026522","Ronttosrouva","4","+358 10 2318899","","1558","1071","#904 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d14078833-Reviews-Ronttosrouva-Helsinki_Uusimaa.html","https://www.facebook.com/ronttosrouva/"
"Mannerheimintie 20, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"943293","false","false","60.1692","24.93822","Chico's","31","+358 9 6941309","$$ - $$$","1558","1080","#912 of 1,507 Restaurants in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d943293-Reviews-Chico_s-Helsinki_Uusimaa.html",
"Mechelininkatu 1a Meclu Business Baana, Helsinki 00180 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"meclu@pihka.fi",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,,,,,,,"10339094","false","false","60.16415","24.92191","Pihka Meclu","3","+358 50 4641011","$$ - $$$","1558","1088","#918 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d10339094-Reviews-Pihka_Meclu-Helsinki_Uusimaa.html","http://meclu.pihka.fi/"
"Fredrinkinkatu 27, Helsinki 00120 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17440153","false","false","60.16279","24.93939","GuWu","6","+358 44 9768358","","1558","1081","#913 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17440153-Reviews-GuWu-Helsinki_Uusimaa.html","https://www.facebook.com/GuWu-593287984473997"
"Mall of Tripla, Pasila, Etela-Suomen Laani, Helsinki 00520 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,"Dolceitalia.h@gmail.com","1170","630",,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"20520216","false","false","60.19935","24.929703","Gelateria Dolce Italia","3","+358 44 9326827","$","1558","1084","#38 of 46 Dessert in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d20520216-Reviews-Gelateria_Dolce_Italia-Helsinki_Uusimaa.html","http://5e7d23bf5af27.site123.me/"
"Sturenkatu 35, Helsinki 00550 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"953891","false","false","60.19493","24.95852","Sturenkadun pizzeria","8","+358 9 7736882","$","1558","1083","#915 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d953891-Reviews-Sturenkadun_pizzeria-Helsinki_Uusimaa.html",
"Urho Kekkosen Katu 1 Kauppakeskus Kamppi, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Deli","Cafe",,,,,,,,,,,"kamppi@latorre.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14160423","false","false","60.169426","24.933498","La Torrefazione Kamppi","14","+358 9 42893671","$$ - $$$","1558","1087","#98 of 111 Quick Bites in Helsinki","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d14160423-Reviews-La_Torrefazione_Kamppi-Helsinki_Uusimaa.html","http://www.latorre.fi/en/"
"Hietalahdenranta 11, Helsinki 00180 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,"hietalahti.hemingways@restel.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16863787","false","false","60.16224","24.92862","Hemingway's","3","+358 40 1720379","","1558","1086","#917 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d16863787-Reviews-Hemingway_s-Helsinki_Uusimaa.html","http://hemingways.fi/ravintolat/fi_FI/hietalahti/index.html"
"Kopernikuksentie 1, Helsinki Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"1020","660",,,,,"1020","660",,,,,,,,,,,"10594743","false","false","60.16198","24.95167","Observatory Cafe","2","+358 40 0850869","","1558","1085","#916 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d10594743-Reviews-Observatory_Cafe-Helsinki_Uusimaa.html","http://www.tiedekahvila.fi/"
"Sornaisten Rantatie 1, Helsinki 00530 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Asian",,,,,,,,,,,"Henryjari@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14160918","false","false","60.18009","24.95264","Henry's Cafe","2","+358 44 9963938","$","1558","1089","#919 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d14160918-Reviews-Henry_s_Cafe-Helsinki_Uusimaa.html","https://www.facebook.com/henryscafelounaskahvila/"
"Valimerenkatu 24, Helsinki 00220 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"cevichon@cevichon.fi","1200","660",,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1200","660",,,,,"19000528","false","false","60.15773","24.91205","Cevichon","2","+358 40 5100045","","1558","1082","#914 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d19000528-Reviews-Cevichon-Helsinki_Uusimaa.html","http://cevichon.fi/"
"Unioninkatu 43, Helsinki 00170 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"havajava.unioninkatu@fazerfoodco.fi",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,,,,,,,"17409161","false","false","60.17479","24.95103","Hav a Java - Kahvila","2","+358 50 4700346","","1558","1090","#920 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17409161-Reviews-Hav_a_Java_Kahvila-Helsinki_Uusimaa.html","http://www.fazerfoodco.fi/ravintolat/Ravintolat-kaupungeittain/helsinki/hav-a-java-unioninkatu/"
"Roihuvuorentie 1, Helsinki 00820 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,"1260","720",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"3377769","false","false","60.19669","25.05488","Thai Aroy","14",,"$$ - $$$","1558","1100","#930 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d3377769-Reviews-Thai_Aroy-Helsinki_Uusimaa.html",
"Kaivokatu 10, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Fusion","Street Food",,,,,,,,,,"contact@wellcoffee.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12058466","false","false","60.17009","24.940443","Well","4","+358 50 3000504","$","1558","1096","#926 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d12058466-Reviews-Well-Helsinki_Uusimaa.html","http://wellcoffee.fi/"
"Ristolantie 7, Suoramyynti Torstaisin, Helsinki 00320 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"myynti@haaganleipa.fi",,,,,"930","480",,,,,"780","480",,,,,"930","480",,,,,"1020","480",,,,,"900","480",,,,,,,,,,,"15831566","false","false","60.21109","24.89346","Haagan Leipa Oy","2","+358 9-4778090","","1558","1092","#922 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d15831566-Reviews-Haagan_Leipa_Oy-Helsinki_Uusimaa.html","http://www.haaganleipa.fi"
"Pohjoisesplanadi 41, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Spanish","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12310002","false","false","60.16832","24.94214","Bar Primero","12","+358 50 3280502","$$ - $$$","1558","1091","#921 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d12310002-Reviews-Bar_Primero-Helsinki_Uusimaa.html",
"Lastenkodinkuja 1, Helsinki 00180 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6877600","false","false","60.16615","24.92562","Guangzhou Yuan","6","+358 9 7531533","$","1558","1097","#927 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d6877600-Reviews-Guangzhou_Yuan-Helsinki_Uusimaa.html","http://eat.fi/fi/helsinki/guangzhou-yuan"
"Klippan, Helsinki Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14112132","false","false","60.15936","24.965519","Ravintola Saaristo","3",,"$$ - $$$","1558","1095","#925 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d14112132-Reviews-Ravintola_Saaristo-Helsinki_Uusimaa.html","https://www.ravintolasaaristo.fi/?utm_source=tripadvisor&utm_medium=referral"
"Itaemerenkatu 5, Helsinki 00180 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7045533","false","false","60.164146","24.919394","Waree Cafe","2","+358 44 3443848","","1558","1098","#928 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d7045533-Reviews-Waree_Cafe-Helsinki_Uusimaa.html",
"Kastelholmantie 2, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17691996","false","false","60.21371","25.08146","Ravintola Newros 21","2","+358 40 0414785","","1558","1093","#923 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17691996-Reviews-Ravintola_Newros_21-Helsinki_Uusimaa.html","https://www.facebook.com/ravintola.newroz21/"
"Lapinlahdenkatu 5, Helsinki 00100 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","European","Contemporary","Street Food","Scandinavian",,,,,,,,"info@kekrifinnishstreetfood.fi","1320","660",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"17705408","false","false","60.166573","24.93076","KEKRI Finnish Street Food","2","+358 40 0722181","","1558","1099","#929 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d17705408-Reviews-KEKRI_Finnish_Street_Food-Helsinki_Uusimaa.html","http://www.kekrifinnishstreetfood.fi"
"Elimaenkatu 28, Helsinki 00520 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Deli","Contemporary",,,,,,,,,,"bistrovallila@ravintolafactory.com",,,,,"840","450",,,,,"840","450",,,,,"840","450",,,,,"840","450",,,,,"840","450",,,,,,,,,,,"13350874","false","false","60.196842","24.947386","Ravintola Factory Bistro Vallila","8","+358 10 2053213","$$ - $$$","1558","1094","#924 of 1,507 Restaurants in Helsinki","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d13350874-Reviews-Ravintola_Factory_Bistro_Vallila-Helsinki_Uusimaa.html","http://www.ravintolafactory.com/lounasravintolat/ravintolat/bistro/"
"Fredrikinkatu 19, Helsinki 00120 Finland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","American","Cafe","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"brooklyncafe.helsinki@gmail.com","1050","630",,,,,,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1050","540",,,,,"2654857","false","false","60.16114","24.941492","Brooklyn Cafe","143","+358 45 1731771","$$ - $$$","1558","108","#18 of 111 Quick Bites in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d2654857-Reviews-Brooklyn_Cafe-Helsinki_Uusimaa.html","http://www.brooklyncafeandbakery.com/"
"Caloniuksenkatu 3, Helsinki 00100 Finland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","European","Russian","Eastern European","Vegetarian Friendly","Gluten Free Options",,,,,,,,"russian.restaurants@co.inet.fi",,,,,,,,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","840",,,,,"788945","false","false","60.174026","24.919981","Troikka","141","+358 50 3407100","$$ - $$$","1558","103","#83 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d788945-Reviews-Troikka-Helsinki_Uusimaa.html","http://www.troikka.fi/"
"Bulevardi 9, Helsinki 00120 Finland","Certificate of Excellence 2016","2016","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,,,,,,,"restaurant","Cafe","European","Scandinavian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"info@ekberg.fi","1020","540",,,"1140","450",,,,,"1140","450",,,,,"1140","450",,,,,"1140","450",,,,,"1140","450",,,,,"1020","540",,,,,"942430","false","false","60.164665","24.9376","Ekberg","594","+358 9 6811860","$$ - $$$","1558","105","#2 of 17 Bakeries in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d942430-Reviews-Ekberg-Helsinki_Uusimaa.html","http://www.ekberg.fi"
"Dagmarinkatu 2, Helsinki 00100 Finland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"myynti@botta.fi","1380","840",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","840",,,,,"4004473","false","false","60.17427","24.931288","Manala","218","+358 9 58077707","$$ - $$$","1558","110","#87 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d4004473-Reviews-Manala-Helsinki_Uusimaa.html","http://www.manala.fi"
"Fredrikinkatu 42, Helsinki 00100 Finland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,"freda@sushibarwine.com","1260","840",,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1290","660",,,,,"1320","660",,,,,"1350","720",,,,,"2435372","false","false","60.167473","24.93232","Sushibar + Wine","165","+358 10 6668454","$$ - $$$","1558","109","#86 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d2435372-Reviews-Sushibar_Wine-Helsinki_Uusimaa.html","http://www.sushibarwine.com"
"Aleksanterinkatu 21, Helsinki 00100 Finland","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"sales@hardrockcafe.fi","1260","900",,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1320","960",,,,,"1380","960",,,,,"1380","720",,,,,"3571968","false","false","60.16886","24.941507","Hard Rock Cafe","1035","+358 9 42826888","$$ - $$$","1558","101","#81 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d3571968-Reviews-Hard_Rock_Cafe-Helsinki_Uusimaa.html","https://www.hardrockcafe.com/location/helsinki/#utm_source=rest_of_network&utm_medium=Yext&utm_campaign=Listings"
"Mannerheimintie 20, Helsinki Finland","Certificate of Excellence 2019","2019","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Vegan Options","Gluten Free Options","Vegetarian Friendly",,,,,,,,,"1320","720",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1440","660",,,,,"1440","660",,,,,"1541116","false","false","60.169533","24.938993","Kaarna","357","+358 10 7664550","$$ - $$$","1558","107","#85 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d1541116-Reviews-Kaarna-Helsinki_Uusimaa.html","http://www.ravintolakaarna.fi/"
"Etelaranta 10, Helsinki 00130 Finland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Vegetarian Friendly",,,,,,,,,,"restaurant@palacerestaurant.fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"940029","false","false","60.16521","24.952496","Ravintola","82","+358 50 5020718","$$$$","1558","104","#84 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d940029-Reviews-Ravintola-Helsinki_Uusimaa.html","http://www.palacerestaurant.fi"
"Aleksanterinkatu 50 B, Helsinki 00100 Finland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,"restaurant","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"info@latorre.fi","1110","600",,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1140","540",,,,,"2083528","false","false","60.168922","24.943872","La Torrefazione","191","+358 9 42890648","$$ - $$$","1558","106","#11 of 108 Coffee & Tea in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d2083528-Reviews-La_Torrefazione-Helsinki_Uusimaa.html","http://www.facebook.com/La-Torrefazione-782098558556571"
"Aleksanterinkatu 22, Helsinki 00101 Finland","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"hello@chapter.fi","840","660",,,,,,,,,"840","660",,,,,"840","660",,,,,"840","660",,,,,"840","660",,,,,"840","660",,,,,"12640419","false","false","60.16935","24.95267","Chapter","101","+358 50 3564875","$$$$","1558","207","#163 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d12640419-Reviews-Chapter-Helsinki_Uusimaa.html","https://www.facebook.com/chapterhelsinki/"
"Kalevankatu 4, Helsinki 00100 Finland","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegan Options","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,"900","540",,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1200","420",,,,,"1200","540",,,,,"5577514","false","false","60.167866","24.939556","Sis. Deli + Cafe","73","+358 10 4229301","$$ - $$$","1558","201","#159 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d5577514-Reviews-Sis_Deli_Cafe-Helsinki_Uusimaa.html","http://www.sisdeli.fi"
"Kulmavuorenkatu 4, Helsinki 00500 Finland","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Diner","American","Vegetarian Friendly","Vegan Options",,,,,,,,,"1260","720",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","720",,,,,"12731624","false","false","60.170353","24.941319","Social Burgerjoint","119","+358 40 8333703","$$ - $$$","1558","206","#30 of 111 Quick Bites in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d12731624-Reviews-Social_Burgerjoint-Helsinki_Uusimaa.html","http://www.burgerjoint.fi"
"Ratakatu 1 b, Helsinki 00120 Finland","Certificate of Excellence 2020","2020","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Asian","Nepali","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"himalaya@himalaya.fi","1380","720",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","720",,,,,"796529","false","false","60.163445","24.945593","Himalaya","111","+358 9 647551","$$ - $$$","1558","205","#162 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d796529-Reviews-Himalaya-Helsinki_Uusimaa.html","http://www.himalaya.fi"
"Kapteeninkatu 26, Helsinki 00140 Finland","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Fusion","Italian","Pizza","European","Vegetarian Friendly","Vegan Options",,,,,,,,"1380","960",,,,,,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1440","900",,,,,"1440","900",,,,,"13793903","false","false","60.159122","24.946325","Pontus","51","+358 40 7759656","$$ - $$$","1558","202","#160 of 1,507 Restaurants in Helsinki","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d13793903-Reviews-Pontus-Helsinki_Uusimaa.html","http://ravintolapontus.fi"
"Viides Linja 8, Helsinki 00530 Finland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Fusion","Vietnamese","Soups","Vegetarian Friendly","Vegan Options",,,,,,,"bumi.punavuori@gmail.com","1140","720",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"19454589","false","false","60.183056","24.95375","Bumi Kallio","43","+358 45 1270568","$","1558","102","#82 of 1,507 Restaurants in Helsinki","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d19454589-Reviews-Bumi_Kallio-Helsinki_Uusimaa.html","https://bumicafe.com/"
"Munkkiniemenranta 2, Helsinki 00330 Finland","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Scandinavian","European","Vegetarian Friendly",,,,,,,,,,"1200","600",,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"941276","false","false","60.19445","24.871176","Cafe Torpanranta","124","+358 9 484250","$$ - $$$","1558","204","#22 of 108 Coffee & Tea in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d941276-Reviews-Cafe_Torpanranta-Helsinki_Uusimaa.html","http://www.torpanranta.fi/"
"Fleminginkatu 15, Helsinki 00500 Finland","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Scandinavian","Vegetarian Friendly",,,,,,,,,,"1560","720",,,"1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1560","720",,,,,"788754","false","false","60.18657","24.953453","Cella","124","+358 9 768430","$$ - $$$","1558","210","#165 of 1,507 Restaurants in Helsinki","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189934-d788754-Reviews-Cella-Helsinki_Uusimaa.html","http://www.kantri.fi/cella"
