"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Dajwor 21, Krakow 31-057 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fusion","Japanese","Seafood","Mediterranean","Contemporary",,,,,,,"tempurakrakow@gmail.com","1260","720",,,,,,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"15127385","false","false","50.05089","19.949265","Tempura Truck","7","+48 507 331 965","$","1750","1500","#1,255 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d15127385-Reviews-Tempura_Truck-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/TempuraTruck/"
"Kapelanka 54 pasaż 1 piętro C.H. Kapelanka, Krakow 30-347 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","International","European","Central European",,,,,,,,"biuro@kuchnia.org","1080","660",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","660",,,"10355695","false","false","50.03287","19.92492","Kuchnia - moja ulubiona","0","+48 533 209 170","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d10355695-Reviews-Kuchnia_moja_ulubiona-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://kuchnia.org/"
"Wroclawska 11A, Krakow 30-006 Poland",,,,,,,,,,,,,,,,,,,,,,"Italian","American","Polish","European",,,,,,,,"restauracja.pobyku@gmail.com","1080","720",,,"1080","720",,,"1080","720",,,"1080","720",,,"1080","720",,,"1080","720",,,"1080","720",,,"23084462","false","false","50.075867","19.930408","Po Byku Restauracja","0","+48 530 291 323","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d23084462-Reviews-Po_Byku_Restauracja-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.pobyku-restauracja.pl/"
"Aleja 29 Listopada 95, Krakow 31-436 Poland",,,,,,,,,,,,,,,,,,,,,,"Italian",,,,,,,,,,,"totu.burgerpizza@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23176176","false","false","50.086666","19.955511","To Tu Pizza&burger","0","+48 692 691 241","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d23176176-Reviews-To_Tu_Pizza_burger-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://m.facebook.com/103069765133049"
"ul. Rajska 1 Wojewódzka Biblioteka Publiczna, Krakow 31-124 Poland",,,,,,,,,,,,,,,,,,,,,,"Italian","Polish","European",,,,,,,,,"rajska1foodandcoffee@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17478392","false","false","50.06488","19.92963","Rajska 1 Food&Coffee","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17478392-Reviews-Rajska_1_Food_Coffee-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/rajska1foodandcoffee/"
"Starowislna 26, Krakow 33-332 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13543529","false","false","50.05613","19.94617","Frania Cafe","0","+48 783 945 021","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d13543529-Reviews-Frania_Cafe-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Mirowska 203, Krakow 30-244 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"20923967","false","false","50.03519","19.819895","KFC","0","+48 801-464-646","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20923967-Reviews-KFC-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://kfc.pl/main/home/restaurant/924?y_source=1_MTU1MDU5MjYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"ul. Dominikanska 1, Krakow 31-043 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European","Soups",,,,,,,,,"restauracjauczta@gmail.com","1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"1380","720",,,"5982288","false","false","50.05897","19.93891","Restauracja Uczta","0","+48 502 346 945","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d5982288-Reviews-Restauracja_Uczta-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Dajwor 2a, Krakow 31-052 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"zurawinakrakow@gmail.com","1260","720",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","720",,,"17324030","false","false","50.05232","19.94921","Restauracja Zurawina","0","+48 505 233 073","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17324030-Reviews-Restauracja_Zurawina-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/RestauracjaZurawina/"
"Aleja Jana Pawla II 232 Obok Nowohuckiego Centrum Kultury, Krakow Poland",,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,,,,"marek.kaganek@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22851546","false","false","50.071354","20.036224","Chillout Cafe & Shake","0","+48 508 706 708","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d22851546-Reviews-Chillout_Cafe_Shake-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/Chilloutcafeandshake"
"ul. Kamienskiego 11 Bonarka City Center, Krakow 30-644 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1260","600",,,"1260","465",,,"1260","465",,,"1260","465",,,"1260","465",,,"1320","465",,,"1320","465",,,"15781031","false","false","50.02863","19.95914","Strabucks","0","+48 71 386 14 79","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d15781031-Reviews-Strabucks-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.starbucks.com/store-locator/store/1011950/bonarka-ul-kamienskiego-11-krakow-ma-30-644-pl"
"Legionow Pilsudskiego 2 Plac Nowy 4b, Krakow 30-509 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Georgian",,,,,,,,,,,,"1080","600",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"13813933","false","false","50.043808","19.94679","Gruzinska Chatka","17","+48 797 488 790","$","1750","1355","#116 of 121 Quick Bites in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d13813933-Reviews-Gruzinska_Chatka-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/GruzinskaChatka"
"ul. Krakowska 7, Krakow 31-062 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,,"1320","780",,,,,,,"1320","840",,,"1320","840",,,"1320","840",,,"1320","840",,,"1320","840",,,"1008992","false","false","50.05078","19.94226","Ganges Restauracja Indyjska","4","+48 12 292 02 62","","1750","1361","#1,124 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1008992-Reviews-Ganges_Restauracja_Indyjska-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Dajwor 21 Truckarnia Foodtruck Park, Krakow Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"myoga.biuro@gmail.com","1200","720",,,,,,,"1200","720",,,"1200","720",,,"1200","720",,,"1260","720",,,"1260","720",,,"15690969","false","false","50.05087","19.94928","BUBU ARARE Veggie Japanese Food","8","+48 501 512 758","$$ - $$$","1750","1368","#1,131 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d15690969-Reviews-BUBU_ARARE_Veggie_Japanese_Food-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/bubuarare/"
"Westerplatte 1 Near the Main Railway Station, Krakow 31-033 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Eastern European","Ukrainian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12139588","false","false","50.06427","19.94512","Kalejdoskop","19","+48 531 061 752","$","1750","1370","#1,133 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12139588-Reviews-Kalejdoskop-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Sliczna 34 B/U3, Krakow 31-444 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","American","European",,,,,,,,,"i.chmura@interia.pl","1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"12498954","false","false","50.072697","19.974749","Bonita Pizzeria","2","+48 12 358 44 43","$","1750","1363","#1,126 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12498954-Reviews-Bonita_Pizzeria-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/bonitapizzeria1/"
"Ksiecia Jozefa 71, Krakow 30-206 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Austrian","Polish","European","Hungarian",,,,,,,,"kafepodksiezycem@gmail.com","1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"1320","720",,,"17647353","false","false","50.04853","19.898594","Kafe Pod Ksiezycem","2","+48 735 609 646","$$ - $$$","1750","1365","#1,128 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17647353-Reviews-Kafe_Pod_Ksiezycem-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/kafepodksiezycem/"
"Lubostron 22 g, Krakow 30-383 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai","Vietnamese",,,,,,,,,,"emoi.restauracja@gmail.com","1320","780",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1320","60",,,"20034397","false","false","50.017845","19.894123","Vietnamese Restaurant Em Oi","7","+48 501 972 865","$","1750","1367","#1,130 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20034397-Reviews-Vietnamese_Restaurant_Em_Oi-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/EmoiRestauracja/"
"Radzikowskiego 142, Krakow 31-342 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"bklapacz@qhotels.pl","660","420","1320","780","630","390","1320","780","630","390","1320","780","630","390","1320","780","630","390","1320","780","630","390","1320","780","660","420","1320","780","15021820","false","false","50.08666","19.893316","SmaQ Brasserie","3","+48 12 333 41 41","$","1750","1369","#1,132 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d15021820-Reviews-SmaQ_Brasserie-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.qhotels.pl/krakow/restauracja/smaq-brasserie"
"Dunajewskiego 2/1a., Krakow 31-619 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","British","Russian",,,,,,,,"alex.solger@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12492089","false","false","50.064144","19.933588","Nalesniki u Lisa","10","+48 570 660 481","$","1750","1362","#1,125 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12492089-Reviews-Nalesniki_u_Lisa-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/nalesnikiulisa/"
"Ulica Kobierzynska 117 A, Krakow 30-382 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"biuro@smaksztuki.pl",,,,,"1080","600",,,"1080","600",,,"1080","600",,,"1140","600",,,"1080","600",,,,,,,"12437949","false","false","50.02327","19.91041","Smak Sztuki Taste of art","2","+48 502 931 131","","1750","1366","#1,129 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12437949-Reviews-Smak_Sztuki_Taste_of_art-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.smaksztuki.pl/"
"ul. Zakopianska 2c, Krakow 30-418 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","International","European","Asian","Thai",,,,,,,,,,,,"960","600",,,"960","600",,,"960","600",,,"960","600",,,"960","600",,,,,,,"21206666","false","false","50.028366","19.937237","Fulibeli Bistro","0","+48 12 311 70 81","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21206666-Reviews-Fulibeli_Bistro-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/FuliBeli-bistro-100386897983249/?modal=admin_todo_tour"
"ul. Bulwarowa Zalew Nowohucki, Krakow 31-000 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17528966","false","false","50.08132","20.04674","Lody u babci Lucyny","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17528966-Reviews-Lody_u_babci_Lucyny-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/LodyubabciLucyny/"
"ul. Pijarska 11, Krakow 31-015 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3153287","false","false","50.06504","19.93897","Tort i torciki gessler i Synowie","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d3153287-Reviews-Tort_i_torciki_gessler_i_Synowie-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Os. Tysiaclecia 42, Krakow 31-610 Poland",,,,,,,,,,,,,,,,,,,,,,"Italian","Polish","Pizza","European","Neapolitan","Campania","Southern-Italian",,,,,"tylko-pizza@wp.pl","1290","750",,,"1350","750",,,"1350","750",,,"1350","750",,,"1350","750",,,"1410","750",,,"1410","750",,,"17143073","false","false","50.09384","20.00243","Tylko Pizza","0","+48 531 065 747","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d17143073-Reviews-Tylko_Pizza-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.tylkopizza.pl"
"Ul Starowislna 35, Krakow 31-032 Poland",,,,,,,,,,,,,,,,,,,,,,"American","Grill",,,,,,,,,,"grillbarmambo@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21258082","false","false",,,"Grill Bar Mambo","0","+48 730 295 629","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d21258082-Reviews-Grill_Bar_Mambo-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/grillbarmambo/"
"Kazimierza Wyki 10a, Krakow 31-223 Poland",,,,,,,,,,,,,,,,,,,,,,"Chinese","Japanese","Sushi","Asian","Thai","Taiwanese","Japanese Fusion",,,,,"restauracja@tashi-sushi.pl","1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"1260","660",,,"23109383","false","false","50.092834","19.922552","Tashi Thai & Sushi","0","+48 574 622 322","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d23109383-Reviews-Tashi_Thai_Sushi-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.tashi-sushi.pl"
"Rynek Glowny, Krakow 30-001 Poland",,,,,,,,,,,,,,,,,,,,,,"Georgian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19792015","false","false",,,"Georgian Khachapuri","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19792015-Reviews-Georgian_Khachapuri-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"ul. Tyniecka 47, Krakow 30-376 Poland",,,,,,,,,,,,,,,,,,,,,,"Italian","Brew Pub","Polish","Cafe","European","Pub","Dining bars",,,,,"spacerova.krakow@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20306215","false","false",,,"Spacerova Bistro","0","+48 883 310 305","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20306215-Reviews-Spacerova_Bistro-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://spacerova.pl"
"Makuszynskiego 2, Krakow 31-752 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"biuro@blekitnalaguna.com","1290","600",,,"1290","600",,,"1290","600",,,"1290","600",,,"1290","600",,,"1290","600",,,"1290","600",,,"13337153","false","false","50.0872","20.047165","Blekitna Laguna","0","+48 12 684 18 00","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d13337153-Reviews-Blekitna_Laguna-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.blekitnalaguna.com"
"Kurniki 3 you can go through Lunch Bar and go down, Krakow 31-156 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,"rlyehartcafe@gmail.com","1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","780",,,"15374938","false","false","50.06713","19.94345","R'lyeh Cafe","2","+48 880 585 555","$","1750","1364","#1,127 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d15374938-Reviews-R_lyeh_Cafe-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://rlyehcafe.pl"
"Bojki 4, Krakow 30-611 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12119431","false","false","50.00714","19.96368","Phuong Dong","8","+48 12 654 23 15","","1750","1373","#1,136 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12119431-Reviews-Phuong_Dong-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.bar-orientalny.pl/pl/j-bojki-4.html"
"Pradnicka 12, Krakow 30-002 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"biuro@awokado.krakow.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15046247","false","false","50.07594","19.93608","Awokado Lunch Bar","2","+48 514 916 432","","1750","1372","#1,135 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d15046247-Reviews-Awokado_Lunch_Bar-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://awokado.krakow.pl/"
"Miodowa 29 Hotel M29, Krakow 31-055 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Fusion",,,,,,,,,"info@hotelm29.pl","1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"20009465","false","false",,,"TA'AM Restaurant & Cocktail Bar","19","+48 515 129 484","$$ - $$$","1750","1374","#1,137 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20009465-Reviews-TA_AM_Restaurant_Cocktail_Bar-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://hotelm29.pl/restauracja/"
"ul. Grodzka 5, Krakow 31-006 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"podgwiazdami@rthotels.com.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1098913","false","false","50.05997","19.93761","Pod Gwiazdami","5","012 430 26 57","","1750","1377","#1,140 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1098913-Reviews-Pod_Gwiazdami-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"Prof. A. Rozanskiego 32, Krakow 32-085 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11825999","false","false","50.10915","19.84593","Lodomania","6","+48 885 898 898","$","1750","1375","#1,138 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d11825999-Reviews-Lodomania-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.lodomania.com"
"Aleja Pokoju 1, Krakow 31-548 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Mediterranean","European","Soups",,,,,,,,"k1@olimprest.pl",,,,,"990","480",,,"990","480",,,"990","480",,,"990","480",,,"990","480",,,,,,,"12188831","false","false","50.057297","19.961105","Olimp K1","2",,"$","1750","1380","#1,143 of 1,760 Restaurants in Krakow","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12188831-Reviews-Olimp_K1-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://olimprest.pl/nasze-restauracje/"
"Balicka 95, Krakow 30-149 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Polish","European","Diner",,,,,,,,"miedzy_daniami@wp.pl",,,,,"960","480",,,"960","480",,,"960","480",,,"960","480",,,"960","480",,,,,,,"13094962","false","false","50.08167","19.8752","Miedzy Daniami","4","+48 730 190 730","$","1750","1378","#1,141 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d13094962-Reviews-Miedzy_Daniami-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/miedzydaniami/"
"Ul. Ludwinowska 30/331, Krakow 30-331 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6715484","false","false","50.04412","19.93736","Plaza Krakow","20","+48 530 950 303","$$ - $$$","1750","1376","#1,139 of 1,760 Restaurants in Krakow","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d6715484-Reviews-Plaza_Krakow-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.plazakrakow.com/en/restaurant-cafe/restaurant"
"Koletek 20, Krakow 31-069 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19701435","false","false","50.051323","19.936386","Restauracja Pod Wawelem","4","+48 12 431 14 31","","1750","1371","#1,134 of 1,760 Restaurants in Krakow","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19701435-Reviews-Restauracja_Pod_Wawelem-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://restauracja-pod-wawelem.business.site/"
"Tadeusza Romanowicza 4, Krakow 30-702 Poland",,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,"goodlood@goodlood.com","1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"20358000","false","false","50.047527","19.963942","Good Lood Zablocie","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20358000-Reviews-Good_Lood_Zablocie-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://goodlood.com/"
"Plac Wolnica 2, Krakow 31-060 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"platzkrk@gmail.com","1440","960",,,,,,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"19431911","false","false","50.04909","19.9435","PLATZ","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d19431911-Reviews-PLATZ-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://www.facebook.com/PLATZ-430670714422606/"
"ul. Krakowska 5, Krakow 31-062 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,"1200","780",,,"1290","600",,,"1290","600",,,"1290","600",,,"1290","600",,,"1380","600",,,"1380","600",,,"1098685","false","false","50.05099","19.94211","Kurna Chata","4","+48 12 421 14 36","","1750","1379","#1,142 of 1,760 Restaurants in Krakow","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d1098685-Reviews-Kurna_Chata-Krakow_Lesser_Poland_Province_Southern_Poland.html",
"ul. Biskupia 2, Krakow 31-144 Poland",,,,,,,,,,,,,,,,,,,,,,"Healthy",,,,,,,,,,,,,,,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,"1020","480",,,,,,,"4284110","false","false","50.06745","19.93422","Punkt Ka","0","+48 790 585 652","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d4284110-Reviews-Punkt_Ka-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/KApunktKA"
"Medweckiego 2, Krakow 31-870 Poland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"20923104","false","false","50.07705","20.016798","KFC","0","+48 801 464 646","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d20923104-Reviews-KFC-Krakow_Lesser_Poland_Province_Southern_Poland.html","https://kfc.pl/main/home/restaurant/822?y_source=1_MTU1MDU4OTktNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Podgorska 34, Krakow 31-536 Poland",,,,,,,,,,,,,,,,,,,,,,"European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12667919","false","false","50.05238","19.95626","Point Frappe","0",,"$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d12667919-Reviews-Point_Frappe-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/pointfrappe/"
"Wawrzynca 16 Judah Food Market, Krakow Poland",,,,,,,,,,,,,,,,,,,,,,"Asian",,,,,,,,,,,"marek.kaganek@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22851548","false","false","50.050175","19.947987","Azjem","0","+48 798 752 807","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274772-d22851548-Reviews-Azjem-Krakow_Lesser_Poland_Province_Southern_Poland.html","http://www.facebook.com/Azjem-112415363836554"
