"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","cuisine/15","cuisine/16","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Inns Quay 17 King Street North, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15702660","false","false","53.35051","-6.27171","Taco Time","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d15702660-Reviews-Taco_Time-Dublin_County_Dublin.html",
"Cross Guns Bridge Drumcondra, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,,"Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23323258","false","false","53.364338","-6.271826","Village Pizza Dublin","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d23323258-Reviews-Village_Pizza_Dublin-Dublin_County_Dublin.html","http://www.villagepizzadublin.ie"
"M3 Mulhuddart, Navan Road, Dublin 15, Dublin D15 F5KE Ireland",,,,,,,,,,,,,,,,,,,,,,,,"Irish","Fast Food",,,,,,,,,,,,,,,,"mulhuddart@supermacs.ie","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"14411980","false","false","53.406033","-6.407009","Supermac's","0","+353 1 811 5214","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d14411980-Reviews-Supermac_s-Dublin_County_Dublin.html","http://www.supermacs.ie/store/mulhuddart/"
"3 Hollybrook Grove, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,,"Diner","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17332059","false","false","53.36429","-6.22104","Good To Go","0","+353 1 853 3227","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d17332059-Reviews-Good_To_Go-Dublin_County_Dublin.html","http://www.goodtogo.ie"
"Prussia Street Unit 12, Park Shopping Centre, Dublin D07 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,"1440","1050",,,,,"1470","1020",,,,,"1470","1020",,,,,"1470","1020",,,,,"1470","1020",,,,,"1440","1050",,,,,"1440","1050",,,,,"5864002","false","false","53.35522","-6.28747","Chess Chinese Takeaway","3","+353 1 868 3688","","2493","2367","#1,987 of 2,357 Restaurants in Dublin","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d5864002-Reviews-Chess_Chinese_Takeaway-Dublin_County_Dublin.html",
"Grange Road Rathfarnham, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20136933","false","false","53.281536","-6.276794","Bombay Pantry Rathfarnham","0","+353 1 493 2222","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d20136933-Reviews-Bombay_Pantry_Rathfarnham-Dublin_County_Dublin.html","http://bombaypantry.com"
"58-66 Parnell Street, Dublin Dublin1 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,"1080","780",,,,,"1140","720",,,,,"1140","720",,,,,"1140","720",,,,,"1200","720",,,,,"1200","720",,,,,"1140","720",,,,,"5864007","false","false","53.34959","-6.26907","Jadlodajnia U Wujka","1","+353 87 263 0343","","2493","2375","#1,994 of 2,357 Restaurants in Dublin","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d5864007-Reviews-Jadlodajnia_U_Wujka-Dublin_County_Dublin.html","http://www.polskiejadlo.eu"
"24 Strand Street Great, Dublin D01 E3C7 Ireland",,,,,,,,,,,,,,,,,,,,,,,,"Irish","Healthy",,,,,,,,,,,,,,,,"hello@mindthestep.ie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18380348","false","false","53.3469","-6.264752","Mind The Step","0","+353 87 399 8200","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d18380348-Reviews-Mind_The_Step-Dublin_County_Dublin.html","http://www.mindthestep.ie"
"Apartment 1 Unit 1 5 Crown Alley, Dublin D02 CX88 Ireland",,,,,,,,,,,,,,,,,,,,,,,,"American","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18717479","false","false","53.34538","-6.26275","Doughboys","0","+353 1 402 2000","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d18717479-Reviews-Doughboys-Dublin_County_Dublin.html","http://www.doughboys.ie/"
"Abbey Street, Howth, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1646839","false","false","53.33797","-6.27933","The Loft Bar and Grill","9","+353 1 839 0307","$","2493","2077","#1,732 of 2,357 Restaurants in Dublin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d1646839-Reviews-The_Loft_Bar_and_Grill-Dublin_County_Dublin.html",
"39 Parkgate Street, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"7724574","false","false","53.34835","-6.29478","Berry Lane Bistro","19","+353 1 677 2870","$$ - $$$","2493","2076","#1,731 of 2,357 Restaurants in Dublin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d7724574-Reviews-Berry_Lane_Bistro-Dublin_County_Dublin.html",
"25 Annamoe Terrace Cabra, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5821511","false","false","53.35938","-6.28744","Pizza Max","12","+353 1 838 1000","","2493","2237","#1,870 of 2,357 Restaurants in Dublin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d5821511-Reviews-Pizza_Max-Dublin_County_Dublin.html","http://www.pizzamax.ie/"
"Dundrum Town Centre Civic Square Sandyford Road Building 10/11, Dundrum Town Centre, Dublin D16 R7Y8 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,"dundrum.manager@milano.ie","1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1841402","false","false","53.288357","-6.243198","Milano","247","+353 1 216 6750","$$ - $$$","2493","2371","#1,990 of 2,357 Restaurants in Dublin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d1841402-Reviews-Milano-Dublin_County_Dublin.html","http://www.milano.ie"
"38a Amiens Street, Dublin Dublin 1 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Chinese","Vietnamese",,,,,,,,,,,,,,,,"1425","960",,,,,"1425","960",,,,,"1425","960",,,,,"1425","960",,,,,"1425","960",,,,,"1425","960",,,,,"1425","960",,,,,"7360645","false","false","53.35229","-6.24966","Saigon City","12","+353 1 8555 5555","","2493","2373","#1,992 of 2,357 Restaurants in Dublin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d7360645-Reviews-Saigon_City-Dublin_County_Dublin.html","http://www.saigoncitydublin.ie/"
"Arlington Hotel 23-25 Bachelors Walk Arlington Hotel O'Connell Bridge, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3493525","false","false","53.34728","-6.26117","Sinatra's Bar & Grill","4",,"","2493","2374","#1,993 of 2,357 Restaurants in Dublin","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d3493525-Reviews-Sinatra_s_Bar_Grill-Dublin_County_Dublin.html","http://www.arlington.ie/knightsbridge-bar.html"
"Russel st, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3293775","false","false","53.35924","-6.25417","Wallis","3",,"","2493","2366","#1,986 of 2,357 Restaurants in Dublin","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d3293775-Reviews-Wallis-Dublin_County_Dublin.html",
"Ashtown Village, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Irish","Vegetarian Friendly",,,,,,,,,,,,,,"1200","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"7249335","false","false","53.33625","-6.2242","Canal bar","61","8664970","$$ - $$$","2493","2075","#1,730 of 2,357 Restaurants in Dublin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d7249335-Reviews-Canal_bar-Dublin_County_Dublin.html",
"The Perch, The Arts Building, Nassau Street, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1080","480",,,,,,,,,,,"12028673","false","false","53.34211","-6.25495","The Arts Cafe","5",,"","2493","2369","#1,989 of 2,357 Restaurants in Dublin","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d12028673-Reviews-The_Arts_Cafe-Dublin_County_Dublin.html","http://www.tcd.ie/catering/StaffandStudentOutlets/"
"77 Dorset Street Upper, Dublin D1 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,,,,,,,,"alexandredublin20@hotmail.com","1380","0",,,,,"1380","780",,,,,"1380","0",,,,,"1380","0",,,,,"1380","0",,,,,"1380","0",,,,,"1410","0",,,,,"11854172","false","false","53.35706","-6.264292","Wasabi Restaurant Sushi Bar","63","+353 1 830 8658","$$ - $$$","2493","2081","#1,736 of 2,357 Restaurants in Dublin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d11854172-Reviews-Wasabi_Restaurant_Sushi_Bar-Dublin_County_Dublin.html","http://www.wasabi.ie/"
"34 Westmoreland Street, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10469284","false","false","53.346123","-6.258865","Starbucks","3","+353 1 679 9545","$","2493","1859","#1,536 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d10469284-Reviews-Starbucks-Dublin_County_Dublin.html","http://www.starbucks.ie/"
"No. 2 The Hill Stillorgan, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4295949","false","false","53.27287","-6.24563","Treasures","6",,"","2493","2372","#1,991 of 2,357 Restaurants in Dublin","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d4295949-Reviews-Treasures-Dublin_County_Dublin.html",
"Ballymoss Road Ballyogan Road, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"info@baristascafe.ie","1740","660",,,,,"1740","660",,,,,"1740","660",,,,,"1740","660",,,,,"1740","660",,,,,"1740","660",,,,,"1740","660",,,,,"7267125","false","false","53.259823","-6.197206","Domino's Pizza - Dublin - Leopardstown","36","+353 1 295 8888","$$ - $$$","2493","2074","#1,729 of 2,357 Restaurants in Dublin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d7267125-Reviews-Domino_s_Pizza_Dublin_Leopardstown-Dublin_County_Dublin.html","https://www.dominos.ie/?utm_source=extended_network&utm_medium=yext&y_source=1_MTU2Mjk5MTUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"4 Westmorelandstreet, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18220396","false","false","53.34557","-6.25958","Oh! my street food","7","+353 1 670 8200","$$ - $$$","2493","2368","#1,988 of 2,357 Restaurants in Dublin","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d18220396-Reviews-Oh_my_street_food-Dublin_County_Dublin.html","http://www.ready2go.ie"
"Coolock Retail Park Malahide Rd, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Irish","International",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15685840","false","false","53.39509","-6.19082","Costa Coffee","2","+353 1 847 4499","","2493","1857","#1,534 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d15685840-Reviews-Costa_Coffee-Dublin_County_Dublin.html","https://www.costaireland.ie/"
"Unit B1, Beacon South Quarter, Sandyford, Dublin 18, Dublin DUBLIN 18 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10458368","false","false","53.27732","-6.21786","Starbucks BSQ","7","+353 1 293 7855","$","2493","2370","#216 of 230 Coffee & Tea in Dublin","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d10458368-Reviews-Starbucks_BSQ-Dublin_County_Dublin.html","http://www.starbucks.ie"
"Rock Road Frascati Shopping Centre, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,"1140","600",,,,,"1200","480",,,,,"1200","480",,,,,"1080","480",,,,,,,,,,,"1260","480",,,,,"1200","480",,,,,"7604517","false","false","53.31589","-6.20477","Marks & Spencer","12","+353 1 205 5110","$","2493","1853","#1,531 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d7604517-Reviews-Marks_Spencer-Dublin_County_Dublin.html","http://www.marksandspencer.ie"
"North Street, Swords Co Dublin, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Irish","International","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3350493","false","false","53.462555","-6.218051","The Harp Lounge","44",,"$$ - $$$","2493","2079","#1,734 of 2,357 Restaurants in Dublin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d3350493-Reviews-The_Harp_Lounge-Dublin_County_Dublin.html","http://www.carnegiecourt.com/the-harp-lounge/"
"Dublin 14, Dublin 14 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Fusion","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,"Dundrum@mymao.ie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"886857","false","false","53.288097","-6.24307","Mao Dundrum","150","+353 1 296 2802","$$ - $$$","2493","2080","#1,735 of 2,357 Restaurants in Dublin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d886857-Reviews-Mao_Dundrum-Dublin_County_Dublin.html","http://www.mymao.ie/restaurant"
"18 Glasthule Road, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8613925","false","false","53.28815","-6.12604","Razam","4",,"$$ - $$$","2493","1858","#1,535 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d8613925-Reviews-Razam-Dublin_County_Dublin.html",
"11, O Connell Street Dublin 1, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3378146","false","false","53.3374","-6.22727","Pulau Penang City Centre North","7",,"","2493","2078","#1,733 of 2,357 Restaurants in Dublin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d3378146-Reviews-Pulau_Penang_City_Centre_North-Dublin_County_Dublin.html",
"49 Grafton Street, Dublin D02 KP26 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,"1260","540",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","480",,,,,"13959610","false","false","53.340225","-6.260574","Subway","9","+353 1 675 1860","$","2493","1860","#1,537 of 2,357 Restaurants in Dublin","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d13959610-Reviews-Subway-Dublin_County_Dublin.html","https://restaurants.subway.com/ireland/dublin/dublin/49-grafton-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=46044&utm_campaign=evergreen-2020&y_source=1_MTQ5MjgwODctNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"63 Dame Street, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13379017","false","false","53.344185","-6.264814","Freshii","1","+353 1 633 7865","","2493","2082","#1,737 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d13379017-Reviews-Freshii-Dublin_County_Dublin.html",
"6 Lower Kilmacud Road, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4867346","false","false","53.2886","-6.1993","Gongs","7","+353 1 278 3328","","2493","1856","#1,533 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d4867346-Reviews-Gongs-Dublin_County_Dublin.html",
"Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Irish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15814157","false","false",,,"O'Rourke's","2",,"","2493","1861","#1,538 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d15814157-Reviews-O_Rourke_s-Dublin_County_Dublin.html",
"50 Sundrive Road Lot of parking space in front of shop, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Thai",,,,,,,,,,,,,,,,"1440","990",,,,,"1440","990",,,,,"1440","990",,,,,"1440","990",,,,,"1500","990",,,,,"1500","990",,,,,"1440","990",,,,,"5791635","false","false","53.32095","-6.29332","Shirley House","3","+353 1 492 1564","","2493","1855","#1,532 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d5791635-Reviews-Shirley_House-Dublin_County_Dublin.html",
"Unit 23 Bawnogue Ent Ctr, Bawnogue Rd, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5803947","false","false","53.32523","-6.41113","Sweet Cicely","1","+353 1 257 3770","","2493","2083","#1,738 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d5803947-Reviews-Sweet_Cicely-Dublin_County_Dublin.html","http://www.sweetcicely.ie/"
"162 South Circular Road, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Middle Eastern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15702582","false","false","53.33189","-6.27809","Al Khair","1",,"","2493","2179","#1,820 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d15702582-Reviews-Al_Khair-Dublin_County_Dublin.html","http://www.facebook.com/DublinMosque/"
"Unit 10 Main Street, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18834621","false","false","53.389263","-6.299625","Roberto's Pizzeria Finglas","3","+353 1 537 1076","$$ - $$$","2493","2383","#1,999 of 2,357 Restaurants in Dublin","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d18834621-Reviews-Roberto_s_Pizzeria_Finglas-Dublin_County_Dublin.html","http://robertosfinglas.ie/"
"Park West Tavern, Park West, The Plaza, Dublin 12, Dublin D12 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Irish","European",,,,,,,,,,,,,,,,"kevin.dennis@harcourtdev.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18977298","false","false","53.33083","-6.37154","Park West Tavern","8","+353 1 215 0445","$$ - $$$","2493","2378","#1,995 of 2,357 Restaurants in Dublin","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d18977298-Reviews-Park_West_Tavern-Dublin_County_Dublin.html",
"10 Essex Street East, Dublin D02 TF24 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,"info@annesbar.ie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21212191","false","false","53.345215","-6.26605","Anne's Bar & Hardware","1","+353 1 679 6543","$","2493","2007","#1,667 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d21212191-Reviews-Anne_s_Bar_Hardware-Dublin_County_Dublin.html","http://annesbar.ie/"
"Crag Avenue Clondalkin Industrial Estate, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Mediterranean","Middle Eastern","Pakistani","Afghani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8519970","false","false","53.33135","-6.3869","The Grill House","2","+353 1 467 0010","","2493","2005","#1,665 of 2,357 Restaurants in Dublin","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d8519970-Reviews-The_Grill_House-Dublin_County_Dublin.html","https://www.facebook.com/thegrillhousedublin"
"O'Connell Street, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"945300","false","false","53.33634","-6.22879","Cafe Royale Brasserie","2","+353 1 873 3666","","2493","2013","#1,671 of 2,357 Restaurants in Dublin","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d945300-Reviews-Cafe_Royale_Brasserie-Dublin_County_Dublin.html",
"1 Inns Quay The Chancery, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12593500","false","false","53.34568","-6.27188","O'Reilly Bros","3",,"","2493","2011","#1,669 of 2,357 Restaurants in Dublin","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d12593500-Reviews-O_Reilly_Bros-Dublin_County_Dublin.html",
"18-19 Dorset Street, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"caulfieldshotel@tinet.ie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3803369","false","false","53.35824","-6.26258","Caulfield's Hotel","3","+353 1 878 1550","","2493","2314","#1,942 of 2,357 Restaurants in Dublin","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d3803369-Reviews-Caulfield_s_Hotel-Dublin_County_Dublin.html",
"Unit 2 Ballyowen Castle, Ballyowen Castle Shopping Centre Lucan, Dublin K78 Y9W0 Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Asian","Thai","Vietnamese","Vegetarian Friendly",,,,,,,,,,,,,"lucan@camile.ie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13124771","false","false","53.347637","-6.422656","Camile Thai Lucan","19","+353 1 621 3000","$$ - $$$","2493","2313","#1,941 of 2,357 Restaurants in Dublin","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d13124771-Reviews-Camile_Thai_Lucan-Dublin_County_Dublin.html","http://camile.ie"
"Dundrum Shopping Centre Level 3, Dublin Ireland",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Contemporary",,,,,,,,,,,,,,,,,,"1140","600",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1140","540",,,,,"2357993","false","false","53.30165","-6.24549","Frangos World Cuisine","46","+353 1 296 2954","$$ - $$$","2493","2382","#226 of 247 Quick Bites in Dublin","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186605-d2357993-Reviews-Frangos_World_Cuisine-Dublin_County_Dublin.html",
