"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","cuisine/15","cuisine/16","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Norre Farimagsgade 68, Copenhagen 1364 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,"pizzeria-imperia.dk@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15276681","false","false","55.684666","12.567969","Pizzeria Imperia","5","+45 33 12 00 50","$","2486","1395","#1,152 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d15276681-Reviews-Pizzeria_Imperia-Copenhagen_Zealand.html","http://pizzeria-imperia.dk"
"Serbiensgade 5, Copenhagen 2300 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly",,,,,,,,,,,,,,,"admin@kiin.dk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10325278","false","false","55.66485","12.6145","Kiin Kiin To Go","43","+45 35 35 75 50","$$ - $$$","2486","1396","#1,153 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d10325278-Reviews-Kiin_Kiin_To_Go-Copenhagen_Zealand.html","http://kiinkiintogo.dk/"
"Oestergade 60 Illum Rooftop, Copenhagen 1100 Denmark","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,"illum2@originalcoffee.dk","1200","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"11930048","false","false","55.679134","12.579906","Original Coffee Illum Rooftop","55","+45 23 69 77 29","$$ - $$$","2486","753","#94 of 177 Quick Bites in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d11930048-Reviews-Original_Coffee_Illum_Rooftop-Copenhagen_Zealand.html","http://www.originalcoffee.dk"
"Radhusstraede 7 Kælderen, Copenhagen 1466 Denmark","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Thai","Asian","Contemporary","Central Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"hi@lollycph.com",,,,,,,"1260","1020",,,,,"1260","1020",,,,,"1260","1020",,,,,"1260","1020",,,,,"120","0","1440","720",,,"1440","720",,,,,"15244682","false","false","55.67683","12.574468","Lolly","92","+45 30 86 62 25","$$ - $$$","2486","240","#211 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d15244682-Reviews-Lolly-Copenhagen_Zealand.html","http://www.lollycph.com"
"Toftegaards Alle 31, Copenhagen 2500 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,"1260","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"929552","false","false","55.66401","12.51643","French Chicken","19","+45 75 88 41 13","$","2486","1394","#1,151 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d929552-Reviews-French_Chicken-Copenhagen_Zealand.html",
"Kronprinsessegade 2, Copenhagen 1306 Denmark","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Deli","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"1080","540",,,,,"8491164","false","false","55.682663","12.580938","Big Apple","150","+45 29 29 75 75","$","2486","243","#214 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d8491164-Reviews-Big_Apple-Copenhagen_Zealand.html","http://big-apple.dk/"
"Store Kongensgade 3, Copenhagen 1264 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1020","600",,,,,"9712570","false","false","55.681835","12.585504","Peter Beier Chocolate A/S","28","+45 44 22 03 55","$$ - $$$","2486","757","#622 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d9712570-Reviews-Peter_Beier_Chocolate_A_S-Copenhagen_Zealand.html","http://www.pbchokolade.dk"
"Helgolandsgade 8A, Copenhagen 1653 Denmark","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013","Certificate of Excellence 2012","2012",,,,,,,,,"restaurant","European","Scandinavian","Danish",,,,,,,,,,,,,,,"info@frkbarners.dk","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1150225","false","false","55.67216","12.560765","Frk. Barners Kaelder","1425","+45 33 33 05 33","$$ - $$$","2486","242","#213 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d1150225-Reviews-Frk_Barners_Kaelder-Copenhagen_Zealand.html","http://www.frkbarners.dk"
"Esplanaden 21, Copenhagen Denmark","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","European","Scandinavian","Danish","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,,,,,,,,"900","690",,,,,"900","690",,,,,"900","690","1320","1050",,,"900","690","1320","1050",,,"900","690","1320","1050",,,"900","690","1320","1050",,,"1027366","false","false","55.688385","12.597648","Lumskebugten","234","+45 33 15 60 29","$$$$","2486","245","#216 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d1027366-Reviews-Lumskebugten-Copenhagen_Zealand.html","http://www.lumskebugten.dk/"
"Peblinge Dossering 4, Copenhagen 2200 Denmark","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Cafe","Contemporary","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"info@socialcoffee.dk","1080","540",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","540",,,,,"6555541","false","false","55.686924","12.562197","Social","112","+45 53 70 00 53","$$ - $$$","2486","246","#10 of 159 Coffee & Tea in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6555541-Reviews-Social-Copenhagen_Zealand.html","http://www.socialcoffee.dk"
"Wildersgade 58, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9859529","false","false","55.67405","12.591654","Eiffel Bar","30",,"$","2486","754","#620 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d9859529-Reviews-Eiffel_Bar-Copenhagen_Zealand.html","http://www.eiffelbar.dk"
"Trommesalen 5, Copenhagen 1614 Denmark","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Steakhouse","European","Danish",,,,,,,,,,,,,,,"vesterbro@retour.dk","1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"5946640","false","false","55.67403","12.56077","Retour Vesterbro","293","+45 88 63 02 92","$$ - $$$","2486","247","#217 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d5946640-Reviews-Retour_Vesterbro-Copenhagen_Zealand.html","http://www.retoursteak.dk"
"Nyelandsvej 63, Frederiksberg, Copenhagen 2000 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"13555374","false","false","55.68408","12.52497","Maesk Diner","7","+45 27 57 05 15","","2486","1393","#1,150 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d13555374-Reviews-Maesk_Diner-Frederiksberg_Copenhagen_Zealand.html","https://www.facebook.com/M%C3%86SK-1523165461248074/"
"Aaboulevard 23 Frederiksberg, Copenhagen 2000 Denmark","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,"restaurant","Mediterranean","European","Spanish","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,"booking@tapas-bar.dk",,,,,,,,,,,,,,,,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"3670386","false","false","55.684452","12.554217","Temporada Tapas-Bar","306","+45 35 35 15 15","$$ - $$$","2486","45","#40 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d3670386-Reviews-Temporada_Tapas_Bar-Copenhagen_Zealand.html","http://www.tapas-bar.dk/"
"Kompagnistraede 9, St., Copenhagen 1208 Denmark","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","European","Scandinavian","Danish","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"kompa9cph@gmail.com","1080","540",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","540",,,,,"6969754","false","false","55.67749","12.576283","Kompa9","131","+45 33 12 31 25","$$ - $$$","2486","248","#29 of 177 Quick Bites in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6969754-Reviews-Kompa9-Copenhagen_Zealand.html","http://facebook.com/kompa9cph"
"Duntzfelts Alle 3 Hellerup, Copenhagen 2900 Denmark","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,"restaurant","Italian","European","Vegetarian Friendly",,,,,,,,,,,,,,,,"1200","1020",,,,,"1200","1020",,,,,"1200","1020",,,,,"1200","1020",,,,,"1200","1020",,,,,"1200","1020",,,,,"1200","1020",,,,,"797172","false","false","55.73625","12.574272","Altopalato","144","+45 39 61 94 05","$$ - $$$","2486","244","#215 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d797172-Reviews-Altopalato-Copenhagen_Zealand.html","http://www.altopalato.dk/"
"Skt. Peders Straede 38, Copenhagen 1453 Denmark","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","American","Bar","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1440","690",,,,,"1560","690",,,,,"1560","690",,,,,"8589831","false","false","55.678703","12.566175","Cock's & Cows SP34","262","+45 69 15 70 02","$$ - $$$","2486","241","#212 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d8589831-Reviews-Cock_s_Cows_SP34-Copenhagen_Zealand.html","http://cocksandcows.dk"
"Skindergade 36 Basement, Copenhagen 1159 Denmark","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Mexican","Latin","Central American","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"hola@barburrito.dk","1290","780",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1350","720",,,,,"1500","720",,,,,"1500","720",,,,,"4313276","false","false","55.678875","12.573247","Maexico (fmr. Barburrito)","284","+45 35 86 16 16","$$ - $$$","2486","249","#218 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d4313276-Reviews-Maexico_fmr_Barburrito-Copenhagen_Zealand.html","http://www.maexico.com/home"
"Vesterbrogade 77, Copenhagen 1620 Denmark","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Sushi",,,,,,,,,,,,,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"794847","false","false","55.672604","12.549631","Restaurant Tokyo","93","+45 33 31 01 65","$$ - $$$","2486","751","#618 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d794847-Reviews-Restaurant_Tokyo-Copenhagen_Zealand.html","http://www.tokyorestaurant.dk/"
"Lergravsvej 30, Copenhagen 2300 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1380","840",,,,,"1380","780",,,,,"16742747","false","false","55.66356","12.62339","Vinos Vinbar","12","+45 21 76 90 00","$$ - $$$","2486","937","#769 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d16742747-Reviews-Vinos_Vinbar-Copenhagen_Zealand.html","http://vinøs.dk/"
"Tingvej 12, Copenhagen 2300 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Filipino","Asian",,,,,,,,,,,,,,,,"info@thrillainmanila.dk","1200","960",,,,,,,,,,,"1200","960",,,,,"1200","960",,,,,"1200","960",,,,,"1200","960",,,,,"1200","960",,,,,"20201695","false","false","55.65958","12.60409","Thrilla in Manila","16","+45 31 35 54 26","","2486","1391","#1,148 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d20201695-Reviews-Thrilla_in_Manila-Copenhagen_Zealand.html","http://thrillainmanila.dk/"
"Enghave Plads 4, Copenhagen 1670 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,"1260","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"13510078","false","false","55.66754","12.547417","Sliders","43","+45 31 32 26 20","$$ - $$$","2486","755","#95 of 177 Quick Bites in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d13510078-Reviews-Sliders-Copenhagen_Zealand.html","http://sliders.dk/"
"Bredgade 63, Copenhagen 1260 Denmark","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,,,,,,,,"info@saloncph.dk",,,,,,,"900","720","1320","1050",,,"900","720","1320","1050",,,"900","720","1320","1050",,,"900","720","1320","1050",,,"900","720","1320","1050",,,"900","720","1320","1050",,,"14168376","false","false","55.68629","12.591646","Restaurant Salon","40","+45 33 15 10 60","$$$$","2486","768","#631 of 2,353 Restaurants in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d14168376-Reviews-Restaurant_Salon-Copenhagen_Zealand.html","http://www.saloncph.dk"
"Torvegade 16, 1400 Kobenhavn K, Copenhagen 1400 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6507520","false","false","55.673313","12.589252","Green Mango","50","+45 28 11 40 00","$$ - $$$","2486","767","#630 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6507520-Reviews-Green_Mango-Copenhagen_Zealand.html","http://www.greenmango.dk"
"Blaagaardsgade 3 2200 København N, Copenhagen Denmark","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12519757","false","false","55.687782","12.55975","Gao Dumpling Bar","45","+45 34 12 46 26","$","2486","762","#626 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d12519757-Reviews-Gao_Dumpling_Bar-Copenhagen_Zealand.html","http://gaodumpling.com/"
"Amager Strandvej 110, Copenhagen 2300 Denmark","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Seafood","Sushi","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"sticks@sushi.dk","1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1260","720",,,,,"1260","720",,,,,"10696315","false","false","55.660625","12.632703","Sticks'n'Sushi","68","+45 32 59 59 11","$$ - $$$","2486","761","#625 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d10696315-Reviews-Sticks_n_Sushi-Copenhagen_Zealand.html","http://sticksnsushi.com/da/restauranter/koebenhavn/amager-strandvej"
"Falkoner Alle 17, Frederiksberg, Copenhagen 2000 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European","Vegetarian Friendly",,,,,,,,,,,,,"lavecchia@lavecchia.dk","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1014715","false","false","55.68064","12.533986","La Vecchia Gastronomia Italiana","202","+45 38 11 93 33","$$ - $$$","2486","763","#627 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d1014715-Reviews-La_Vecchia_Gastronomia_Italiana-Frederiksberg_Copenhagen_Zealand.html","http://www.lavecchia.dk"
"Gammel Kongevej 90, Copenhagen 1850 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub","Brew Pub",,,,,,,,,,,,,,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1560","660",,,,,"1560","660",,,,,"1500","660",,,,,"941737","false","false","55.675198","12.547511","Vinstue 90","45","+45 33 31 84 90","$$ - $$$","2486","764","#628 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d941737-Reviews-Vinstue_90-Copenhagen_Zealand.html","https://www.facebook.com/vinstue90"
"Sandkaj 19, Copenhagen 2150 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Spanish","Cafe","Mediterranean","Deli","Catalan",,,,,,,,,,,,,"smaespanskefristelser@gmail.com","1020","630",,,,,,,,,,,,,,,,,,,,,,,"1260","720",,,,,"1320","720",,,,,"1320","630",,,,,"19117645","false","false","55.706417","12.594656","Spanske Fristelser Nordhavn","14","+45 25 75 65 90","$$ - $$$","2486","759","#623 of 2,353 Restaurants in Copenhagen","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d19117645-Reviews-Spanske_Fristelser_Nordhavn-Copenhagen_Zealand.html","http://spanskefristelser.nu/"
"Nansensgade 62, Copenhagen 1366 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,"lafiorita.dk@gmail.com","1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"1290","720",,,,,"942238","false","false","55.683414","12.564913","Mamma Che Gelato - La Fiorita","43","+45 33 33 99 60","$","2486","765","#39 of 82 Dessert in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d942238-Reviews-Mamma_Che_Gelato_La_Fiorita-Copenhagen_Zealand.html","http://www.mammachegelato.dk"
"Gammel Kongevej 33, Copenhagen Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Korean","Japanese",,,,,,,,,,,,,,,,,,,,,,"900","720","1380","1020",,,"900","720","1380","1020",,,"900","720","1380","1020",,,"900","720","1380","1020",,,"900","720","1380","1020",,,"900","720","1380","1020",,,"2192652","false","false","55.67378","12.553335","Retaurant Miga","56","+45 33 23 36 67","$$ - $$$","2486","766","#629 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d2192652-Reviews-Retaurant_Miga-Copenhagen_Zealand.html","http://www.miga08.dk"
"Noerrebrogade 35, Copenhagen 2200 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Middle Eastern","Pakistani","Vegan Options","Vegetarian Friendly",,,,,,,,,,,,,"info@tandoori-masala.dk","1320","720",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","720",,,,,"1320","720",,,,,"7644247","false","false","55.6885","12.558816","Tandoori Masala","46","+45 35 35 35 27","$$ - $$$","2486","760","#624 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d7644247-Reviews-Tandoori_Masala-Copenhagen_Zealand.html","http://www.tandoori-masala.dk"
"Kalvebod Brygge 53, Copenhagen 1560 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","European","International","Scandinavian","Danish",,,,,,,,,,,,,,"harbour@arp-hansen.dk","630","420","1350","720",,,"600","390","1350","720",,,"600","390","1350","720",,,"600","390","1350","720",,,"600","390","1350","720",,,"600","390","1350","720",,,"630","420","1350","720",,,"2167238","false","false","55.663036","12.563906","The Harbour","124","+45 33 38 96 45","$$ - $$$","2486","771","#633 of 2,353 Restaurants in Copenhagen","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d2167238-Reviews-The_Harbour-Copenhagen_Zealand.html","http://www.restaurant-theharbour.com/"
"Ved Vesterport 4, Copenhagen 1560 Denmark","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6610343","false","false","55.67517","12.561489","Baresso Coffee","48",,"$","2486","774","#53 of 159 Coffee & Tea in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d6610343-Reviews-Baresso_Coffee-Copenhagen_Zealand.html","http://www.baresso.com"
"Aaboulevard 7, Copenhagen 1635 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Danish","Vegetarian Friendly",,,,,,,,,,,,,,,"ns@strangas.dk",,,,,,,,,,,,,,,,,,,,,,,,,"1050","600",,,,,"1050","600",,,,,"960","600",,,,,"4258972","false","false","55.682587","12.556807","Strangas Dessert Boutique Copenhagen","32","+45 51 78 07 70","$$$$","2486","773","#22 of 43 Bakeries in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d4258972-Reviews-Strangas_Dessert_Boutique_Copenhagen-Copenhagen_Zealand.html","http://www.strangas.dk"
"Dronningens Tvaergade 30, Copenhagen 1302 Denmark","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly",,,,,,,,,,,,,,,"info@royalgarden.dk","1320","720",,,,,,,,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"940425","false","false","55.684185","12.585643","Royal Garden","147","+45 33 15 16 07","$$ - $$$","2486","769","#632 of 2,353 Restaurants in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d940425-Reviews-Royal_Garden-Copenhagen_Zealand.html","http://www.royalgarden.dk/"
"Smallegade 2, Frederiksberg, Copenhagen 2000 Denmark",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1023039","false","false","55.6786","12.53293","Rialto grill","40","+45 38 10 70 55","$","2486","772","#98 of 177 Quick Bites in Copenhagen","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g806262-d1023039-Reviews-Rialto_grill-Frederiksberg_Copenhagen_Zealand.html","http://www.rialtogrill.dk/"
"Vesterbrogade 3, Copenhagen 1630 Denmark","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Danish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13009885","false","false","55.673946","12.566742","Cakenhagen","58","+45 60 60 81 84","$$ - $$$","2486","775","#99 of 177 Quick Bites in Copenhagen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189541-d13009885-Reviews-Cakenhagen-Copenhagen_Zealand.html","http://www.nimb.dk/en/cakenhagen"
