"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Eleftheriou Venizelou 210, Athens 17563 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14214164","false","false","37.927757","23.709707","Souricata","12","+30 21 0984 1820","$$ - $$$","2681","1780","#1,506 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14214164-Reviews-Souricata-Athens_Attica.html","http://www.facebook.com/mezedokafeneio.sourikata/"
"Thrasivoulou 9 Plaka, Athens 105 56 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,"restaurant","Cafe","Mediterranean","European","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"3293192","false","false","37.97352","23.726667","Klepsidra Cafe","435","+30 21 0321 2493","$","2681","145","#126 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d3293192-Reviews-Klepsidra_Cafe-Athens_Attica.html","http://www.facebook.com/klepsidracafe"
"80 Mitropoleos, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Deli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7365730","false","false","37.97628","23.72729","Yogen Fruz","11","+30 21 0321 6003","$","2681","1779","#1,505 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7365730-Reviews-Yogen_Fruz-Athens_Attica.html","http://www.yogenfruz.com/storelocator/region/Attica/Greece"
"Athinas 1 & Ermou Entrance from the Stoa of Monastiraki Metro Station, Athens Greece","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","International","Greek","Bar","Mediterranean","Vegetarian Friendly","Gluten Free Options",,,,,,"info@msroofgarden.gr","1680","480",,,,,"1680","480",,,,,"1680","480",,,,,"1680","480",,,,,"1680","480",,,,,"1680","480",,,,,"1680","480",,,,,"13995522","false","false","37.976913","23.726025","MS Roof Garden","185","+30 21 0331 5190","$$$$","2681","433","#364 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13995522-Reviews-MS_Roof_Garden-Athens_Attica.html","http://www.msroofgarden.gr/"
"2 Porinou, Athens 117 42 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,"restaurant","Wine Bar","Greek",,,,,,,,,,"xenofon712@gmail.com","1560","1140",,,,,"1560","1140",,,,,"1560","1140",,,,,"1560","1140",,,,,"1560","1140",,,,,"1560","1140",,,,,"1560","1140",,,,,"2372367","false","false","37.968536","23.729548","Winepoint","151","+30 21 0922 7050","$$ - $$$","2681","431","#363 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2372367-Reviews-Winepoint-Athens_Attica.html","http://www.facebook.com/Winepoint.Athens"
"Kolonaki Skoufa 64 Panepistimiou Metro Station, Athens 106 80 Greece","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,"1425","840",,,,,"1425","840",,,,,"1425","840",,,,,"1425","840",,,,,"1425","840",,,,,"1425","840",,,,,"797842","false","false","37.982124","23.736944","IL Postino","177","+30 21 0364 1414","$$ - $$$","2681","440","#370 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d797842-Reviews-IL_Postino-Athens_Attica.html","http://el-gr.facebook.com/ilpostinoathens"
"Kallirois 13, Athens 11743 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"960","480",,,,,"12373689","false","false","37.966534","23.731867","Flat White Artisan Cafe","38","+30 21 1411 7511","$","2681","432","#32 of 248 Coffee & Tea in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12373689-Reviews-Flat_White_Artisan_Cafe-Athens_Attica.html","http://www.facebook.com/Flat-White-artisan-cafe-123800528196627"
"33 Evagelistrias, Athens 105 60 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Cafe","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"justmade33@gmail.com","1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"1410","480",,,,,"7826748","false","false","37.97748","23.729364","Just Made 33","383","+30 21 5525 8062","$","2681","143","#6 of 248 Coffee & Tea in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7826748-Reviews-Just_Made_33-Athens_Attica.html","http://www.justmade33.gr"
"Arrianou 37 & Archelaou, Athens 116 35 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Bar","Mediterranean","European","Greek","Vegetarian Friendly","Vegan Options",,,,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,,,,,,,"1439","0",,,,,"10359596","false","false","37.9719","23.745598","MusiqueCafe","103","+30 21 0723 8900","$$ - $$$","2681","434","#365 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10359596-Reviews-MusiqueCafe-Athens_Attica.html","https://www.facebook.com/MusiqueCafeandmore"
"Eikostis Pemptis Martiou Petroupoli, Athens 13231 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11726216","false","false","38.03987","23.689476","Vyzantino","9","+30 21 0505 5555","","2681","1785","#128 of 160 Dessert in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d11726216-Reviews-Vyzantino-Athens_Attica.html",
"Aiolou 19, Athens 105 51 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Greek","Cafe","Street Food",,,,,,,,,"1440","510",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1500","540",,,,,"1500","540",,,,,"1440","540",,,,,"17185782","false","false","37.976807","23.72758","Melt","32","+30 21 0323 1548","$","2681","438","#40 of 160 Dessert in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17185782-Reviews-Melt-Athens_Attica.html",
"Persefonis 39 Gazi, Athens 118 54 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11865756","false","false","37.97793","23.711664","Tsiknopolis","12","+30 21 3034 0458","$","2681","1781","#1,507 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d11865756-Reviews-Tsiknopolis-Athens_Attica.html","https://www.facebook.com/Tsiknopolis-%CE%A4%CF%83%CE%B9%CE%BA%CE%BD%CF%8C%CF%80%CE%BF%CE%BB%CE%B9%CF%82-1640968086232645/"
"9 Solonos St Kolonaki, Athens 106 71 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","European","Deli","Grill","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"letstalk@yolenis.com",,,,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"11851409","false","false","37.977715","23.738865","Yoleni's Greek Gastronomy Center","367","+30 21 2222 3623","$$ - $$$","2681","144","#125 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d11851409-Reviews-Yoleni_s_Greek_Gastronomy_Center-Athens_Attica.html","http://www.greekgastronomycenter.com"
"Asklipiou 53 & Arachovis, Athens 106 80 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Cafe","Diner","Wine Bar",,,,,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"14088639","false","false","37.983498","23.738049","Ipovrichio","7","+30 21 1409 0058","$","2681","1787","#1,511 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14088639-Reviews-Ipovrichio-Athens_Attica.html","http://www.facebook.com/profile.php?id=306326702870707"
"Apollonos 4, Athens 10557 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Neapolitan","Campania","Southern-Italian","Vegetarian Friendly",,,,,"info@ovio.gr","30","0","1440","390",,,"30","0","1440","750",,,"30","0","1440","750",,,"30","0","1440","750",,,"30","0","1440","750",,,"30","0","1440","750",,,"30","0","1440","750",,,"19605139","false","false","37.974743","23.73272","Ovio","138","+30 21 1411 5755","$$ - $$$","2681","436","#367 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d19605139-Reviews-Ovio-Athens_Attica.html","http://www.ovio.gr"
"Anapiron Polemou 22, Athens 11521 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,"iason_tsarouchas@yahoo.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15635379","false","false","37.980515","23.748716","O Proedros","7","+30 21 0721 1911","$$ - $$$","2681","1786","#1,510 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d15635379-Reviews-O_Proedros-Athens_Attica.html","http://www.kebaptzidiko.gr"
"67 Benaki Emmanouil Εxarcheia, Athens 106 81 Greece","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Brew Pub","Cafe","European","Gastropub","Vegetarian Friendly","Vegan Options",,,,,,"info@cafebar67.gr","1680","540",,,,,"1680","480",,,,,"1680","480",,,,,"1680","480",,,,,"1680","480",,,,,"1680","480",,,,,"1680","540",,,,,"10501954","false","false","37.985844","23.735172","Cafe-Bar 67","63","+30 21 0380 1771","$","2681","437","#368 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10501954-Reviews-Cafe_Bar_67-Athens_Attica.html","http://www.facebook.com/cafebar67.exarhia/"
"Makrigianni 33, Athens 11742 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,"vtrianti@hotmail.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5534083","false","false","37.96792","23.729221","Patisserie Artemis","75","+30 21 0922 8688","$","2681","441","#12 of 57 Bakeries in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d5534083-Reviews-Patisserie_Artemis-Athens_Attica.html",
"8 Soutsou Dimitriou, Athens 115 21 Greece","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"1080","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"4588434","false","false","37.983414","23.756681","Marmita Sti Hovoli","98","+30 21 1700 9586","$$ - $$$","2681","442","#371 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d4588434-Reviews-Marmita_Sti_Hovoli-Athens_Attica.html","https://www.facebook.com/%CE%9C%CE%B1%CF%81%CE%BC%CE%AF%CF%84%CE%B1-%CE%A3%CF%84%CE%B7-%CE%A7%CF%8C%CE%B2%CE%BF%CE%BB%CE%B7-1416535055257206/"
"Amerikis 7, Athens 10672 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Barbecue","Greek","Mediterranean",,,,,,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"17791406","false","false","37.978237","23.73514","Meat N Roses","29","+30 21 0440 7777","$$ - $$$","2681","448","#376 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d17791406-Reviews-Meat_N_Roses-Athens_Attica.html","https://www.facebook.com/pages/category/Restaurant/Meat-n-Roses-2145737155494545/"
"Nikis 34, Athens 10557 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","European","Greek","Healthy","Vegetarian Friendly",,,,,,,"1140","450",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1320","420",,,,,"1140","450",,,,,"12810247","false","false","37.9736","23.732824","Aioli Coffee Snack Bar","39","+30 21 0321 2444","$$ - $$$","2681","450","#34 of 248 Coffee & Tea in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12810247-Reviews-Aioli_Coffee_Snack_Bar-Athens_Attica.html",
"46 Venizelou Eleftheriou, Athens 171 22 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","Barbecue","Greek",,,,,,,,,,"info@barbq.com.gr","1440","780",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1500","960",,,,,"1500","780",,,,,"1379939","false","false","37.944065","23.71422","Bar.B.Q","186","+30 21 0931 9675","$$ - $$$","2681","446","#375 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d1379939-Reviews-Bar_B_Q-Athens_Attica.html","http://www.barbq.com.gr/"
"15 Adrianou Monastiraki, Athens 105 55 Greece","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Fast Food","Barbecue","Greek","Mediterranean","Vegetarian Friendly",,,,,,,"info@souvlakibar.gr","1440","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"2580388","false","false","37.976673","23.721823","Souvlaki Bar","318","+30 21 0515 0550","$","2681","444","#373 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d2580388-Reviews-Souvlaki_Bar-Athens_Attica.html","https://www.facebook.com/souvlakibar.gr?sk=info"
"Agion Anargiron 3, Athens 105 54 Greece","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Greek","Mediterranean","Vegetarian Friendly","Vegan Options",,,,,,,,"info@enjordani.gr",,,,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"8386960","false","false","37.97839","23.724588","At Jordani","83","+30 21 0322 4570","$","2681","443","#372 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8386960-Reviews-At_Jordani-Athens_Attica.html",
"Christokopidou 14, Athens 10554 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek","Cafe","Healthy",,,,,,,,"psyri@cultivoscoffee.gr","1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1440","450",,,,,"1440","450",,,,,"1440","450",,,,,"20867445","false","false","37.978054","23.723322","Cultivos Coffee Psyri","32","+30 21 1411 6339","$","2681","449","#33 of 248 Coffee & Tea in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d20867445-Reviews-Cultivos_Coffee_Psyri-Athens_Attica.html","http://cultivoscoffee.gr/"
"Acharnon 334 Evgeniou Karavia, Kato Patisia, Athens 111 45 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"axarn@apollonion-bakery.gr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13336281","false","false","38.00952","23.7296","Apollonion","4","+30 21 3029 6049","","2681","1782","#36 of 57 Bakeries in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13336281-Reviews-Apollonion-Athens_Attica.html","https://www.apollonion-bakery.gr/el_GR/apollonion/bakery/acharnon.html"
"Melenikou 2, Athens 10447 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11845300","false","false","37.98439","23.712255","Thessalos","35","+30 21 3022 2335","$$ - $$$","2681","1783","#1,508 of 2,546 Restaurants in Athens","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d11845300-Reviews-Thessalos-Athens_Attica.html",
"Vasileiou tou Megalou 10 Stratonikis, Athens 11854 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Greek",,,,,,,,,,"oinomperdemata1@gmail.com",,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"13076528","false","false","37.97589","23.70999","Oinomperdemata","35","+30 21 0341 1461","$$ - $$$","2681","445","#374 of 2,546 Restaurants in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d13076528-Reviews-Oinomperdemata-Athens_Attica.html","http://www.oinomperdemata.gr"
"3 Plateia Iroon, Athens 105 54 Greece","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"Serbetospito@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7212929","false","false","37.97835","23.724836","Nancy's Sweet Home","1040","+30 21 0321 1323","$$ - $$$","2681","447","#42 of 160 Dessert in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7212929-Reviews-Nancy_s_Sweet_Home-Athens_Attica.html","http://nancysweethome.gr"
"5 Petraki, Athens 10563 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12515432","false","false","37.975517","23.731762","Twins Double Trouble","12","+30 21 0322 7826","","2681","1784","#1,509 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12515432-Reviews-Twins_Double_Trouble-Athens_Attica.html","https://www.facebook.com/twinsbistrogr/?ref=page_internal"
"Mpampi Anninou 15 Ano Patissia, Athens 11144 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"info.mantalaki@gmail.com","1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1560","660",,,,,"1620","660",,,,,"1620","660",,,,,"12550274","false","false","38.02043","23.7327","To Mantalaki","10","+30 21 0201 1546","$","2681","1794","#1,518 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12550274-Reviews-To_Mantalaki-Athens_Attica.html","http://el-gr.facebook.com/tomantalaki"
"Trifyllias 42 Ampelokipoi, Athens 115-24 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,"fulucnfeng@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12419377","false","false","37.99487","23.76211","Fu Lu","5","+30 21 0692 0333","","2681","1792","#1,516 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12419377-Reviews-Fu_Lu-Athens_Attica.html","http://www.fulu.gr/"
"Syntagma square, Athens 105 62 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10441944","false","false","37.975002","23.735292","S2","18","+30 21 0321 8653","$$ - $$$","2681","1795","#1,519 of 2,546 Restaurants in Athens","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10441944-Reviews-S2-Athens_Attica.html",
"Avramiotou 12, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7348844","false","false","37.97779","23.72701","Dos Agaves","7","+30 695 558 7757","","2681","1793","#1,517 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d7348844-Reviews-Dos_Agaves-Athens_Attica.html","http://www.facebook.com/DosAgavesAthens"
"Kasomouli 97, Athens 11744 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"info@coffeeisland.gr","1200","420",,,,,"1260","390",,,,,"1260","390",,,,,"1260","390",,,,,"1260","390",,,,,"1260","390",,,,,"1200","420",,,,,"12676917","false","false","37.95693","23.73471","Coffee Island","4","+30 21 6700 4653","","2681","1796","#152 of 248 Coffee & Tea in Athens","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d12676917-Reviews-Coffee_Island-Athens_Attica.html","http://www.coffeeisland.gr"
"Leventi 5 Kolonaki, Athens 10673 Greece","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Japanese","Seafood","Sushi","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"1500","1200",,,,,"1500","1200",,,,,"1500","1200",,,,,"1500","1200",,,,,"1500","1200",,,,,"1500","1200",,,,,"10373292","false","false","37.97788","23.741825","Izakaya","108","+30 21 0724 4406","$$$$","2681","1791","#1,515 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d10373292-Reviews-Izakaya-Athens_Attica.html","https://www.facebook.com/izakayaAthens/?ref=page_internal"
"Karpou 36, Athens 11631 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek","Bar","Cafe","Mediterranean","Pub","Diner",,,,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"14156668","false","false","37.95797","23.734993","Boulouki Athens","9","+30 21 2106 8906","$","2681","1789","#1,513 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d14156668-Reviews-Boulouki_Athens-Athens_Attica.html","https://www.facebook.com/tompoulouki/"
"17 Palme Oulof, Athens 157 71 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8747125","false","false","37.97709","23.76171","Your sweet home","6","+30 21 0770 7020","","2681","1797","#1,520 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d8747125-Reviews-Your_sweet_home-Athens_Attica.html","https://www.facebook.com/Your-sweet-home-731985286924078/"
"Aleksi Pavli 35-37, Athens 11524 Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Cafe","Pub","Diner","Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15804835","false","false","37.99336","23.765278","Warehouse 35","7","+30 21 5565 1414","","2681","1790","#1,514 of 2,546 Restaurants in Athens","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d15804835-Reviews-Warehouse_35-Athens_Attica.html","https://www.facebook.com/warehouse35panormou/"
"Tsakaloff Street in the City Center, Athens Greece",,,,,,,,,,,,,,,,,,,,,"restaurant","American","European",,,,,,,,,,,"1530","540",,,,,"1530","540",,,,,"1530","540",,,,,"1530","540",,,,,"1530","540",,,,,"1530","540",,,,,"1530","540",,,,,"6370313","false","false","37.979317","23.73953","Sam","6","+30 21 0361 8436","","2681","1788","#1,512 of 2,546 Restaurants in Athens","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d6370313-Reviews-Sam-Athens_Attica.html",
"Eleutheriou Venizelou 128, Athens 14231 Greece",,,,,,,,,,,,,,,,,,,,,,"Greek",,,,,,,,,,,"info@korne.gr","1320","660",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"21468586","false","false","35.31403","25.39515","Korne","0","+30 21 1410 4918","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d21468586-Reviews-Korne-Athens_Attica.html","http://www.korne.gr"
"Veikou 93, Athens 11741 Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23320357","false","false",,,"Nkrik","0","+30 21 0924 7474","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189400-d23320357-Reviews-Nkrik-Athens_Attica.html","http://www.gkrik.gr/"
