"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Klenzestrasse 14, 80469 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lotusbluete3@mein.gmx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21217139","false","false","48.132607","11.5772","Lotusbluete","0","+49 89 4568974","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21217139-Reviews-Lotusbluete-Munich_Upper_Bavaria_Bavaria.html",
"Sparkassenstr. 11, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"870","720","1380","1080","870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080",,,"870","720","1380","1080","970314","false","false","48.137367","11.578313","Galleria Ristorante","892","+49 89 297995","$$$$","3187","612","#570 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d970314-Reviews-Galleria_Ristorante-Munich_Upper_Bavaria_Bavaria.html","http://www.ristorante-galleria.de/"
"Ismaninger Str. 27, 81675 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Vegetarian Friendly",,,,,,,,,,,"info@nuovo-mediterraneo.de",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,"5523775","false","false","48.13886","11.59889","Nuovo Mediterraneo","49","+49 89 4706699","$$ - $$$","3187","609","#567 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5523775-Reviews-Nuovo_Mediterraneo-Munich_Upper_Bavaria_Bavaria.html","http://www.nuovo-mediterraneo.de/"
"Maximilianstr. 30, 80539 Munich, Bavaria Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Central European","Vegetarian Friendly","Vegan Options",,,,,,,,"info@maxtrenta.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8664544","false","false","48.138332","11.582847","Max Trenta","45","+49 89 24204779","$$ - $$$","3187","611","#569 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d8664544-Reviews-Max_Trenta-Munich_Upper_Bavaria_Bavaria.html","http://www.maxtrenta.de/"
"Thalkirchner Str. 209, 81371 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4163838","false","false","48.10649","11.54601","Arena sport&bar","1","+49 174 3230306","","3187","3093","#2,764 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d4163838-Reviews-Arena_sport_bar-Munich_Upper_Bavaria_Bavaria.html",
"Prielmayerstrasse 6, 80335 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,,,,"birdbar.munich@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15199108","false","false","48.14046","11.56256","Bird Bar","6","+49 89 55969710","$$ - $$$","3187","3089","#2,761 of 3,168 Restaurants in Munich","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15199108-Reviews-Bird_Bar-Munich_Upper_Bavaria_Bavaria.html","http://birdbar.de"
"Sonnenstrasse 12, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Bar","Pub",,,,,,,,,,,"sonnenstrasse@sausalitos.de","1440","960",,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1560","960",,,,,"1560","840",,,"14132120","false","false","48.136864","11.564111","Sausalitos Munich Sonnenstrasse","18","+49 89 24407772","$$ - $$$","3187","3091","#2,762 of 3,168 Restaurants in Munich","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d14132120-Reviews-Sausalitos_Munich_Sonnenstrasse-Munich_Upper_Bavaria_Bavaria.html","https://www.sausalitos.de/stores/muenchen-sonnenstrasse"
"Giselastr. 8 Eingang Kaulbachstrasse, 80802 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6482554","false","false","48.155","11.585494","Thai Krung Si","26","+49 89 38380299","$$ - $$$","3187","608","#566 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6482554-Reviews-Thai_Krung_Si-Munich_Upper_Bavaria_Bavaria.html","http://www.thaikrungsi.de"
"Johannisplatz 11, 81667 Munich, Bavaria Germany","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,,,"restaurant","Wine Bar","European","Vegetarian Friendly",,,,,,,,,,,"info@kimundco.de",,,,,,,,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1500","1020",,,"7933955","false","false","48.13317","11.597522","Kim&Co Weinbar Und Restaurant","79","+49 89 44119930","$$ - $$$","3187","606","#564 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d7933955-Reviews-Kim_Co_Weinbar_Und_Restaurant-Munich_Upper_Bavaria_Bavaria.html","http://www.kimundco.de/"
"Leipartstr. 22, 81369 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"support@call-a-pizza.de","1380","660",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,"5809086","false","false","48.10887","11.536799","Call a Pizza","3","+49 89 7232083","","3187","3094","#2,765 of 3,168 Restaurants in Munich","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5809086-Reviews-Call_a_Pizza-Munich_Upper_Bavaria_Bavaria.html","https://www.call-a-pizza.de/muenchen_sendling"
"Destouchesstr. 63, 80796 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8512936","false","false","48.16446","11.574301","Tante Emma","48",,"$$ - $$$","3187","616","#573 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d8512936-Reviews-Tante_Emma-Munich_Upper_Bavaria_Bavaria.html","http://www.tante-emma-bistro.de/"
"Nymphenburger Str. 193 Nähe Rotkreuzplatz, 80639 Munich, Bavaria Germany","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"taj.krishna.munich@gmail.com","870","690","1410","1050","870","690","1410","1050",,,"870","690","1410","1050",,,"870","690","1410","1050",,,"870","690","1410","1050",,,"870","690","1410","1050",,,"1410","1050",,,"11863616","false","false","48.15672","11.53013","Taj Krishna Indian Restaurant","61","+49 89 39290173","$$ - $$$","3187","623","#580 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d11863616-Reviews-Taj_Krishna_Indian_Restaurant-Munich_Upper_Bavaria_Bavaria.html","http://tajkrishnamunich.de"
"Guldeinstr. 35, 80339 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"1410","600",,,"1410","600",,,,,"1410","600",,,,,"1410","600",,,,,"1410","600",,,,,"1410","600",,,,,"1500","1020",,,"1340959","false","false","48.13855","11.531122","Red Pepper","74","+49 89 50080255","$$ - $$$","3187","625","#582 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1340959-Reviews-Red_Pepper-Munich_Upper_Bavaria_Bavaria.html","http://www.redpepper-westend.de/"
"Thalkirchner Str. 12, 80337 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1353492","false","false","48.13187","11.56647","Pop-As","0","+49 89 2609191","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1353492-Reviews-Pop_As-Munich_Upper_Bavaria_Bavaria.html",
"Amalienstrasse 49, 80799 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hakki2961@yahoo.de","1260","660",,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","660",,,"21232101","false","false","48.14921","11.577453","Turka Kebap","0","+49 1522 9682595","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21232101-Reviews-Turka_Kebap-Munich_Upper_Bavaria_Bavaria.html","https://www.facebook.com/turkakebap1"
"Schleissheimer Str. 4, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly",,,,,,,,,,,,"1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080",,,"870","690","1380","1080","5001882","false","false","48.14811","11.55919","My TAM","44","+49 89 54767778","$$ - $$$","3187","622","#579 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5001882-Reviews-My_TAM-Munich_Upper_Bavaria_Bavaria.html","http://www.mytamrestaurant.de"
"Zenettistr. 11, 80337 Munich, Bavaria Germany","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,,,,,"restaurant","Seafood","European","Greek",,,,,,,,,,,"info@papazofs.de","870","690","1290","1080","870","690","1290","1080",,,"870","690","1290","1080",,,"870","690","1290","1080",,,"870","690","1290","1080",,,"870","690","1290","1080",,,"870","690","1290","1080","2335666","false","false","48.12278","11.556983","Papazofs","116","+49 89 729894520","$$ - $$$","3187","619","#576 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d2335666-Reviews-Papazofs-Munich_Upper_Bavaria_Bavaria.html","http://papazofs.de"
"Arnulfstr. 197, 80634 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,"info@ducajacampo.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10333931","false","false","48.14908","11.52312","Duca Jacampo Ristorante","1","+49 89 12714602","$$ - $$$","3187","3092","#2,763 of 3,168 Restaurants in Munich","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d10333931-Reviews-Duca_Jacampo_Ristorante-Munich_Upper_Bavaria_Bavaria.html","http://ducajacampo.de"
"Reitmorstr. 21, 80538 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","French","International","Vegetarian Friendly",,,,,,,,,,"info@trichards.de",,,,,,,,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"1440","1020",,,"15290203","false","false","48.14043","11.59255","Trichards Restaurant Weinbar","23","+49 89 54843526","$$ - $$$","3187","617","#574 of 3,168 Restaurants in Munich","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d15290203-Reviews-Trichards_Restaurant_Weinbar-Munich_Upper_Bavaria_Bavaria.html","http://www.trichards.de"
"Bahnhofstr. 1, 80335 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1200","360",,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,"21264337","false","false","48.144337","11.554824","Starbucks","0","+49 89 551555900","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21264337-Reviews-Starbucks-Munich_Upper_Bavaria_Bavaria.html","https://www.starbucks.de/?y_source=1_MTU0NTQyMTItNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Schellingstr. 51, 80799 Munich, Bavaria Germany","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","Vegetarian Friendly",,,,,,,,,,,,,,,,"900","690","1440","1050",,,"900","690","1440","1050",,,"900","690","1440","1050",,,"900","690","1440","1050",,,"900","690","1500","1050",,,"1500","1080",,,"1947819","false","false","48.150913","11.573713","Arte in Tavola","99","+49 89 285136","$$ - $$$","3187","620","#577 of 3,168 Restaurants in Munich","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1947819-Reviews-Arte_in_Tavola-Munich_Upper_Bavaria_Bavaria.html","http://www.arteintavola.de"
"Tegernseer Landstr. 34, 81541 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"florianfeeser4@gmail.com","1320","660",,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,"21232056","false","false","48.117855","11.582159","Florian Feeser","0","+49 89 69395360","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21232056-Reviews-Florian_Feeser-Munich_Upper_Bavaria_Bavaria.html",
"Eisenmannstr. 3, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21293966","false","false","48.152126","11.544467","Friedis Pommesbude","0",,"$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21293966-Reviews-Friedis_Pommesbude-Munich_Upper_Bavaria_Bavaria.html",
"Baldestr. 13, 80469 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"bar@rennsalon.de",,,,,,,,,,,"1530","1200",,,,,"1530","1200",,,,,"1530","1200",,,,,"1620","1200",,,,,"1620","1200",,,"5607890","false","false","48.12467","11.56703","Rennsalon","1","+49 176 38323734","","3187","3096","#2,767 of 3,168 Restaurants in Munich","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d5607890-Reviews-Rennsalon-Munich_Upper_Bavaria_Bavaria.html","https://www.facebook.com/rennsalon.muenchen/"
"Augustenstr. 62 Ecke Gabelsberger Strasse, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fitore.sadiki.fs@gmail.com","1380","660",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,"23238099","false","false","48.14913","11.56321","Mentors Holzofenpizza","0","+49 89 57933821","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d23238099-Reviews-Mentors_Holzofenpizza-Munich_Upper_Bavaria_Bavaria.html","http://mentors-holzofenpizza.de"
"Hessstrasse 57, 80798 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@hb-hausbau.de","1439","480",,,"1439","480",,,,,"1439","480",,,,,"1439","480",,,,,"1439","480",,,,,"1440","0",,,,,"1440","0",,,"21217218","false","false","48.15281","11.562378","Mein Cafe","0","+49 176 23773363","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21217218-Reviews-Mein_Cafe-Munich_Upper_Bavaria_Bavaria.html","https://www.meincafe-muc.de/"
"Donnersbergerstr. 44, 80634 Munich, Bavaria Germany","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","Indian","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,"info@bollywood-muenchen.com","1410","720",,,"870","690","1410","1050",,,"870","690","1410","1050",,,"870","690","1410","1050",,,"870","690","1410","1050",,,"870","690","1410","1050",,,"870","690","1410","1050","4260484","false","false","48.147568","11.534541","Bollywood Restaurant","108","+49 89 164265","$$ - $$$","3187","618","#575 of 3,168 Restaurants in Munich","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d4260484-Reviews-Bollywood_Restaurant-Munich_Upper_Bavaria_Bavaria.html","http://www.bollywood-muenchen.com"
"Fuerstenrieder Str. 8, 80687 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Polish","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4346654","false","false","48.14207","11.5028","Pierogarnia Edyty","0","+49 89 12475376","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d4346654-Reviews-Pierogarnia_Edyty-Munich_Upper_Bavaria_Bavaria.html",
"Residenzstr. 1, 80333 Munich, Bavaria Germany","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European","German","Gastropub","Vegetarian Friendly",,,,,,,,,"info@pfaelzerweinstube.de","1260","690",,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,"964179","false","false","48.141388","11.577703","Pfalzer Residenz Weinstube","263","+49 89 2422910","$$ - $$$","3187","621","#578 of 3,168 Restaurants in Munich","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d964179-Reviews-Pfalzer_Residenz_Weinstube-Munich_Upper_Bavaria_Bavaria.html","http://www.pfaelzerweinstube.de"
"Promenadeplatz 2-6, 80333 Munich, Bavaria Germany","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,"restaurant","German","European","Central European",,,,,,,,,,,"palaiskeller@bayerischerhof.de",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,"1561278","false","false","48.140213","11.573797","Palais Keller","9","+49 89 2120990","$$ - $$$","3187","3088","#2,760 of 3,168 Restaurants in Munich","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1561278-Reviews-Palais_Keller-Munich_Upper_Bavaria_Bavaria.html","http://www.bayerischerhof.de/de/erleben-geniessen/restaurants-bars/restaurants/palais-keller.html"
"Lautensackstr. 2, 80687 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1353491","false","false","48.13982","11.5179","Restaurant Cafe Nordlicht","0","+49 89 577473","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d1353491-Reviews-Restaurant_Cafe_Nordlicht-Munich_Upper_Bavaria_Bavaria.html",
"Einsteinstr. 42, 81675 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Asian","Fusion",,,,,,,,,,,,"info@baya.restaurant.de","1320","720",,,"900","660","1380","1050",,,"900","660","1380","1050",,,"900","660","1380","1050",,,"900","660","1380","1050",,,"900","660","1380","1050",,,"900","660","1380","1050","21293930","false","false","48.152126","11.544467","Baya Bar & Restaurant","0","+49 89 41109849","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21293930-Reviews-Baya_Bar_Restaurant-Munich_Upper_Bavaria_Bavaria.html","http://www.baya.restaurant/"
"Nordendstrasse 2, 80799 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21077843","false","false","48.15221","11.576087","Testando","0","+49 180 3 837826","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21077843-Reviews-Testando-Munich_Upper_Bavaria_Bavaria.html",
"Merianstr. 8, 80637 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Vegan Options",,,,,,,,,,,,,"contact@rawkus-munich.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10354466","false","false","48.172085","11.550204","Rawkus Munich Smoothies X Bowls","0","+49 491 724233629","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d10354466-Reviews-Rawkus_Munich_Smoothies_X_Bowls-Munich_Upper_Bavaria_Bavaria.html","http://www.rawkus-munich.de"
"Gollierstr. 30, 80339 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21011171","false","false","48.13584","11.54164","Beavercoffee","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21011171-Reviews-Beavercoffee-Munich_Upper_Bavaria_Bavaria.html",
"Sauerbruchstrasse 2, 81377 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"elemu-doener@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21216601","false","false","48.115253","11.476855","Elemu Doner","0","+49 172 8278117","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21216601-Reviews-Elemu_Doner-Munich_Upper_Bavaria_Bavaria.html",
"Brienner Str. 18, 80333 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21551156","false","false","48.14436","11.57299","Expo Real A1. 312","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21551156-Reviews-Expo_Real_A1_312-Munich_Upper_Bavaria_Bavaria.html",
"Gravelottestrasse 7, 81667 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21551252","false","false",,,"Provisorium","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d21551252-Reviews-Provisorium-Munich_Upper_Bavaria_Bavaria.html",
"Hohenzollerstrasse 124, 80796 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Southern-Italian",,,,,,,,,,,,,"Paesano.muenchen@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19541342","false","false","48.16134","11.56929","Paesano","0","+49 89 30001755","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d19541342-Reviews-Paesano-Munich_Upper_Bavaria_Bavaria.html",
"Schloss Nymphenburg 30, 80638 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20878589","false","false",,,"Sissi Menu","0","+49 89 12020890","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d20878589-Reviews-Sissi_Menu-Munich_Upper_Bavaria_Bavaria.html","https://www.schlosswirtschaft-schwaige.de/sisi-menu/"
"Ismaninger Str. 71a, 81675 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,"wieners@wieners.de","1320","540",,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1440","480",,,,,"1320","540",,,"6596738","false","false","48.14555","11.602338","Wiener's Speisecafe Bar","23","+49 89 98107769","$$ - $$$","3187","3095","#2,766 of 3,168 Restaurants in Munich","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d6596738-Reviews-Wiener_s_Speisecafe_Bar-Munich_Upper_Bavaria_Bavaria.html","http://www.wieners.de/stand/start.htm"
"Viktualien Markt, 80331 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20981508","false","false","48.13493","11.575283","Cafe Kusterman","0","+49 89 24212440","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d20981508-Reviews-Cafe_Kusterman-Munich_Upper_Bavaria_Bavaria.html",
"Maximilianstrasse, 105, 92032 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Deli",,,,,,,,,,,,,"factiven71@rhyta.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12392102","false","false","48.1393","11.584979","Hans Wurstbude","0","+49 491 76459394","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d12392102-Reviews-Hans_Wurstbude-Munich_Upper_Bavaria_Bavaria.html",
"Ausbesserungswerk 8, 80939 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23300162","false","false","48.19503","11.605248","Bacio Della Mamma","0",,"$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d23300162-Reviews-Bacio_Della_Mamma-Munich_Upper_Bavaria_Bavaria.html","http://ameronhotels.com/de/muenchen-motorworld"
"Schwanthalerstr. 123, 80339 Munich, Bavaria Germany",,,,,,,,,,,,,,,,,,,,,,,,"German","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17638573","false","false","48.13778","11.54498","Schwanthalerstrasse 123","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187309-d17638573-Reviews-Schwanthalerstrasse_123-Munich_Upper_Bavaria_Bavaria.html","http://www.bean-batter.de/speisen/"
