"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Vitaminveien 7-9, Oslo 0485 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"post@kaffebrenneriet.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10026604","false","false","59.94663","10.774358","Kaffebrenneriet","10","+47 952 62 681","$","1304","679","#596 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10026604-Reviews-Kaffebrenneriet-Oslo_Eastern_Norway.html","https://www.kaffebrenneriet.no/butikkene/vitaminveien-7-storo"
"Lilleakerveien 16, Oslo 0283 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Grill","Norwegian",,,,,,,,,,,"cc@matsogmartin.no",,,,,"1920","660",,,,,"1920","660",,,,,"1920","660",,,,,"1920","660",,,,,"1920","660",,,,,"1080","660",,,,,"3832741","false","false","59.918663","10.636124","Mats & Martin CC Vest","27","+47 22 50 83 00","$$ - $$$","1304","678","#595 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3832741-Reviews-Mats_Martin_CC_Vest-Oslo_Eastern_Norway.html","http://www.matsogmartin.no"
"Slemdalsveien 63, Oslo 0373 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15222526","false","false","59.942123","10.704991","Vinderen Sushi & Asian Dining","6",,"$$ - $$$","1304","672","#589 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15222526-Reviews-Vinderen_Sushi_Asian_Dining-Oslo_Eastern_Norway.html","http://www.vinderensushi.no/"
"Ullevaalsveien 82A, Oslo 0454 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,,,"post@sushihjornet.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8026243","false","false","59.932823","10.734012","Sushi Hjoernet","9","+47 22 11 49 99","","1304","675","#592 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8026243-Reviews-Sushi_Hjoernet-Oslo_Eastern_Norway.html","http://www.sushihjornet.no"
"Korsgata 25A, Oslo 0551 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian",,,,,,,,,,,,,"reservation@ching-ching.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19684680","false","false","59.919876","10.758124","Ching Ching Restaurant","15","+47 467 70 040","$$ - $$$","1304","677","#594 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d19684680-Reviews-Ching_Ching_Restaurant-Oslo_Eastern_Norway.html","http://www.ching-ching.no"
"Nycoveien 2, Oslo 0483 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Japanese Fusion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21255260","false","false","59.94561","10.77239","Sabi Sushi Storo","5","+47 930 04 659","","1304","671","#588 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d21255260-Reviews-Sabi_Sushi_Storo-Oslo_Eastern_Norway.html","http://www.sabi.no/"
"Maridalsveien 157, Oslo 0461 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese",,,,,,,,,,,,,"saigonexpressas@gmail.com","1260","780",,,"1260","780",,,,,"1260","780",,,,,"1260","780",,,,,"1260","780",,,,,"1260","780",,,,,"1260","780",,,,,"6407063","false","false","59.93821","10.757027","Saigon Express","19","+47 22 23 09 00","$","1304","686","#603 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d6407063-Reviews-Saigon_Express-Oslo_Eastern_Norway.html","https://saigonexpress.no/"
"Karenslyst alle 50, Oslo 0279 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Danish","Norwegian",,,,,,,,,,,"post@brodbakerne.no","1020","540",,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1020","540",,,,,"7103992","false","false","59.921425","10.679349","Broedbakerne Skoeyen","23","+47 22 55 03 65","$","1304","681","#598 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d7103992-Reviews-Broedbakerne_Skoeyen-Oslo_Eastern_Norway.html","http://www.brodbakerne.no"
"Statsraad Mathiesens v. 12, Oslo 0598 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Norwegian",,,,,,,,,,,,,"linne@thonhotels.no",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"1260","960",,,,,"3385124","false","false","59.93957","10.829212","Restaurant Statsraaden","11","+47 23 17 00 26","$$ - $$$","1304","683","#600 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3385124-Reviews-Restaurant_Statsraaden-Oslo_Eastern_Norway.html","http://www.thonhotels.no/hoteller/norge/oslo/thon-hotel-linne/restaurant-statsraaden"
"Kirsten Flagstads Pl. 1, Oslo 0150 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Norwegian",,,,,,,,,,,,"post@opera-huset.no","60","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1427249","false","false","59.90807","10.752671","Argent Restaurant","71","+47 21 42 21 42","$$$$","1304","685","#602 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d1427249-Reviews-Argent_Restaurant-Oslo_Eastern_Norway.html","http://www.argentrestaurant.no/"
"Mandalls gate 10, Oslo 0190 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian","Japanese","Seafood",,,,,,,,,,,,"1320","720",,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","720",,,,,"1504930","false","false","59.91111","10.763055","Le Meo Sushi Gronland","40","+47 939 79 828","$$ - $$$","1304","684","#601 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d1504930-Reviews-Le_Meo_Sushi_Gronland-Oslo_Eastern_Norway.html","http://lemeo.no/"
"Hallings gate 3b, Oslo 0170 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,"post@albertinespiseri.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20375196","false","false","59.92243","10.73936","Albertine Spiseri","5","+47 22 60 57 78","","1304","682","#599 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d20375196-Reviews-Albertine_Spiseri-Oslo_Eastern_Norway.html","http://www.albertinespiseri.no"
"Stroemsveien 24 C Vårelenga, Oslo 0658 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Asian","Japanese",,,,,,,,,,,,,"1320","780",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","780",,,,,"3913618","false","false","59.909008","10.787586","Never Forget Sushi","18","+47 21 68 02 68","$$ - $$$","1304","689","#605 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3913618-Reviews-Never_Forget_Sushi-Oslo_Eastern_Norway.html","http://www.nfsushi.no"
"Loerenveien 53A, Oslo 0585 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,"loren@bakerhansen.no","1080","480",,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"12882825","false","false","59.92928","10.795419","Baker Hansen Loren","9","+47 940 23 808","$$ - $$$","1304","688","#11 of 16 Bakeries in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12882825-Reviews-Baker_Hansen_Loren-Oslo_Eastern_Norway.html","https://www.facebook.com/bakerhansen.loren/"
"Ulvenveien 82, Oslo 0581 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8479787","false","false","59.925934","10.811865","Okern Sushi","9","+47 22 64 02 00","$","1304","687","#604 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8479787-Reviews-Okern_Sushi-Oslo_Eastern_Norway.html","http://www.økernsushi.no/"
"Ullveien 4, Oslo 0791 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"hovmester@voksenaasen.no",,,,,"1260","900",,,,,"1260","900",,,,,"1260","900",,,,,"1260","900",,,,,"1260","900",,,,,"1260","900",,,,,"3385174","false","false","59.97518","10.665394","Restaurant Nils Holgersson - Voksenasen","9","+47 22 81 15 00","$$ - $$$","1304","690","#606 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3385174-Reviews-Restaurant_Nils_Holgersson_Voksenasen-Oslo_Eastern_Norway.html","http://voksenaasen.no"
"Slemdalsveien 72, Oslo 0373 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,"1260","840",,,"1200","690",,,,,"1200","690",,,,,"1200","690",,,,,"1200","690",,,,,"1260","690",,,,,"1260","840",,,,,"10793501","false","false","59.94259","10.704622","Little Italy Pizzeria","12","+47 405 53 111","$","1304","691","#607 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10793501-Reviews-Little_Italy_Pizzeria-Oslo_Eastern_Norway.html","http://www.littleitaly.no/"
"Maridalsveien 21, Oslo 0178 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Greek",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22733973","false","false","59.92341","10.751111","Aristoslo","4","+47 981 38 858","","1304","695","#611 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d22733973-Reviews-Aristoslo-Oslo_Eastern_Norway.html","http://www.aristoslo.no/"
"Hammersborggata 2 Youngsgate 5, Oslo 0181 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Latin","Brazilian","Chilean",,,,,,,,,,,,"post@tukthuset.no",,,,,"1260","960",,,,,"1320","960",,,,,"1320","960",,,,,"1380","960",,,,,"1440","900",,,,,"1440","900",,,,,"11998041","false","false","59.914764","10.751247","TUKTHUSET Mat&Drikke","114","+47 938 22 036","$$ - $$$","1304","693","#609 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d11998041-Reviews-TUKTHUSET_Mat_Drikke-Oslo_Eastern_Norway.html","http://www.tukthuset.no"
"Rubina Ranas gate 3, Oslo 0190 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Norwegian",,,,,,,,,,,"post@gronlandgym.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13116332","false","false","59.911575","10.762765","Gronland Gym","26","+47 930 05 597","$$ - $$$","1304","692","#608 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d13116332-Reviews-Gronland_Gym-Oslo_Eastern_Norway.html","https://www.facebook.com/gronlandgym/"
"Moellergata 16, Oslo 0179 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","European",,,,,,,,,,,,"post@kjokkenogbar.no","1380","720",,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1440","600",,,,,"1650","600",,,,,"1650","660",,,,,"3385019","false","false","59.914787","10.747709","Kjokken og Bar","63","+47 22 41 50 06","$$ - $$$","1304","698","#614 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3385019-Reviews-Kjokken_og_Bar-Oslo_Eastern_Norway.html","http://www.kjbr.no"
"Karenslyst alle 22, Oslo 0278 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10063545","false","false","59.920254","10.683476","Kaffebrenneriet","11","+47 952 62 665","$$ - $$$","1304","700","#616 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10063545-Reviews-Kaffebrenneriet-Oslo_Eastern_Norway.html","http://www.kaffebrenneriet.no"
"Kristian Ivs gate 4, Oslo 0159 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17353633","false","false","59.91505","10.739198","Pincho Nation","41","+47 484 28 288","$","1304","697","#613 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d17353633-Reviews-Pincho_Nation-Oslo_Eastern_Norway.html","https://www.facebook.com/PinchoNationTheater/?ref=nearby_places"
"Leirfallsgata 6, Oslo 0550 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Lebanese","Middle Eastern","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15075810","false","false","59.919228","10.757492","Ben Reddik","82","+47 466 77 211","$$ - $$$","1304","694","#610 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15075810-Reviews-Ben_Reddik-Oslo_Eastern_Norway.html","http://www.benreddik.no/"
"Thorvald Meyers gate 33b, Oslo 0555 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"post@tealounge.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3384312","false","false","59.926","10.75899","Tea Lounge","26","+47 22 37 07 05","$$ - $$$","1304","699","#615 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384312-Reviews-Tea_Lounge-Oslo_Eastern_Norway.html","http://www.tealounge.no"
"Trondheimsveien 2, Oslo 0560 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"pastafrescapopolare@gmail.com",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"1080","660",,,,,"12338159","false","false","59.919846","10.760096","Pasta Fresca Popolare","6",,"","1304","696","#612 of 1,280 Restaurants in Oslo","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d12338159-Reviews-Pasta_Fresca_Popolare-Oslo_Eastern_Norway.html","https://www.facebook.com/pastafrescapopolare/"
"Sorengkaia 7 Ved siden av REMA 1000 på Sørenga, Oslo 0194 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,,,,"booking@gilander.no","1320","900",,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1380","900",,,,,"1380","900",,,,,"16697677","false","false","59.903854","10.756666","Gilander Steakhouse","16","+47 951 34 343","$$ - $$$","1304","551","#485 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d16697677-Reviews-Gilander_Steakhouse-Oslo_Eastern_Norway.html","http://www.gilander.no"
"Radhusbrygge 1, Oslo 0250 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Scandinavian","Norwegian","Pub","Vegetarian Friendly",,,,,,,,,"restaurantsjef@pappabuene.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4738541","false","false","59.91026","10.734061","Pappabuene","75","+47 23 69 93 76","$$ - $$$","1304","558","#492 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4738541-Reviews-Pappabuene-Oslo_Eastern_Norway.html","http://www.pappabuene.no/nb-NO/om-oss.aspx"
"Vitaminveien 23, Oslo 0485 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"1380","900",,,,,"15671442","false","false","59.947105","10.772262","Thon Hotel Storo  Brasseriet","15","+47 23 40 02 00","$$ - $$$","1304","557","#491 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d15671442-Reviews-Thon_Hotel_Storo_Brasseriet-Oslo_Eastern_Norway.html","https://www.thonhotels.no/hoteller/norge/oslo/thon-hotel-storo/?utm_source=google&utm_medium=infoboks&utm_campaign=GMB#Mat--drikke"
"Bokkerveien 4 Entrance from the outside of Vinslottet, Oslo 0579 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Thai","Fusion","Vietnamese",,,,,,,,,,"post@sugarandspice.no","1200","900",,,"1260","900",,,,,"1260","900",,,,,"1260","900",,,,,"1260","900",,,,,"1260","900",,,,,"1260","900",,,,,"19323968","false","false","59.92698","10.794","Sugar & Spice","20","+47 469 16 307","$$ - $$$","1304","556","#490 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d19323968-Reviews-Sugar_Spice-Oslo_Eastern_Norway.html","http://www.sugarandspice.no"
"Oestmarkveien 140, Oslo 0687 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"ostmarkseteren@ostmarkseteren.no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3384519","false","false","59.890045","10.864657","Ostmarkseteren Restaurant","12","+47 22 26 12 37","$$$$","1304","553","#487 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384519-Reviews-Ostmarkseteren_Restaurant-Oslo_Eastern_Norway.html","http://ostmarkseteren.no/"
"Bygdoy Alle 63, Oslo 0265 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian",,,,,,,,,,,,,,"1320","900",,,"1320","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"14012815","false","false","59.919052","10.703583","Sabi Frogner","12","+47 21 39 39 60","$$ - $$$","1304","559","#493 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d14012815-Reviews-Sabi_Frogner-Oslo_Eastern_Norway.html","http://Www.sabi.no"
"Henrik Ibsens gate 60C, Oslo 0255 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Dining bars",,,,,,,,,,,"booking@restaurantdivino.no","900","720","1320","1020",,,,,,,,,,,,,"900","720","1320","1020",,,"900","720","1320","1020",,,"900","720","1320","1020",,,"900","720","1320","1020",,,"21079445","false","false","59.91499","10.72044","Divino","20","+47 22 12 05 02","$$ - $$$","1304","552","#486 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d21079445-Reviews-Divino-Oslo_Eastern_Norway.html","http://www.restaurantdivino.no"
"Soerkedalsveien 10, Oslo 0369 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1140","660",,,,,"3384674","false","false","59.930416","10.70994","Krishnas Cuisine","25","+47 22 69 22 69","$","1304","555","#489 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3384674-Reviews-Krishnas_Cuisine-Oslo_Eastern_Norway.html","http://www.krishnas-cuisine.no/"
"Kongsveien 21, Oslo 0193 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Scandinavian","Cafe",,,,,,,,,,,,"post@karlsborgspiseforretning.no","960","660",,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"5823505","false","false","59.89901","10.759715","Karlsborg Spiseforretning","40","+47 22 01 90 50","$$ - $$$","1304","554","#488 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d5823505-Reviews-Karlsborg_Spiseforretning-Oslo_Eastern_Norway.html","http://www.karlsborgspiseforretning.no"
"Boelerlia 2, Oslo 0691 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4345739","false","false","59.88289","10.844653","Bobos Pizza","27","+47 22 27 27 30","$","1304","560","#494 of 1,280 Restaurants in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4345739-Reviews-Bobos_Pizza-Oslo_Eastern_Norway.html","http://www.bobospizza.no/"
"Pilestredet 27, Oslo 0164 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,,,,"1320","720",,,,,,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","720",,,,,"3137189","false","false","59.917595","10.738358","Beijing Palace","125","+47 22 11 08 00","$$ - $$$","1304","570","#502 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d3137189-Reviews-Beijing_Palace-Oslo_Eastern_Norway.html","http://www.beijingpalace.org"
"Seilduksgata 17 Birkelunden, Oslo 0553 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8308608","false","false","59.92544","10.75948","Lille Saigon 1","79","+47 922 67 325","$","1304","563","#496 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d8308608-Reviews-Lille_Saigon_1-Oslo_Eastern_Norway.html","http://www.lillesaigon1.com/"
"Bogstadveien 8, Oslo 0355 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Vegetarian Friendly",,,,,,,,,,,,,,"1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"4504485","false","false","59.92437","10.72383","Agave Mexican Restaurant","127","+47 23 20 10 20","$$ - $$$","1304","566","#499 of 1,280 Restaurants in Oslo","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4504485-Reviews-Agave_Mexican_Restaurant-Oslo_Eastern_Norway.html","http://www.agavemex.no"
"Skovveien 16, Oslo 0257 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19001136","false","false","59.917366","10.717265","Oslo Raw","9","+47 922 99 504","","1304","564","#497 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d19001136-Reviews-Oslo_Raw-Oslo_Eastern_Norway.html","http://osloraw.no/our-cafes/"
"Norbygata 56, Oslo 0190 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Fast Food","Pakistani","Asian","Halal","Vegetarian Friendly",,,,,,,,,"lahori_dera56@yahoo.com","1380","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"4766113","false","false","59.913097","10.765649","Lahori Dera Tandoori","57","+47 22 67 15 15","$","1304","567","#37 of 68 Quick Bites in Oslo","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d4766113-Reviews-Lahori_Dera_Tandoori-Oslo_Eastern_Norway.html","https://www.facebook.com/pages/category/Middle-Eastern-Restaurant/Lahori-DERA-and-Tandoori-202101166490488/"
"Tordenskioldsgaten 12. Radhusplassen., Oslo 0160 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11880408","false","false","59.91056","10.738534","Baker Hansen Radhuset.","11",,"","1304","569","#501 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d11880408-Reviews-Baker_Hansen_Radhuset-Oslo_Eastern_Norway.html",
"Veitvetveien 8 Veitvet senter, Oslo 0596 Norway",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"post@drabanten.no","1320","600",,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"10714228","false","false","59.944675","10.847709","Drabanten kjokken & bar","11","+47 400 45 080","","1304","565","#498 of 1,280 Restaurants in Oslo","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g190479-d10714228-Reviews-Drabanten_kjokken_bar-Oslo_Eastern_Norway.html","http://nb-no.facebook.com/drabantenkjokkenogbar/"
