"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Hollandargatan 17, Stockholm 111 60 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish",,,,,,,,,,,,"info@westmanska.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12949764","false","false","59.33793","18.05888","Westmanska Palatset","9","+46 8 121 530 54","$$ - $$$","3012","1484","#1,300 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12949764-Reviews-Westmanska_Palatset-Stockholm.html","http://westmanska.se/restaurang/"
"11 Bergsunds Strand 117 38 Stockholm, Stockholm 117 38 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European",,,,,,,,,,,"hamidtamadon@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3612748","false","false","59.31711","18.026718","Brezza Marina Restorante","43","+46 8 668 55 55","$$ - $$$","3012","1962","#1,752 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3612748-Reviews-Brezza_Marina_Restorante-Stockholm.html","http://www.brezzamarina.se"
"Brunskogsbacken 19, Farsta 123 71 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Pub",,,,,,,,,,,,,"1200","780",,,,,"1200","900",,,,,"1200","900",,,,,"1200","900",,,,,"1200","900",,,,,"1200","900",,,,,"1200","780",,,,,"13083390","false","false","59.233837","18.10186","Sky Bar Kok & Pizza","2","+46 8 93 78 00","$$ - $$$","23","10","#7 of 23 Restaurants in Farsta","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g3442299-d13083390-Reviews-Sky_Bar_Kok_Pizza-Farsta.html","https://www.facebook.com/Sky-Bar-Farsta-Strand-306027080251545/"
"51 Vaesterlaanggatan, Stockholm 111 29 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4688996","false","false","59.3243","18.07029","Bellaitalia","7",,"$$ - $$$","3012","1964","#47 of 67 Dessert in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d4688996-Reviews-Bellaitalia-Stockholm.html",
"13 Karlaplan, Stockholm 115 20 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish",,,,,,,,,,,,"faltoversten@slagteriaktiebolaget.se","1110","600",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","600",,,,,"9830970","false","false","59.3388","18.09087","Slagteriaktiebolaget","19","+46 8 420 039 80","$$ - $$$","3012","1965","#1,754 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d9830970-Reviews-Slagteriaktiebolaget-Stockholm.html","http://www.slagteriaktiebolaget.se/"
"Hotorgshallen 40, Stockholm 111 57 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Deli","Middle Eastern","Arabic","Lebanese","Mediterranean",,,,,,,,"info@lagazelle.se",,,,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1140","600",,,,,"960","600",,,,,"12729318","false","false","59.33406","18.062899","La Gazelle","3","+46 8 21 24 55","$","3012","1966","#1,755 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12729318-Reviews-La_Gazelle-Stockholm.html","http://www.lagazelle.se/"
"Fleminggatan 39, Stockholm 112 30 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"FLEMINGGATAN@POKEBURGER.SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15553755","false","false","59.33327","18.04074","Poke Burger","10","+46 8 26 11 03","$$ - $$$","3012","1480","#1,296 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d15553755-Reviews-Poke_Burger-Stockholm.html","http://pokeburger.se/"
"Klubbensborgsvagen 27 Klubbensborg, Stockholm 129 39 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"reception@klubbensborg.se","1020","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"960","660",,,,,"1020","660",,,,,"12681831","false","false","59.30765","17.95852","Cafe Uddvillan","7","+46 8 646 12 55","","3012","1969","#1,758 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12681831-Reviews-Cafe_Uddvillan-Stockholm.html","http://www.klubbensborg.se/cafe-uddvillan/"
"27 Storgatan, Stockholm 114 55 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","American","Pub","Vegetarian Friendly",,,,,,,,,,"ostermalm@olearys.se","1320","780",,,,,"1320","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","960",,,,,"1380","780",,,,,"3576425","false","false","59.33468","18.08571","O'Learys - Ostermalm","37","+46 8 660 66 25","$$ - $$$","3012","2417","#2,174 of 3,017 Restaurants in Stockholm","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d3576425-Reviews-O_Learys_Ostermalm-Stockholm.html","http://www.olearys.se/Default.aspx?CMSLanguageID=15&ArticleID=4041&UnitID=109"
"Sandfjardsgatan 14, Stockholm 120 17 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish",,,,,,,,,,,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"17850531","false","false","59.29527","18.04325","Izgara grill","6","+46 8 508 630 30","","3012","1970","#1,759 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d17850531-Reviews-Izgara_grill-Stockholm.html","http://arsta.izgara.se/"
"28 Tyska Brinken, Stockholm 111 27 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"info@hurrycurry.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7900577","false","false","59.323948","18.070658","Hurry Curry Gamla Stan","22","+46 8 23 30 80","$$ - $$$","3012","1495","#1,310 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d7900577-Reviews-Hurry_Curry_Gamla_Stan-Stockholm.html","http://www.hurrycurry.se/"
"Kungsgatan 25 Inside food-court K25, Stockholm 111 56 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Fast Food","Vegetarian Friendly",,,,,,,,,,"kungsgatan25@beijing8.se",,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"5961189","false","false","59.33509","18.074596","Beijing 8","32","+46 8 403 738 58","$$ - $$$","3012","1492","#1,307 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5961189-Reviews-Beijing_8-Stockholm.html","http://www.beijing8.se/"
"Surbrunnsgatan 31A, Stockholm 113 48 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","Japanese","Asian","Healthy","Middle Eastern",,,,,,,,,"kontakt@wrapiano.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13132621","false","false","59.3456","18.058588","Wrapiano","2","+46 8 15 00 04","$","3012","1972","#1,761 of 3,017 Restaurants in Stockholm","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d13132621-Reviews-Wrapiano-Stockholm.html","http://www.wrapiano.se"
"121 Birger Jarlsgatan, Stockholm 113 56 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Middle Eastern","Pakistani","Vegetarian Friendly",,,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"6900526","false","false","59.3502","18.05793","Pakistani Dhaba","21","+46 8 545 933 10","$$ - $$$","3012","1977","#1,766 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6900526-Reviews-Pakistani_Dhaba-Stockholm.html","http://pakistanidhaba.se/index.html"
"Karlavagen 100, Stockholm 11522 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10729429","false","false","59.3361","18.09619","Panini Garnisonen","7","+46 8 660 88 15","$$ - $$$","3012","1976","#1,765 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10729429-Reviews-Panini_Garnisonen-Stockholm.html",
"Vasterlanggatan 60, Stockholm 11129 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Caribbean","European","Swedish","Scandinavian","Bar","Pub",,,,,,,,"info@lasseigatan.se",,,,,,,,,,,,,,,,,,,,,,,,,"1380","1020",,,,,"1440","1020",,,,,"1440","1020",,,,,"17451208","false","false","59.323505","18.071388","Lasse i Gatan","47","+46 8 21 95 95","$$ - $$$","3012","1486","#1,302 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d17451208-Reviews-Lasse_i_Gatan-Stockholm.html","http://www.lasseigatan.se"
"Isafjordsgatan 15, Kista 16440 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,"info@isasspis.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12438920","false","false","59.40203","17.95065","Isas Spis","4","+46 73 380 87 41","$$ - $$$","43","15","#14 of 48 Restaurants in Kista","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1025032-d12438920-Reviews-Isas_Spis-Kista.html","https://www.facebook.com/Isasspis/"
"Flaggmansvagen 8, Stockholm 111 49 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish","Scandinavian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12657405","false","false","59.325237","18.080606","Bar & Bistro Chapman","6","+46 8 463 22 80","$$ - $$$","3012","1487","#1,303 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12657405-Reviews-Bar_Bistro_Chapman-Stockholm.html",
"Folkungagatan 73, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10788683","false","false","59.31505","18.07914","Thai Aroy","7","+46 8 641 33 00","$","3012","1488","#1,304 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10788683-Reviews-Thai_Aroy-Stockholm.html",
"Skarholmsgangen 1-3, Skarholmen 127 48 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10807821","false","false","59.27681","17.90841","Khamt","5","+46 8 710 01 75","","10","2","#2 of 11 Restaurants in Skarholmen","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g12461545-d10807821-Reviews-Khamt-Skarholmen.html",
"8a Vittangigatan, Stockholm 162 61 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"vallingby@grekiskakolgrillsbaren.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10077968","false","false","59.361538","17.8734","GREKISKA Grill & bar Vallingby","11","+46 8 579 730 30","","3012","1975","#1,764 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10077968-Reviews-GREKISKA_Grill_bar_Vallingby-Stockholm.html","https://www.facebook.com/Grekiska-kolgrillsbaren-V%C3%A4llingby-1081422541891827"
"Vartavagen 31, Stockholm 11529 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21493456","false","false","59.342323","18.097483","Clemedt Duner Bakeri","4",,"$$ - $$$","3012","1974","#1,763 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d21493456-Reviews-Clemedt_Duner_Bakeri-Stockholm.html","http://clemedtduner.se"
"Rorstrandsgatan 5, Stockholm 113 40 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"cafe@rorstrandsslott.se","1800","600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1800","480",,,,,"1800","600",,,,,"10317515","false","false","59.339603","18.034914","Rorstrand Slott och Cafe","17","+46 8 457 09 24","$$ - $$$","3012","1494","#1,309 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10317515-Reviews-Rorstrand_Slott_och_Cafe-Stockholm.html","http://www.rorstrandsslott.se/"
"6 Tegelbacken Hotel Sheraton, Stockholm 111 52 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","International","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1043399","false","false","59.32888","18.06174","Liberty Kitchen","4","+46 8 412 34 72","","3012","1973","#1,762 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1043399-Reviews-Liberty_Kitchen-Stockholm.html",
"Odengatan 62, Stockholm 113 22 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,,,,"info@johanochnystrom.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14758691","false","false","59.343273","18.051903","Johan & Nystrom - Odenplan","12","+46 73 661 72 00","$","3012","1491","#92 of 140 Coffee & Tea in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d14758691-Reviews-Johan_Nystrom_Odenplan-Stockholm.html","http://www.johanochnystrom.se"
"Dalagatan 46, Stockholm Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1043412","false","false","59.34119","18.0463","Musslan","37","+46 8 34 64 10","$$ - $$$","3012","1971","#1,760 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1043412-Reviews-Musslan-Stockholm.html",
"58 Raadmansgatan, Stockholm 113 60 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5936449","false","false","59.34031","18.058","Japanska Restaurangen Nagano","18","+46 46 831 99 61","$$ - $$$","3012","1489","#1,305 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5936449-Reviews-Japanska_Restaurangen_Nagano-Stockholm.html",
"24 Rehnsgatan 113 57 Stockholm, Stockholm 113 57 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","Middle Eastern","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4334829","false","false","59.34245","18.05789","Organic Green","19","+46 8 612 74 84","$$ - $$$","3012","1490","#1,306 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d4334829-Reviews-Organic_Green-Stockholm.html","http://www.facebook.com/OrganicGreenCafe/"
"Instrumentvagen 23, Stockholm 113 37 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"info@borgsbageri.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8073681","false","false","59.30555","17.98258","Borgs","5","+46 8 744 44 01","","3012","1983","#1,771 of 3,017 Restaurants in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8073681-Reviews-Borgs-Stockholm.html","http://borgsbageri.se/"
"Sankt Eriksgatan 118, Stockholm 113 31 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Japanese","Asian","Vietnamese","Indonesian",,,,,,,,,,,,,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"840","660",,,,,,,,,,,"10252074","false","false","59.3461","18.0402","Steam St Eriksgatan","6","+46 8 500 899 49","","3012","1979","#1,768 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d10252074-Reviews-Steam_St_Eriksgatan-Stockholm.html","http://steam.nu"
"Digitalgatan 10, Kista 164 40 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Swedish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10305257","false","false","59.40216","17.942213","Matronan","4","+46 8 33 29 23","","43","16","#15 of 48 Restaurants in Kista","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1025032-d10305257-Reviews-Matronan-Kista.html","http://matronankista.se/"
"Biskopsvagen 5, Stockholm 11521 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Swedish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6713389","false","false","59.322117","18.124857","Cafe Ekorren","18","+46 8 662 01 80","$","3012","1981","#1,769 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6713389-Reviews-Cafe_Ekorren-Stockholm.html","http://cafeekorren.se"
"5 Tulegatan, Stockholm 113 58 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"info@lillarott.se","1260","720",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","720",,,,,"7375998","false","false","59.36399","17.97691","Lilla Rott","12","+46 8 29 10 19","","3012","1978","#1,767 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d7375998-Reviews-Lilla_Rott-Stockholm.html","http://www.lillarott.se/"
"40 Stora Nygatan, Stockholm 111 27 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4552953","false","false","59.32346","18.0703","Urban Coffee","6",,"","3012","1984","#111 of 140 Coffee & Tea in Stockholm","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d4552953-Reviews-Urban_Coffee-Stockholm.html",
"7 Blackebergsplan, Bromma 168 48 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,,,"1260","720",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","720",,,,,"5953046","false","false","59.34787","17.88328","Inari Sushi","11","+46 46 837 56 08","","77","45","#40 of 79 Restaurants in Bromma","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g230088-d5953046-Reviews-Inari_Sushi-Bromma.html",
"Kungstraedgaarden, Stockholm 111 47 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Scandinavian","European","Swedish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8549279","false","false","59.33775","18.05309","Tehuset","21",,"$$ - $$$","3012","1980","#128 of 152 Quick Bites in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8549279-Reviews-Tehuset-Stockholm.html",
"46 Jaernvaegsgatan Sundbyberg, Stockholm 172 35 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,"info@thaiamari.se","1260","720",,,,,"900","600","1320","1020",,,"900","600","1320","1020",,,"900","600","1320","1020",,,"900","600","1320","1020",,,"900","600","1320","1020",,,"1320","720",,,,,"6751368","false","false","59.36338","17.96476","Restaurang Thai Amari","12","+46 8 29 57 75","$$ - $$$","3012","1982","#1,770 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d6751368-Reviews-Restaurang_Thai_Amari-Stockholm.html","http://www.thaiamari.se"
"Sergelgatan 29, Stockholm 111 57 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19843322","false","false","59.3341","18.062782","Machimachi","3","+46 72 271 79 73","","3012","1985","#1,772 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d19843322-Reviews-Machimachi-Stockholm.html","https://www.facebook.com/machimachisweden/"
"Gavlegatan 18, Stockholm 11330 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,"arc@bliquebynobis.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17425161","false","false","59.346394","18.036737","Arc","32","+46 8 557 666 30","$$$$","3012","1493","#1,308 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d17425161-Reviews-Arc-Stockholm.html","http://www.bliquebynobis.se"
"Katarina Bangata 27, Stockholm 11 6 39 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19849483","false","false",,,"Samrat of India","2","+46 70 778 04 67","","3012","1988","#1,775 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d19849483-Reviews-Samrat_of_India-Stockholm.html",
"Siroccogatan 7 Sickla Kopkvarter, Stockholm 13134 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood",,,,,,,,,,,,,"sickla@erssons.se",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12162819","false","false","59.30455","18.13075","Erssons Fisk Och Deli","15","+46 8 442 02 00","","3012","1987","#1,774 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12162819-Reviews-Erssons_Fisk_Och_Deli-Stockholm.html","http://erssons.se/sickla/"
"Ringvagen 155, Stockholm 11860 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15812645","false","false","59.30962","18.08431","Medo Sushi","6","+46 8 641 17 71","","3012","1504","#1,319 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d15812645-Reviews-Medo_Sushi-Stockholm.html","https://www.facebook.com/pages/category/Sushi-Restaurant/Medo-Sushi-1511010002520184/"
"135 Orhemsvaegen Sköndal, Stockholm 128 65 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegan Options",,,,,,,,,,,,,"victoria@torpetorhem.se","1440","1380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8774483","false","false","59.248016","18.14057","Torpet i Orhem","20","+46 8 94 14 32","$","3012","1503","#1,318 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d8774483-Reviews-Torpet_i_Orhem-Stockholm.html","http://www.facebook.com/torpetiorhem"
"20 Esplanaden Sundbyberg, Stockholm 172 68 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1115804","false","false","59.36411","17.96741","Corner Grillbar","18","+46 8 29 56 11","$$ - $$$","3012","1990","#1,777 of 3,017 Restaurants in Stockholm","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d1115804-Reviews-Corner_Grillbar-Stockholm.html",
"Ugglevagen 17, Stockholm 131 44 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","European","Swedish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12810235","false","false","59.31024","18.204504","Ektorps Pizzeria","6","+46 8 716 83 25","","3012","1502","#1,317 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d12810235-Reviews-Ektorps_Pizzeria-Stockholm.html","http://vandrarhem.stromsnas.se/gardsbutik"
"Kolmardsvagen 29, Stockholm 181 64 Sweden",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,"swe_o@live.se","1260","720",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","720",,,,,"5972519","false","false","59.35293","18.21573","Pizzeria Kolmarden","3","+46 8 766 30 01","","3012","1992","#1,779 of 3,017 Restaurants in Stockholm","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189852-d5972519-Reviews-Pizzeria_Kolmarden-Stockholm.html","https://www.facebook.com/Pizzeria-Kolm%C3%A5rden-Express-Hemk%C3%B6rning-Liding%C3%B6-176829075672030/"
