"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"7 rue du Jardin des Plantes, 69001 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","African",,,,,,,,,"lamangueamere69@gmail.com","900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"1331948","false","false","45.769844","4.83024","La Mangue Amere","91","+33 4 78 39 15 42","$$ - $$$","2669","1077","#1,021 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1331948-Reviews-La_Mangue_Amere-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/LaMangueAmere/"
"127 rue de Gerland, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Swiss","European",,,,,,,"auchateaudif@gmail.com",,,,,,,"960","450",,,,,"960","450","1380","1140",,,"960","450","1380","1140",,,"960","450","1380","1140",,,"960","450","1380","1140",,,"1380","1140",,,,,"8751731","false","false","45.733696","4.839452","Au Chateau d'If","38","+33 4 78 72 60 71","$$ - $$$","2669","1076","#1,020 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8751731-Reviews-Au_Chateau_d_If-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.chateau-d-if.com/"
"106 cours Charlemagne, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Fast Food","Vegetarian Friendly",,,,,,,"info@ouestexpress.com","1320","600",,,,,"1320","450",,,,,"1320","450",,,,,"1320","450",,,,,"1320","450",,,,,"1320","450",,,,,"1320","600",,,,,"8611190","false","false","45.741653","4.819362","Ouest Express Confluence","111","+33 4 78 05 69 52","$","2669","1089","#25 of 56 Quick Bites in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8611190-Reviews-Ouest_Express_Confluence-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.ouestexpress.com/"
"92 rue Moncey, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","French","Fast Food","Vegetarian Friendly","Vegan Options",,,,,"contact@mon-salade-bar.fr",,,,,,,"870","465",,,,,"870","465",,,,,"870","465",,,,,"870","465",,,,,"870","465",,,,,,,,,,,"11882161","false","false","45.76009","4.84857","MSB - Cuisine de choix Lyon 3","24","+33 4 78 79 93 80","$$ - $$$","2669","1083","#1,027 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d11882161-Reviews-MSB_Cuisine_de_choix_Lyon_3-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.msb-restaurant.fr/"
"111 rue du Guesclin, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Thai","Vietnamese",,,,,,,"contact@mama-chow.fr",,,,,,,,,,,,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,"870","720","1380","1140",,,"17629465","false","false","45.76749","4.847743","Mama Chow","28","+33 4 37 72 94 57","$$ - $$$","2669","1081","#1,025 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d17629465-Reviews-Mama_Chow-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/Mama-Chow-599074497258805/"
"3 rue de Trion, 69005 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,"840","720","1350","1080",,,"840","720","1350","1080",,,"840","720","1350","1080",,,"840","720","1350","1080",,,"840","720","1350","1080",,,"840","720","1350","1080",,,"840","720","1350","1080",,,"5616558","false","false","45.756","4.81834","Pizz Delice","20","+33 4 72 57 76 68","","2669","1087","#1,031 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d5616558-Reviews-Pizz_Delice-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.pizza-pizzdelice.com/livraison-pizza-Lyon-5eme-69005.htm"
"72 boulevard Marius Vivier Merle, 69003 Lyon France","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly",,,,,,,"misssaigonlina@gmail.com",,,,,,,"870","690","1290","1140",,,"870","690","1290","1140",,,"870","690","1290","1140",,,"870","690","1290","1140",,,"870","690","1290","1140",,,,,,,,,"7046274","false","false","45.756664","4.859031","Miss saigon","67","+33 4 78 60 09 05","$","2669","1085","#1,029 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d7046274-Reviews-Miss_saigon-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/misssaigonlina"
"40 avenue Felix Faure, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly",,,,,,,,"liomonnery@outlook.fr",,,,,,,,,,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"13449563","false","false","45.75263","4.85174","Chez Pepe et Meme","22","+33 9 52 47 77 30","$$ - $$$","2669","1088","#1,032 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13449563-Reviews-Chez_Pepe_et_Meme-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/Chez-P%C3%A9p%C3%A9-et-M%C3%A9m%C3%A9-1976598145952002/"
"81 rue Vauban, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly",,,,,,,,"cafedesanges@orange.fr","960","660",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,"900","540",,,,,,,,,,,"3387771","false","false","45.765545","4.850264","Le Cafe des Anges","147","+33 4 37 24 07 95","$$ - $$$","2669","1090","#1,033 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d3387771-Reviews-Le_Cafe_des_Anges-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.cafedesanges.fr"
"9 Place Jules Guesde, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","French",,,,,,,,"contact@loutsa.fr",,,,,,,"1080","660",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","600",,,,,"17437734","false","false","45.74703","4.83766","Loutsa Torrefacteur","13","+33 4 87 24 79 45","$","2669","1082","#1,026 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d17437734-Reviews-Loutsa_Torrefacteur-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.loutsa.fr"
"31 rue Professeur Rochaix, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,"1200","450",,,,,,,,,,,"6826356","false","false","45.74691","4.87757","TOUTANCANON","21","+33 4 28 31 22 35","$$ - $$$","2669","1084","#1,028 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d6826356-Reviews-TOUTANCANON-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://nixdo.com/toutancanon"
"72 avenue Jean Mermoz Angle Rue Claude Violet, 69008 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,"900","600",,,,,"900","600",,,,,"900","600","1350","1110",,,"900","600","1350","1110",,,"900","600","1350","1110",,,"900","600","1350","1110",,,"10180789","false","false","45.732952","4.879333","L'atelier 72","53","+33 4 78 74 46 25","$$ - $$$","2669","1086","#1,030 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d10180789-Reviews-L_atelier_72-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.restaurant-pizzas-burgers.fr"
"Place Louis Chazette, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Cafe","Mediterranean","Healthy","Wine Bar","Vegetarian Friendly",,,,"mazettechazette@gmail.com",,,,,,,"960","540",,,,,"960","540",,,,,"960","540",,,,,"960","540",,,,,"960","540",,,,,,,,,,,"8753353","false","false","45.77342","4.83768","Mazette","17","+33 4 72 98 34 66","$","2669","1095","#1,037 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8753353-Reviews-Mazette-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.chezmazette.fr"
"20 rue Bellecordiere, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Middle Eastern","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17829061","false","false","45.75831","4.83561","Adonys","18","+33 4 37 57 56 45","$","2669","1096","#1,038 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d17829061-Reviews-Adonys-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"5 rue Desiree, 69001 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Thai","Vietnamese","Chinese","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19283732","false","false","45.76847","4.83493","Tokoyo","11","+33 9 83 78 37 87","$$ - $$$","2669","1094","#1,036 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d19283732-Reviews-Tokoyo-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"112 cours Charlemagne Centre commercial Confluence, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14802461","false","false","45.74003","4.81843","Gourmix","14","+33 4 78 92 57 52","$$ - $$$","2669","1093","#26 of 56 Quick Bites in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d14802461-Reviews-Gourmix-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.gourmix.fr/"
"22 rue Gentil Angle du quai Jean Moulin, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Bar","Cafe","British",,,,,,"contact@bourbonshouse.com","840","660",,,,,,,,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"13359804","false","false","45.76495","4.837956","Bourbon's House","15","+33 4 78 60 73 13","$$ - $$$","2669","1098","#1,040 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13359804-Reviews-Bourbon_s_House-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.bourbonshouse.com/"
"70 rue Ney, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Brew Pub","Wine Bar",,,,,,,"tanukicafecomptoir@gmail.com","840","720",,,,,"840","720","1290","1170",,,,,,,,,,,,,,,"840","720","1290","1170",,,"840","720","1290","1170",,,"840","720","1290","1170",,,"14970451","false","false","45.76682","4.85564","Tanuki","16","+33 4 72 83 50 43","$$ - $$$","2669","1097","#1,039 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d14970451-Reviews-Tanuki-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.tanuki-cafecomptoir.fr"
"12 quai Pierre Scize, 69009 Lyon France","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,"restaulaconciergerie@free.fr",,,,,,,"1320","540",,,,,"1320","540",,,,,"900","540",,,,,"1320","540",,,,,"1320","540",,,,,,,,,,,"794845","false","false","45.768055","4.813933","La Conciergerie","64","+33 4 78 83 23 29","$$ - $$$","2669","1092","#1,035 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d794845-Reviews-La_Conciergerie-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"7 quai des Celestins, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,"1500","480",,,,,"1500","900",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","480",,,,,"1500","480",,,,,"12225731","false","false","45.76031","4.83084","Bistrot Des Celestins","23","+33 4 72 31 72 27","$$ - $$$","2669","1100","#1,042 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12225731-Reviews-Bistrot_Des_Celestins-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://zelift.com/bistrot-des-celestins"
"6 rue Octavio Mey, 69005 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Cafe","European",,,,,,,,"900","660",,,,,"1080","630",,,,,,,,,,,"1080","630",,,,,"1350","630",,,,,"1380","630",,,,,"1380","630",,,,,"13378581","false","false","45.76617","4.82791","The Crock'N'Roll (Saint Paul)","28","+33 9 73 53 35 90","$","2669","1099","#1,041 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d13378581-Reviews-The_Crock_N_Roll_Saint_Paul-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://thecrocknroll.fr/"
"16 rue de Seze, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,"1350","1140",,,,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"1350","1140",,,,,"6827877","false","false","45.76797","4.84506","La Petite Maison Thai","42","+33 4 72 74 02 15","$$ - $$$","2669","1091","#1,034 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d6827877-Reviews-La_Petite_Maison_Thai-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/lapetitemaisonthai"
"5 rue des 3 Pierres, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,"840","660","1350","1110",,,"840","660","1350","1110",,,"840","660","1350","1110",,,"840","660","1350","1110",,,"840","660","1350","1110",,,,,,,,,"1323102","false","false","45.74911","4.84522","Il Piccolo","33","+33 4 72 73 36 12","$","2669","802","#762 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1323102-Reviews-Il_Piccolo-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"15 quai Romain Rolland, 69005 Lyon France","Certificate of Excellence 2019","2019","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Belgian","Brew Pub","European",,,,,"lyon@lesfleursdumaltlebar.fr","1440","840",,,,,"1440","1020",,,,,"1500","1020",,,,,"1500","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,"1560","840",,,,,"4993512","false","false","45.76304","4.82897","Les Fleurs du Malt - La Mise en Biere","107","+33 4 72 65 64 16","$$ - $$$","2669","804","#764 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d4993512-Reviews-Les_Fleurs_du_Malt_La_Mise_en_Biere-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.lesfleursdumaltlebar.fr"
"80 rue de la Part Dieu, 69003 Lyon France","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","French","European","Healthy","Vegetarian Friendly","Vegan Options",,,,,"oslow69003@gmail.com","1020","540",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1080","450",,,,,"1020","540",,,,,"11814826","false","false","45.759724","4.849389","Oslow","39","+33 4 78 37 55 47","$$ - $$$","2669","803","#763 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d11814826-Reviews-Oslow-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/%C3%98slow-997503913706413/"
"97 rue de Gerland, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,"contact@lamuseenbouche.fr",,,,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,,,,,,,"6725675","false","false","45.73602","4.83976","La Muse en Bouche","39","+33 4 27 50 17 07","$$ - $$$","2669","806","#766 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d6725675-Reviews-La_Muse_en_Bouche-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.lamuseenbouche.fr/"
"4 Place Neuve Saint Jean, 69005 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Healthy","Contemporary",,,,,,,"tapierodavid@hotail.co.uk","1380","690",,,,,"900","690","1350","1110",,,"900","690","1350","1110",,,"900","690","1350","1110",,,"900","690","1350","1110",,,"900","690","1380","1110",,,"1440","690",,,,,"15668884","false","false","45.76267","4.827356","Le Petit Bouchon de la Place","134","+33 6 60 55 39 34","$$ - $$$","2669","805","#765 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d15668884-Reviews-Le_Petit_Bouchon_de_la_Place-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/Le-Petit-Bouchon-De-La-Place-259103378084099/"
"54 rue de Seze, 69006 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Vegetarian Friendly",,,,,,,"scojo.restaurant@gmail.com",,,,,,,"870","720",,,,,"870","720",,,,,"870","720",,,,,"870","540","1350","1140",,,"1350","720",,,,,"1380","1140",,,,,"12546597","false","false","45.768394","4.848789","Le Scojo","31","+33 4 72 15 93 21","$$ - $$$","2669","809","#769 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12546597-Reviews-Le_Scojo-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.facebook.com/LESCOJO/"
"1 quai Antoine Riboud, 69002 Lyon France","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Mediterranean","European","Vegetarian Friendly",,,,,,"info@intermezzo-lyon.fr","1080","720",,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,"900","720",,,,,"1080","720",,,,,"4357666","false","false","45.743088","4.815833","Intermezzo lyon","208","+33 9 83 22 22 81","$$ - $$$","2669","810","#770 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d4357666-Reviews-Intermezzo_lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.intermezzo-lyon.fr/"
"101 rue Ney Part-Dieu, 69006 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly",,,,,,,,"emmanuel@latablature.fr",,,,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"8486975","false","false","45.764107","4.856313","La Tablature","80","+33 9 51 24 62 23","$$ - $$$","2669","801","#761 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8486975-Reviews-La_Tablature-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://latablature-partdieu.fr/fr"
"123 rue de Seze, 69006 Lyon France","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly","Gluten Free Options",,,,,,,,,"1170","510",,,,,"1170","660",,,,,"1170","510",,,,,"1170","510",,,,,"1170","510",,,,,"1170","510",,,,,"1170","510",,,,,"12193102","false","false","45.768913","4.855253","Les Gasteliers","80","+33 4 78 24 87 11","$$ - $$$","2669","808","#768 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12193102-Reviews-Les_Gasteliers-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/Lesgasteliers/?ref=page_internal&hc_ref=PAGES_TIMELINE&fref=nf"
"25 boulevard des Brotteaux, 69006 Lyon France","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","French","European",,,,,,,,,,,,,,,"1470","690",,,,,"1470","690",,,,,"1470","690",,,,,"1470","690",,,,,"1470","690",,,,,"1470","1080",,,,,"4307025","false","false","45.767246","4.857131","Le plan B","127","+33 4 72 83 54 79","$$ - $$$","2669","807","#767 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d4307025-Reviews-Le_plan_B-Lyon_Rhone_Auvergne_Rhone_Alpes.html","https://www.facebook.com/Bar.Restaurant.Le.Plan.B"
"2 avenue Berthelot, 69007 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Vegetarian Friendly",,,,,,,,"contact@stamtich.fr",,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,,,,,,,"7886348","false","false","45.747627","4.833897","Stamtich","46","+33 9 84 30 15 36","$$ - $$$","2669","815","#775 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d7886348-Reviews-Stamtich-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.stamtich.fr"
"20 rue de la Rize, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Argentinean",,,,,,,,,,,,,,,,,,,,,,,,,,,,"810","690",,,,,"810","690",,,,,"810","690","1290","1170",,,"810","690","1290","1170",,,"1330207","false","false","45.756496","4.85577","Puerto Argentino","67","+33 4 27 44 66 42","$$ - $$$","2669","814","#774 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d1330207-Reviews-Puerto_Argentino-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.puerto-argentino.com"
"25 rue Franklin, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly",,,,,,,,,,,,,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"6434937","false","false","45.75268","4.828381","Le Jardin de Chine","54","+33 4 78 37 38 13","$","2669","811","#771 of 2,792 Restaurants in Lyon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d6434937-Reviews-Le_Jardin_de_Chine-Lyon_Rhone_Auvergne_Rhone_Alpes.html",
"13 rue Merciere, 69002 Lyon France","Certificate of Excellence 2018","2018","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,"restaurant","Mexican","Latin","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"840","720","1320","1140",,,"3833382","false","false","45.76388","4.832439","Don Taco","113","+33 4 78 05 11 90","$$ - $$$","2669","817","#777 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d3833382-Reviews-Don_Taco-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://restaurant-dontaco.fr"
"34 rue Tupin Rue de la Republique, 69002 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Italian","Mediterranean","European","Vegetarian Friendly",,,,,"contact@lapiazzapapa.fr","900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"900","690",,,,,"2494526","false","false","45.76298","4.835272","Pizza Papa","454","+33 4 72 40 02 99","$$ - $$$","2669","819","#778 of 2,792 Restaurants in Lyon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d2494526-Reviews-Pizza_Papa-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.lapiazzapapa.fr/piazzapapa-restaurant-actualite.php?id=8"
"74 cours Docteur Long, 69003 Lyon France",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"750","510",,,,,"780","450","1170","900",,,"780","450","1170","870",,,"780","450","1170","870",,,"780","450","1170","870",,,"780","450","1170","870",,,"1170","450",,,,,"8388778","false","false","45.75005","4.88636","Fromager de Montchat","29","+33 4 72 33 40 73","$$ - $$$","2669","812","#772 of 2,792 Restaurants in Lyon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d8388778-Reviews-Fromager_de_Montchat-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.fromager-montchat.fr"
"94 avenue Felix Faure, 69003 Lyon France","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Vegetarian Friendly",,,,,,,,,,,,,,"840","720",,,,,"840","720",,,,,"840","720","1350","1140",,,"840","720","1350","1140",,,"840","720","1350","1140",,,"1350","1140",,,,,"12617506","false","false","45.753036","4.858665","La Boite Noire Pizzeria","99","+33 4 37 57 84 28","$$ - $$$","2669","820","#779 of 2,792 Restaurants in Lyon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g187265-d12617506-Reviews-La_Boite_Noire_Pizzeria-Lyon_Rhone_Auvergne_Rhone_Alpes.html","http://www.laboitenoirepizzeria.com"
