"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Estrada Benvinda Ascensao Oliveira 19, Porto Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4799450","false","false",,,"O Banheiro","3",,"","1993","1559","#1,413 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4799450-Reviews-O_Banheiro-Porto_Porto_District_Northern_Portugal.html",
"Rua das Taipas n0 72, Porto 4050-597 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"960","480",,,,,"14760741","false","false","41.14304","-8.617453","Sabores das Taipas","5","+351 22 208 0775","$","1993","1553","#1,407 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14760741-Reviews-Sabores_das_Taipas-Porto_Porto_District_Northern_Portugal.html","http://sabores-das-taipas.negocio.site/"
"Rua Senhora da Luz 382, Porto 4150-694 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2232257","false","false","41.15229","-8.67744","Menu da Foz","5","+351 22 618 0127","","1993","1555","#1,409 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d2232257-Reviews-Menu_da_Foz-Porto_Porto_District_Northern_Portugal.html",
"Rua Flores 213, Porto 4050-267 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European",,,,,,,,,,"1200","540",,,,,,,,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"8380460","false","false","41.144745","-8.612102","Joia Da Coroa","185","+351 22 203 2466","$$ - $$$","1993","1565","#80 of 93 Coffee & Tea in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8380460-Reviews-Joia_Da_Coroa-Porto_Porto_District_Northern_Portugal.html","http://oportocool.wordpress.com/2014/12/29/joia-da-coroa/"
"Rua Conde de Vizela 38, Porto 4050-639 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European","Fusion",,,,,,,,"geral@dombucha.pt",,,,,,,"900","690","1440","1140",,,"900","690","1440","1140",,,"900","690","1440","1140",,,"900","690","1440","1140",,,"900","690","1440","1140",,,"900","690","1440","1140",,,"8684499","false","false","41.14646","-8.61352","Dom Bucha","11","+351 22 329 2390","$$ - $$$","1993","1564","#1,418 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8684499-Reviews-Dom_Bucha-Porto_Porto_District_Northern_Portugal.html","http://dombucha.pt/en/"
"Praca Bom Sucesso Mercado Bom Sucesso, Porto 4150-145 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"abancadamadeira@gmail.com","1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1440","600",,,,,"1440","600",,,,,"13945325","false","false","41.15562","-8.62965","A Banca da Madeira","3",,"","1993","1568","#1,421 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13945325-Reviews-A_Banca_da_Madeira-Porto_Porto_District_Northern_Portugal.html","http://abancadamadeira.wixsite.com/banca-da-madeira"
"Rua Sa da Bandeira 504 6, Porto 4000-430 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2495149","false","false","41.150635","-8.606694","Moreda","18","+351 22 200 3750","$","1993","1569","#1,422 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d2495149-Reviews-Moreda-Porto_Porto_District_Northern_Portugal.html",
"Praca do bom Sucesso, 159, 415-146, Porto 4050-327 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"19055160","false","false","41.156746","-8.629981","Starbucks","3",,"","1993","1562","#1,416 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d19055160-Reviews-Starbucks-Porto_Porto_District_Northern_Portugal.html","http://www.starbucks.pt/"
"Avenida da Boavista 1745, Porto 4100-133 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5959260","false","false","41.160305","-8.644247","Mcdonald's Boavista","59","+351 22 606 6514","$","1993","1561","#1,415 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5959260-Reviews-Mcdonald_s_Boavista-Porto_Porto_District_Northern_Portugal.html","http://www.mcdonalds.pt"
"Travessa Santo Isidro No 38, Porto 4000-475 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Spanish","Portuguese","Argentinean","South American",,,,,,"belsende@gmail.com",,,,,,,,,,,,,"900","600","1380","1080",,,"900","600","1380","1080",,,"900","600","1380","1080",,,"900","600","1440","1080",,,"900","600","1440","1080",,,"11880330","false","false","41.15831","-8.600581","Restaurante Topas","4","+351 22 537 1138","$$ - $$$","1993","1563","#1,417 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d11880330-Reviews-Restaurante_Topas-Porto_Porto_District_Northern_Portugal.html","http://www.restaurantetopas.pt"
"Rua Monchique 98, Porto 4050-394 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","European","Spanish","Pub","Portuguese","Wine Bar",,,,"sjaras@ho-porto.com","1320","1080",,,,,,,,,,,,,,,,,,,,,,,"1380","1080",,,,,"1500","1080",,,,,"1500","1080",,,,,"10727133","false","false","41.144943","-8.627868","HO'Porto","4","+351 910 936 206","$$ - $$$","1993","1570","#1,423 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10727133-Reviews-HO_Porto-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/HOPortoBar"
"Professor Mota Pinta, 12, Porto 4100-455 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19343633","false","false","41.16621","-8.65037","Restaurante Lago Azul","3","+351 22 610 2354","","1993","1567","#1,420 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d19343633-Reviews-Restaurante_Lago_Azul-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/cafelagoazul/"
"Rua Madeira 236, Porto 4000-330 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Mediterranean","European","Portuguese",,,,,,,"cafebrasil.porto@gmail.com",,,,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"3837343","false","false","41.146362","-8.610109","Cafe Brasil","37","+351 22 205 7435","$","1993","1566","#1,419 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d3837343-Reviews-Cafe_Brasil-Porto_Porto_District_Northern_Portugal.html","http://brasilcafe.weebly.com/"
"Rua do Campo Alegre 747, Porto 4150-179 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8390752","false","false","41.152687","-8.637452","Cozinha Da Amelia","114","+351 22 600 2077","$$ - $$$","1993","1572","#1,425 of 1,989 Restaurants in Porto","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8390752-Reviews-Cozinha_Da_Amelia-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/pages/Cozinha-Da-Am%C3%A9lia/662170953910338"
"Avenida da Boavista 919, Porto 4100-128 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","European","Pub","Portuguese","Wine Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12790926","false","false","41.15869","-8.63462","Chiado Cafe Literario","3",,"","1993","1578","#1,431 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12790926-Reviews-Chiado_Cafe_Literario-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/chiadocafeliterarioporto/"
"Travessa Congregados, Porto 4000-179 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4883950","false","false","41.14125","-8.61009","Nova Adega S. Romao","5",,"$","1993","1573","#1,426 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d4883950-Reviews-Nova_Adega_S_Romao-Porto_Porto_District_Northern_Portugal.html",
"Rua 5 de Outubro 156,loja 3, Porto 4100-175 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","South American",,,,,,,,,"siqueiraeteixeira@gmail.com",,,,,,,"1290","600",,,,,"1290","600",,,,,"1170","600",,,,,"1290","600",,,,,"1290","600",,,,,"1320","900",,,,,"15106096","false","false","41.160065","-8.630602","Cafe Porto Carioca","2","+351 22 600 0810","$","1993","1580","#1,433 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15106096-Reviews-Cafe_Porto_Carioca-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/cafeportocarioca"
"Rua Martires Liberdade, N 34 Porto Food Tour - PortoVore, Porto Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11787542","false","false","41.15035","-8.6145","Cafe Cristina","7",,"","1993","1575","#1,428 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d11787542-Reviews-Cafe_Cristina-Porto_Porto_District_Northern_Portugal.html",
"Praca da Batalha 116, Porto 4049-028 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Portuguese",,,,,,,,"abicicleta.porto@accor.com","900","750","1350","1170",,,"900","750","1350","1170",,,"900","750","1350","1170",,,"900","750","1350","1170",,,"900","750","1350","1170",,,"900","750","1350","1170",,,"900","750","1350","1170",,,"20060059","false","false","41.14539","-8.60759","A Bicicleta - Porto","4","+351 969 246 061","$$ - $$$","1993","1579","#1,432 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d20060059-Reviews-A_Bicicleta_Porto-Porto_Porto_District_Northern_Portugal.html","http://www.abicicletaporto.com/"
"Rua Campinho 13 15, Porto 4000-151 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8447557","false","false","41.14581","-8.60514","Irmaos Unidos","5","+351 22 205 1011","","1993","1576","#1,429 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8447557-Reviews-Irmaos_Unidos-Porto_Porto_District_Northern_Portugal.html",
"Estrada da Circunvalacao 10102, Porto 4465-213 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Portuguese","Mediterranean","European",,,,,,,"Belisquecaferestaurante@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13008839","false","false","41.17994","-8.627105","Belisque","11","+351 22 316 5036","$$ - $$$","1993","1571","#1,424 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13008839-Reviews-Belisque-Porto_Porto_District_Northern_Portugal.html","http://belisquecafe.weebly.com/"
"Rua de Camoes 33, Porto 4000-144 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,"spotluggageandlounge@gmail.com","1350","450",,,,,"1350","450",,,,,"1350","450",,,,,"1350","450",,,,,"1350","450",,,,,"1350","450",,,,,"1350","450",,,,,"14168878","false","false","41.152126","-8.610188","Spot Luggage & Lounge","42","+351 964 119 551","$","1993","359","#327 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14168878-Reviews-Spot_Luggage_Lounge-Porto_Porto_District_Northern_Portugal.html","http://spotluggageandlounge.com"
"Rua de Ramalde do Meio, Porto 4250-387 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"paoquentederamalde@gmail.com","810","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"1200","360",,,,,"5958950","false","false","41.17342","-8.64029","Pao Quente de Ramalde","2","+351 22 618 0690","$$ - $$$","1993","1574","#1,427 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5958950-Reviews-Pao_Quente_de_Ramalde-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/paoquenteramalde/"
"Rua de Ceuta, 63, Porto 4050-191 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,"restaurant","Bar","European","Portuguese","Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7645815","false","false","41.14822","-8.61396","Dona Maria Pregaria","249","+351 22 327 1112","$","1993","365","#331 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7645815-Reviews-Dona_Maria_Pregaria-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/pages/Dona-Maria-Pregaria-Porto/534781186624862"
"Praca da Republica 164, Porto 4050-498 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Portuguese","European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,"buuh.loja@gmail.com",,,,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"1200","600",,,,,"5786990","false","false","41.154606","-8.611992","BUuh! e etc","63","+351 966 444 430","$$ - $$$","1993","363","#15 of 93 Coffee & Tea in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d5786990-Reviews-BUuh_e_etc-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/BUuhEtc1/"
"Rua do Ateneu Comercial do Porto 8 14, Porto 4000-380 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Italian","Japanese","Pizza","Sushi","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"info@socialfootprint.pt","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1560","720",,,,,"1560","720",,,,,"1560","720",,,,,"7363707","false","false","41.14814","-8.6076","Food Corner","340","+351 914 543 373","$","1993","369","#14 of 27 Quick Bites in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d7363707-Reviews-Food_Corner-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/FoodCorner.Porto"
"Praca da Ribeira - Viela do Buraco 19 Gran Cruz House, Porto 4050-132 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,"info@grancruzhouse.pt","900","750",,,,,,,,,,,"900","750","1320","1140",,,"900","750","1320","1140",,,"900","750","1320","1140",,,"900","750","1320","1140",,,"900","750","1320","1140",,,"15663182","false","false","41.140434","-8.612813","Restaurante Casario","45","+351 22 766 2270","$$$$","1993","361","#328 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d15663182-Reviews-Restaurante_Casario-Porto_Porto_District_Northern_Portugal.html","http://www.grancruzhouse.pt/restaurant"
"Largo Maternidade Julio Dinis nr 8, Porto 4050-371 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","Mediterranean","Vegetarian Friendly",,,,,,,,"sotapas2016@gmail.com","1350","1140",,,,,"900","720","1350","1140",,,"900","720","1350","1140",,,"900","720","1350","1140",,,"900","720","1350","1140",,,"900","720","1350","1140",,,"900","720","1350","1140",,,"12230180","false","false","41.150383","-8.623165","So tapas","86","+351 915 453 130","$","1993","364","#330 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12230180-Reviews-So_tapas-Porto_Porto_District_Northern_Portugal.html","http://so-tapas.webnode.pt"
"Rua Doutor Barbosa de Castro 59, Porto 4050-091 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Diner","Brew Pub","International","Pub","Gastropub",,,,,"simplexvirtus@gmail.com",,,,,,,"1320","1080",,,,,"900","720","1320","1080",,,"900","720","1320","1080",,,"900","720","1320","1080",,,"900","720","1320","1080",,,,,,,,,"20228340","false","false","41.144447","-8.617549","Simplex Virtus","49","+351 916 183 831","$$ - $$$","1993","370","#335 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d20228340-Reviews-Simplex_Virtus-Porto_Porto_District_Northern_Portugal.html",
"Rua O Comercio do Porto No 128 Rua Comércio do Porto, No 128, Porto 4050-209 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,,,"restaurant","Contemporary","Fusion","Portuguese","International","Street Food","Vegetarian Friendly","Vegan Options",,,,"conversasvadias@gmail.com",,,,,,,,,,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"10846154","false","false","41.14236","-8.615787","Conversas Vadias","96","+351 22 324 4658","$$ - $$$","1993","367","#333 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d10846154-Reviews-Conversas_Vadias-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/ConversasVadias"
"Rua de Tras 15 21, Porto 4050-615 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017",,,,,,,,,,,,,,,,,"restaurant","Portuguese","Bar","Mediterranean","European","Vegetarian Friendly",,,,,,"casamarlindo@gmail.com","1440","660",,,,,"1440","660","1560","660",,,"1440","660","1560","660",,,"1440","660","1560","660",,,"1440","660","1560","660",,,"1560","660",,,,,"1560","660",,,,,"8319624","false","false","41.145782","-8.612748","Casa Marlindo","216","+351 913 919 965","$","1993","366","#332 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8319624-Reviews-Casa_Marlindo-Porto_Porto_District_Northern_Portugal.html","http://casamarlindo.com"
"Rua de Miragaia 54, Porto 4050-386 Portugal","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Contemporary","Portuguese","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"backson@protonmail.com","1080","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"12444850","false","false","41.142437","-8.619914","Backson's Fine Burgers and Mussels","181","+351 22 319 6911","$$ - $$$","1993","368","#334 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12444850-Reviews-Backson_s_Fine_Burgers_and_Mussels-Porto_Porto_District_Northern_Portugal.html","http://backson.pt"
"Rua da Alegria 786, Porto 4000-038 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13558150","false","false","41.158257","-8.601445","SuS 786 Charcutaria","2","+351 917 278 112","$","1993","1577","#1,430 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13558150-Reviews-SuS_786_Charcutaria-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/SuS-786-Charcutaria-Sandu%C3%ADches-Bar-449483712114449/"
"Rua do Bonjardim 465, Porto 4000-126 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12792193","false","false","41.15119","-8.60855","Urca Cafe Pastelaria","2","+351 22 200 1867","","1993","1590","#78 of 95 Dessert in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12792193-Reviews-Urca_Cafe_Pastelaria-Porto_Porto_District_Northern_Portugal.html",
"Rua da Boavista 782, Porto 4050-105 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,"990","600",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,,,,,,,"16884899","false","false","41.15693","-8.62242","Be Porto cafe","6","+351 962 814 790","$$ - $$$","1993","1586","#1,439 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d16884899-Reviews-Be_Porto_cafe-Porto_Porto_District_Northern_Portugal.html","http://www.beportocafe.pt"
"R. Dr. Magalhaes Lemos, 83 - 4 andar, Porto 4000-332 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,"sebahealy@hotmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14139326","false","false","41.147564","-8.609793","Graca Rooftop Bar","7","+351 937 774 965","$$ - $$$","1993","1589","#1,442 of 1,989 Restaurants in Porto","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d14139326-Reviews-Graca_Rooftop_Bar-Porto_Porto_District_Northern_Portugal.html","http://www.facebook.com/gracarooftopbar"
"Rua Mestre Guilherme Camarinha 97, Porto 4200-537 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12295661","false","false","41.18436","-8.60182","Pao Quente San Joao LDA","2","+351 22 509 8010","","1993","1588","#1,441 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d12295661-Reviews-Pao_Quente_San_Joao_LDA-Porto_Porto_District_Northern_Portugal.html",
"Rua Fernandes Tomas 18 Campo 24 de Agosto, Porto 4000-208 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"8768701","false","false","41.14845","-8.59899","Grab & Go","6",,"$","1993","1581","#1,434 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8768701-Reviews-Grab_Go-Porto_Porto_District_Northern_Portugal.html",
"Rua do Bonjardim 203, Porto 4000-124 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18402695","false","false","41.14856","-8.60951","Belana","2","+351 22 200 1261","","1993","1587","#1,440 of 1,989 Restaurants in Porto","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d18402695-Reviews-Belana-Porto_Porto_District_Northern_Portugal.html",
"Rotunda da Boavista, Porto 4000-192 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"1260","540",,,,,"13126131","false","false","41.157974","-8.629111","Sabores Tradicionais da Madeira","2","+351 22 322 8034","$","1993","1585","#1,438 of 1,989 Restaurants in Porto","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d13126131-Reviews-Sabores_Tradicionais_da_Madeira-Porto_Porto_District_Northern_Portugal.html","https://www.facebook.com/saborestradicionaisdamadeira/"
"Rua Central de Francos 8, Porto 4250-122 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue",,,,,,,,,,"geral@churrasqueiracentraldefrancos.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8697242","false","false","41.167236","-8.634586","Churrasqueira Central De Francos","5","+351 22 831 6426","","1993","1584","#1,437 of 1,989 Restaurants in Porto","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189180-d8697242-Reviews-Churrasqueira_Central_De_Francos-Porto_Porto_District_Northern_Portugal.html","http://www.churrasqueiracentraldefrancos.com"
