"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Keleti Karoly utca 25, Budapest 1024 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,"tortavar@tortavar.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8077111","false","false","47.51257","19.02685","Tortavar","13","+36 1 316 1346","$$ - $$$","3271","1380","#1,099 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d8077111-Reviews-Tortavar-Budapest_Central_Hungary.html","http://www.tortavar.hu/"
"Folyondar u. 22-24, Budapest 1037 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"info@lashka.hu",,,,,,,"1260","450",,,,,"1260","450",,,,,"1260","450",,,,,"1260","450",,,,,"1260","450",,,,,"1260","450",,,,,"19759376","false","false","47.53404","19.027945","Lashka Tesztamuhely","8","+36 30 265 9688","$$ - $$$","3271","1376","#1,095 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19759376-Reviews-Lashka_Tesztamuhely-Budapest_Central_Hungary.html","https://www.facebook.com/lashkatesztamuhely/"
"Szent Istvan koerut 11, Budapest 1055 Hungary","Certificate of Excellence 2016","2016",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Asian","Thai","Vegetarian Friendly",,,,,,,,,,,"sales@liorel.hu","1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"4129873","false","false","47.512066","19.050406","Buddha Express - Szent Istvan","104","+36 1 789 4897","$$ - $$$","3271","1371","#1,092 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d4129873-Reviews-Buddha_Express_Szent_Istvan-Budapest_Central_Hungary.html",
"Podmaniczky utca 14., Budapest 1065 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"podmacafe@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9710085","false","false","47.508278","19.056889","Podma Cafe","18","+36 1 720 1028","$$ - $$$","3271","1373","#165 of 324 Coffee & Tea in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d9710085-Reviews-Podma_Cafe-Budapest_Central_Hungary.html","http://podmacafe.hu/"
"Eotvos ut 38., Budapest 1121 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Steakhouse","Italian","Pizza","International","Vegetarian Friendly",,,,,,,,,"normafa@gyugyisbistro.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10316952","false","false","47.499744","18.971601","Gyugyi's Bistro Normafa","20","+36 70 249 6767","$$ - $$$","3271","1379","#1,098 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10316952-Reviews-Gyugyi_s_Bistro_Normafa-Budapest_Central_Hungary.html","https://www.facebook.com/gyugyisbistrobuda/home"
"Garibaldi Utca, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","International",,,,,,,,,,,,,,,,,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,,,,,,,"3567594","false","false","47.50507","19.04694","G4 garibaldi","31",,"$$ - $$$","3271","1377","#1,096 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d3567594-Reviews-G4_garibaldi-Budapest_Central_Hungary.html","http://www.garibaldi.hu/"
"Vaci ut 3. Westend Shopping Center, Budapest 1062 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Fast Food",,,,,,,,,,,,,"westend@bellozzo.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13010552","false","false","47.51329","19.058779","Bellozzo Westend","14","+36 20 357 1246","$","3271","1375","#99 of 153 Quick Bites in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13010552-Reviews-Bellozzo_Westend-Budapest_Central_Hungary.html","http://bellozzo.hu/"
"Erzsebet koerut 9-11 Boscolo Budapest, Budapest 1073 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4163607","false","false","47.49839","19.07055","Bar","22","+36 1 886 6111","$$ - $$$","3271","1378","#1,097 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d4163607-Reviews-Bar-Budapest_Central_Hungary.html","http://www.marriott.com/hotels/hotel-information/restaurant/BUDAK&scid=d42e66eb-35c2-4d9c-9219-ae39f3a2ca9f"
"Hunyadi ter 10., Budapest 1067 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Hungarian","European","Eastern European","Central European",,,,,,,,,,,"hunyadikisvendeglo10@gmail.com",,,,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1320","690",,,,,"1142538","false","false","47.506115","19.067696","Hunyadi Restaurant","78","+36 30 221 0047","$$ - $$$","3271","1372","#1,093 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d1142538-Reviews-Hunyadi_Restaurant-Budapest_Central_Hungary.html","http://www.hunyadikisvendeglo.hu"
"Zichy Jeno utca 4., Budapest 1066 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Fast Food","European","Hungarian",,,,,,,,,,"gameup.pub@gmail.com",,,,,,,,,,,,,"1380","960",,,,,"1380","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","840",,,,,"10354665","false","false","47.503613","19.056297","Game Up Pub","18","+36 30 287 8766","$","3271","1381","#1,100 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10354665-Reviews-Game_Up_Pub-Budapest_Central_Hungary.html","http://www.gameup.hu/"
"Andrassy ut 98., Budapest 1062 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","Cafe","European","Central European","Hungarian","Vegetarian Friendly",,,,,,,,,"info@maghazetterem.hu","1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"1320","480",,,,,"6674003","false","false","47.510643","19.071281","MagHaz Restaurant","47","+36 20 373 4993","$$ - $$$","3271","1383","#1,102 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6674003-Reviews-MagHaz_Restaurant-Budapest_Central_Hungary.html","http://www.facebook.com/maghaz.etterem"
"Vali Ut 8 Alle Shopping Center, Budapest 1117 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food","Contemporary","Street Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13284108","false","false","47.475876","19.049122","Zing Burgers & Co","38",,"$","3271","1387","#101 of 153 Quick Bites in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d13284108-Reviews-Zing_Burgers_Co-Budapest_Central_Hungary.html","http://Www.zingburger.hu"
"Tisza utca 16., Budapest 1133 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Thai",,,,,,,,,,,,,,"info@greenthai.hu",,,,,,,"960","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"960","720",,,,,,,,,,,"10460209","false","false","47.52435","19.059898","GreenThai Restaurant","13","+36 1 794 4420","$","3271","1385","#1,104 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10460209-Reviews-GreenThai_Restaurant-Budapest_Central_Hungary.html","http://www.greenthai.hu"
"Terez korut 53. Eiffel ter, Budapest 1061 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Diner","Street Food","Hungarian","European",,,,,,,,,,"s.otimkft@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12522379","false","false","47.50997","19.058485","Retro Langos / Zsiraf","16","+36 20 370 6905","$$ - $$$","3271","1384","#100 of 153 Quick Bites in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12522379-Reviews-Retro_Langos_Zsiraf-Budapest_Central_Hungary.html","https://www.facebook.com/pg/retrolangoszsiraf/about/"
"1052 Budapest, Semmelweis u. 19, Budapest Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","Central European","Hungarian","Cafe","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3916444","false","false","47.49538","19.05756","Fahej","22","+36 1 787 9305","$","3271","1388","#1,106 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d3916444-Reviews-Fahej-Budapest_Central_Hungary.html","http://www.fahejcafe.hu/"
"Csarnok ter 6., Budapest 1093 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Hungarian","Cafe","European","Central European","Vegetarian Friendly",,,,,,,,,,"infopont09@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7892359","false","false","47.486713","19.05923","Market Cafe","47","+36 20 499 7901","$$ - $$$","3271","1386","#1,105 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7892359-Reviews-Market_Cafe-Budapest_Central_Hungary.html","https://www.facebook.com/Market-Cafe-396646807163926"
"Garibaldi utca 5., Budapest 1054 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Street Food","Central European",,,,,,,,,,,,"pest.elelemetterem@gmail.com",,,,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"900","660",,,,,"1200","660",,,,,"1200","660",,,,,"19257174","false","false","47.50481","19.04707","Elelem Etterem","9","+36 70 776 7067","$$ - $$$","3271","1389","#1,107 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19257174-Reviews-Elelem_Etterem-Budapest_Central_Hungary.html","https://www.facebook.com/elelemetterembp/"
"Reitter Ferenc Utca 27, Budapest 1135 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"martamamamannaja@gmail.com",,,,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,"1020","600",,,,,,,,,,,"11719611","false","false","47.52716","19.08367","Marta Mama Mannaja","3",,"","3271","2358","#1,936 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d11719611-Reviews-Marta_Mama_Mannaja-Budapest_Central_Hungary.html","https://www.facebook.com/martamamamannaja/about/"
"Peterfy Sandor utca 22, Budapest 1076 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10586690","false","false","47.50259","19.080574","Mamma Mia Pizzeria Delivery And Slices","6","+36 30 503 5975","$","3271","2352","#1,930 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10586690-Reviews-Mamma_Mia_Pizzeria_Delivery_And_Slices-Budapest_Central_Hungary.html","https://www.facebook.com/Mamma-mia-pizzeria-delivery-and-slices-1108746792479885/"
"Dohany utca 39, Budapest 1074 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696035","false","false","47.4974","19.06842","Garbo Cafe","7","+36 1 322 8489","","3271","2356","#1,934 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d696035-Reviews-Garbo_Cafe-Budapest_Central_Hungary.html",
"Teve ucta 9/a, Budapest 1139 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15038009","false","false","47.53376","19.071844","Kave/Szunet","3","+36 70 408 5970","","3271","2353","#1,931 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d15038009-Reviews-Kave_Szunet-Budapest_Central_Hungary.html","https://www.facebook.com/kaveszunetbp/"
"Szell Kalman ter By The Tunnel, Budapest 1024 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Hungarian","Italian","Cafe","European","Vegetarian Friendly","Gluten Free Options",,,,,,,,,"info@pre-go.hu","840","540",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"840","540",,,,,"12201266","false","false","47.50629","19.024801","PRE-GO","31","+36 70 199 8087","$","3271","1390","#166 of 324 Coffee & Tea in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12201266-Reviews-PRE_GO-Budapest_Central_Hungary.html","http://www.pre-go.hu/"
"Dohany utca 68 Az Aznap 2018-ban megszűnt, ezen a címen a Bárka Bistro található., Budapest 1074 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,"info@aznapbar.hu","1440","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,"1560","1020",,,,,"1680","1020",,,,,"1680","1020",,,,,"1680","1020",,,,,"7716589","false","false","47.49835","19.06939","Aznap","5","+36 30 418 2048","","3271","2355","#1,933 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7716589-Reviews-Aznap-Budapest_Central_Hungary.html","https://www.facebook.com/aznapbar/"
"Nepszinhaz utca 27, Budapest 1081 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Middle Eastern","Afghani",,,,,,,,,,,,"nasrat.gr8@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19007877","false","false","47.49498","19.07532","Kabul Bufe","2","+36 30 460 5844","","3271","2359","#1,937 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19007877-Reviews-Kabul_Bufe-Budapest_Central_Hungary.html","https://www.facebook.com/kabulbufe"
"Kiraly Utca 70, Budapest 1068 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"19716287","false","false",,,"Hong Kong Restaurant","3","+36 1 322 4047","","3271","2360","#1,938 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19716287-Reviews-Hong_Kong_Restaurant-Budapest_Central_Hungary.html",
"Muzeum utca 7 Viii. District, Budapest 1088 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","Deli","Hungarian",,,,,,,,,,,,,,,,,,,"1500","600",,,,,"1500","600",,,,,"1500","600",,,,,"1560","600",,,,,"1620","600",,,,,"1620","1020",,,,,"7674818","false","false","47.49018","19.063196","Muzikum Klub & Bisztro","22","+36 20 221 7767","$$ - $$$","3271","1382","#1,101 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7674818-Reviews-Muzikum_Klub_Bisztro-Budapest_Central_Hungary.html","http://www.muzikum.hu"
"Veres Palne utca 16., Budapest 1053 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy","Cafe","Pub","Wine Bar","Gastropub",,,,,,,,,,"dearbudapestcv@gmail.com",,,,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,,,,,,,"12801941","false","false","47.49132","19.055984","Dear Budapest,","10","+36 70 579 0908","$","3271","2357","#1,935 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12801941-Reviews-Dear_Budapest-Budapest_Central_Hungary.html","http://www.facebook.com/dearbudapest/"
"Ulloi ut 201 Shopmark, Budapest 1191 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,"1080","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"16945432","false","false","47.463757","19.129759","Cafe Frei Shopmark","6","+36 20 800 0520","$$ - $$$","3271","2351","#1,929 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d16945432-Reviews-Cafe_Frei_Shopmark-Budapest_Central_Hungary.html","http://www.cafefrei.com"
"Dob utca 40., Budapest 1072 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Street Food",,,,,,,,,,,,,,"info@veganstreet.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14431191","false","false","47.499645","19.062754","Vegan Street","2","+36 20 968 2372","$","3271","2354","#1,932 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d14431191-Reviews-Vegan_Street-Budapest_Central_Hungary.html","http://www.veganstreet.hu/"
"Margit utca 15. Nyitva, Budapest 1023 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Eastern European","Central European","Hungarian","International","European",,,,,,,,,,"info@margitkert.hu","1200","720",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","720",,,,,"1495205","false","false","47.51473","19.03386","Restaurant Margitkert","77","+36 1 326 0862","$$ - $$$","3271","1400","#1,116 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d1495205-Reviews-Restaurant_Margitkert-Budapest_Central_Hungary.html","http://www.margitkert.hu"
"Romai part 45., Budapest 1031 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar",,,,,,,,,,,,,,,"1380","840",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1380","960",,,,,"1500","960",,,,,"1560","840",,,,,"6914770","false","false","47.57432","19.065235","Ket Rombusz","22","+36 20 942 7392","$","3271","1395","#1,111 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d6914770-Reviews-Ket_Rombusz-Budapest_Central_Hungary.html","https://www.facebook.com/ketrombusz"
"Dob Utca 53, Budapest 1074 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","Asian","Middle Eastern",,,,,,,,,,,"drumfbistro@gmail.com","1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"1020","540",,,,,"19716271","false","false","47.501087","19.065239","Drumf","8","+36 30 213 9300","$$$$","3271","1399","#1,115 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d19716271-Reviews-Drumf-Budapest_Central_Hungary.html","https://www.facebook.com/bistrodrumf/"
"Hattyu utca 1., Budapest 1015 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Deli","Contemporary","Healthy",,,,,,,,,,"bernadettbretz@yahoo.com","1080","600",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1140","540",,,,,"1080","600",,,,,"12500600","false","false","47.50725","19.032167","Coco7 Chocolate Shop and Workshop","11","+36 1 615 0746","$$ - $$$","3271","1394","#124 of 215 Dessert in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d12500600-Reviews-Coco7_Chocolate_Shop_and_Workshop-Budapest_Central_Hungary.html","http://www.coco7.hu"
"Kiralyok utja-Punkosdfurdo u. corner, Budapest 1039 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","Mediterranean","European","Greek","Vegetarian Friendly",,,,,,,,,,,"1380","660",,,,,"1380","780",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1057848","false","false","47.59417","19.066689","Gyradiko","121","+36 20 938 7320","$$ - $$$","3271","1391","#1,108 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d1057848-Reviews-Gyradiko-Budapest_Central_Hungary.html","http://gyradikoflorian.hu/"
"Szep utca 1, Budapest 1053 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,"habrolopub@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10193969","false","false","47.493423","19.05766","Habrolo Bisztro","21",,"","3271","1397","#1,113 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10193969-Reviews-Habrolo_Bisztro-Budapest_Central_Hungary.html","http://habrolo.hu"
"Vaci utca, Budapest 1052 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Grill","Hungarian","Steakhouse",,,,,,,,,,,"farointernational41@gmail.com","1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"17767699","false","false","47.49331","19.05298","Rick's Restaurant","92","+36 30 984 1082","$$ - $$$","3271","1398","#1,114 of 3,061 Restaurants in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d17767699-Reviews-Rick_s_Restaurant-Budapest_Central_Hungary.html","http://www.faro.hu"
"Szarka utca 5., Budapest 1056 Hungary","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Hungarian","International","Central European",,,,,,,,,,,"arazbistro@zeinahotels.com","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"2041677","false","false","47.488358","19.057848","ARAZ Bistro","41","+36 1 920 2100","$$ - $$$","3271","1392","#1,109 of 3,061 Restaurants in Budapest","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d2041677-Reviews-ARAZ_Bistro-Budapest_Central_Hungary.html","https://www.facebook.com/arazbistro/"
"Hercegprimas utca 4, Budapest 1051 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,"liu.jin741@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7940277","false","false","47.49964","19.05311","Luxor Salatabar","3","+36 1 266 1839","","3271","2370","#1,946 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d7940277-Reviews-Luxor_Salatabar-Budapest_Central_Hungary.html",
"Wesselenyi utca 47 Erzsebetvaros, Budapest 1077 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","European","Pub","Hungarian",,,,,,,,,,,"ahojcseho@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10302453","false","false","47.50076","19.0694","Ahoj Cseho Food","3","+36 70 321 9316","","3271","2363","#1,940 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10302453-Reviews-Ahoj_Cseho_Food-Budapest_Central_Hungary.html","https://www.facebook.com/ahojacseho/"
"1119 Mernok utca 35 Mérnök utca 35, Budapest 1119 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"10745314","false","false","47.464195","19.039686","Corner 35","5","+36 1 203 0160","","3271","2365","#1,941 of 3,061 Restaurants in Budapest","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10745314-Reviews-Corner_35-Budapest_Central_Hungary.html","http://www.facebook.com/corner35/"
"Dozsa Gyorgy ut 126. on the corner of Szabolcs utca, Budapest 1134 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,"info@vanilin.hu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10745008","false","false","47.51912","19.071314","Vanilin Confectionery","6","+36 1 270 9276","","3271","2364","#48 of 66 Bakeries in Budapest","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d10745008-Reviews-Vanilin_Confectionery-Budapest_Central_Hungary.html","http://vanilin.hu/"
"Lehel utca 15-17., Budapest 1039 Hungary",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Indian","European","Healthy","Hungarian",,,,,,,,,,"govindacsillaghegy@gmail.com","1080","720",,,,,"1020","600",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"14141832","false","false","47.584633","19.04818","Govinda Csillaghegy","2","+36 30 398 9610","$","3271","2369","#1,945 of 3,061 Restaurants in Budapest","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274887-d14141832-Reviews-Govinda_Csillaghegy-Budapest_Central_Hungary.html","https://www.facebook.com/govindacsillaghegy/"
