"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Estrada da Luz 148 L Near Lisbon Towers Business Center and British Hospital , Corner with Rua Tómas da Fonseca, Lisbon 1600-163 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,"estradadaluz@dicasa.pt","900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"10403855","false","false","38.75581","-9.176365","Casa Pizza/Di Casa – Estrada da Luz","16","+351 21 727 5665","$$ - $$$","4829","4360","#4,055 of 4,921 Restaurants in Lisbon","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d10403855-Reviews-Casa_Pizza_Di_Casa_Estrada_da_Luz-Lisbon_Lisbon_District_Central_Portugal.html","http://www.dicasa.pt/"
"Rua da Cintura do Porto de Lisboa Santos, Lisbon 1200-109 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European","Contemporary",,,,,,,,,,,"kubu@grupo-k.pt","1080","720",,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"19003551","false","false","38.705738","-9.152692","Kubu - Food, Drinks & Fun","12","+351 21 395 2111","$$ - $$$","4828","2931","#2,701 of 4,919 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d19003551-Reviews-Kubu_Food_Drinks_Fun-Lisbon_Lisbon_District_Central_Portugal.html","http://grupo-k.pt/kubu/"
"Rua Saraiva de Carvalho, Lisbon 1250-243 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4884977","false","false","38.71813","-9.15856","Restaurante Golfhino","5",,"","4829","3369","#3,117 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4884977-Reviews-Restaurante_Golfhino-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Nova da Trindade Chiado, Lisbon 1200-301 Portugal","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2015","2015","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,,,,"geral@fazgostoslx.com","960","780",,,,,"900","720","1410","1140",,,"900","720","1410","1140",,,"900","720","1410","1140",,,"900","720","1410","1140",,,"900","0","1410","1140",,,"1410","1140",,,,,"2164321","false","false","38.71246","-9.142555","Faz Gostos Lx","444","+351 925 286 086","$$ - $$$","4829","585","#541 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d2164321-Reviews-Faz_Gostos_Lx-Lisbon_Lisbon_District_Central_Portugal.html","http://www.fazgostoslx.com/"
"Avenida Dom Joao II 40 Quiosque I, Centro Comercial Vasco da Gama, Lisbon 1990-094 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8592826","false","false","38.76808","-9.097523","Quiosque dos Sabores","9",,"$","4829","3027","#2,793 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d8592826-Reviews-Quiosque_dos_Sabores-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Sousa Martins 15B, Lisbon 1050-217 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Brazilian","International","Fusion",,,,,,,,,,,"reserva@capimlimao.pt",,,,,,,"960","720",,,,,"960","720",,,,,"960","720",,,,,"960","720","1380","1140",,,"960","720","1380","1140",,,"960","720","1380","1140",,,"17441041","false","false","38.72976","-9.14591","Capim Limao","12","+351 963 246 567","$$ - $$$","4829","3029","#2,795 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d17441041-Reviews-Capim_Limao-Lisbon_Lisbon_District_Central_Portugal.html","http://www.capimlimao.pt"
"Avenida do Brasil 106 Alvalade, Lisbon 1700-074 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10463502","false","false","38.75667","-9.14525","Brasil Caffe","3",,"","4829","4361","#4,056 of 4,921 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d10463502-Reviews-Brasil_Caffe-Lisbon_Lisbon_District_Central_Portugal.html",
"Avenida Dom Joao II 11B Adamastor Building - Tower A - Floor 0, Lisbon 1990-096 Portugal","Certificate of Excellence 2019","2019","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,,,"restaurant","Mediterranean","Portuguese","Vegetarian Friendly",,,,,,,,,,,"geral@pateorestaurante.pt",,,,,,,"930","720","1350","1140",,,"930","720","1350","1140",,,"930","720","1350","1140",,,"930","720","1350","1140",,,"930","720","1350","1140",,,"930","720","1350","1140",,,"2370618","false","false","38.76362","-9.098439","Pateo Restaurante","319","+351 21 868 7208","$$ - $$$","4829","587","#543 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d2370618-Reviews-Pateo_Restaurante-Lisbon_Lisbon_District_Central_Portugal.html","https://www.pateorestaurante.pt/"
"Beco Maquinez 16 Alfama, Lisbon 1100-331 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Bar","Pub",,,,,,,,,,,"eduard_branco@hotmail.com",,,,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","540",,,,,"1560","840",,,,,"3896146","false","false","38.71241","-9.12593","Central Cafe","10","+351 21 888 1380","$","4828","2935","#2,705 of 4,919 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d3896146-Reviews-Central_Cafe-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/centralcafe.varandadomaquinez"
"Rua Mocambique 10 Prior Velho, Lisbon 1170-245 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5977183","false","false","38.72497","-9.13299","Cafe O Jorge","1","+351 21 247 5406","","4829","4355","#4,050 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d5977183-Reviews-Cafe_O_Jorge-Lisbon_Lisbon_District_Central_Portugal.html",
"Avenida Antonio Augusto de Aguiar 24A, Lisbon 1050-011 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,,,"info@sushicome.com","900","720","1410","1140",,,"900","720","1410","1140",,,"900","720","1410","1140",,,"900","720","1410","1140",,,"900","720","1410","1140",,,"900","720","1410","1140",,,"900","720","1410","1140",,,"8461906","false","false","38.7291","-9.14922","Nagoya - Marques","24","+351 21 357 2084","$","4829","4358","#4,053 of 4,921 Restaurants in Lisbon","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d8461906-Reviews-Nagoya_Marques-Lisbon_Lisbon_District_Central_Portugal.html","http://www.sushicome.com"
"Rua Sao Jose, 56, Lisbon 1150-323 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Contemporary",,,,,,,,,,,"reservas@eumrestaurante.pt",,,,,,,,,,,,,"900","750",,,,,"900","750",,,,,"900","750","1350","1140",,,"900","750","1350","1140",,,"900","750","1350","1140",,,"19140167","false","false","38.719044","-9.142917","E Um Restaurante","9","+351 21 596 8325","$$ - $$$","4828","2932","#2,702 of 4,919 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d19140167-Reviews-E_Um_Restaurante-Lisbon_Lisbon_District_Central_Portugal.html","http://eumrestaurante.pt"
"Rua do Loreto 49, Lisbon 1200-241 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014","Certificate of Excellence 2013","2013",,,,,,,,,,,"restaurant","Seafood","Mediterranean","Barbecue","European","Portuguese",,,,,,,,,"restaurante.casa.da.india@gmail.com",,,,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"1560","480",,,,,"2188859","false","false","38.71074","-9.144848","Casa da India","1616","+351 21 342 3661","$","4829","590","#546 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d2188859-Reviews-Casa_da_India-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/Casadaindiarestaurante/"
"Rua Maestro Pedro de Freitas Branco 26b, Lisbon 1250-158 Portugal",,,,,,,,,,,,,,,,,,,,,,,,"Chinese","Asian",,,,,,,,,,,,"hello@madambo.pt","870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"870","720","1320","1140",,,"22840353","false","false","38.71837","-9.15283","Madam Bo","0","+351 21 395 0231","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d22840353-Reviews-Madam_Bo-Lisbon_Lisbon_District_Central_Portugal.html","http://www.madambo.pt/"
"Calcada do Marques e Tancos 1, Lisbon 1100-340 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,,,,"saojorge@grupochamp.pt",,,,,,,"1350","300",,,,,"1350","1020",,,,,"1350","1020",,,,,"1350","1020",,,,,"1350","1020",,,,,,,,,,,"17142948","false","false","38.712193","-9.134706","Sao Jorge Restaurante","81","+351 21 765 7894","$$ - $$$","4829","588","#544 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d17142948-Reviews-Sao_Jorge_Restaurante-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/sao.jorge.lisboa/"
"Praca Marques de Pombal 8 HF Fenix Lisboa, Lisbon 1250-161 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3592154","false","false","38.72479","-9.15105","Espaco Jardim Restaurant","23","+351 21 371 6660","$$ - $$$","4829","3033","#2,799 of 4,921 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d3592154-Reviews-Espaco_Jardim_Restaurant-Lisbon_Lisbon_District_Central_Portugal.html","http://www.hfhotels.com/gb/?s=4&ss=27"
"Rua de Sao Jose 64, Lisbon 1150-324 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10390994","false","false","38.71919","-9.14298","Pastelaria ALVARIO","11","+351 21 342 6932","$","4829","3028","#2,794 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d10390994-Reviews-Pastelaria_ALVARIO-Lisbon_Lisbon_District_Central_Portugal.html",
"Museu de Marinha Praca Imperio Mosteiro dos Jerónimos, Lisbon 1400-206 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2019","2019","Certificate of Excellence 2018","2018",,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Portuguese","International","Healthy","Vegetarian Friendly",,,,,,,,"cafetaria.museumarinha@gmail.com","1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"2714595","false","false","38.69697","-9.208897","Cafetaria do Museu de Marinha","245","+351 21 097 7387","$$ - $$$","4829","589","#545 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d2714595-Reviews-Cafetaria_do_Museu_de_Marinha-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/cafetariamuseumarinha"
"Rua Cecilio de Sousa 77A R/c, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,"manuel@manuelpessoa.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17411629","false","false","38.71632","-9.150046","Casa Manuel Pessoa","4","+351 917 588 281","$$ - $$$","4828","2929","#2,699 of 4,919 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d17411629-Reviews-Casa_Manuel_Pessoa-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua da Cruz de Santa Apolonia 118, Lisbon 1100-188 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Portuguese","European",,,,,,,,,,,,"118restaurante@gmail.com",,,,,,,"900","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1440","720",,,,,"1440","720",,,,,"4725814","false","false","38.71774","-9.12176","Restaurante 118","11","+351 962 134 536","","4829","3367","#3,115 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4725814-Reviews-Restaurante_118-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/118restaurante"
"21C-E Campo Pequeno, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12966638","false","false","38.74377","-9.14495","Pastelaria Londres","5","+351 21 796 0460","","4829","3370","#3,118 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d12966638-Reviews-Pastelaria_Londres-Lisbon_Lisbon_District_Central_Portugal.html",
"Plaza de Los Restauradores, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6369256","false","false","38.71332","-9.342675","Cervejeria Prado","1",,"","4829","4356","#4,051 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d6369256-Reviews-Cervejeria_Prado-Lisbon_Lisbon_District_Central_Portugal.html",
"Avenida de Paris 6 F, Lisbon 1000-228 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese",,,,,,,,,,,"aupointlisboa@gmail.com",,,,,,,"900","690",,,,,"1200","690",,,,,"1200","690",,,,,"1320","690",,,,,"1320","690",,,,,"900","690",,,,,"15333888","false","false","38.741158","-9.134595","Au Point","4","+351 21 847 1179","$$ - $$$","4828","2930","#2,700 of 4,919 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d15333888-Reviews-Au_Point-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/aupointlisboa"
"Rua Augusta 195-197, Lisbon 1100-050 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,"info@manteigaria.com","1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1260","540",,,,,"1260","540",,,,,"21200665","false","false","38.74824","-9.140093","Manteigaria Rua Augusta","3","+351 21 347 0631","$","4829","3024","#2,790 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d21200665-Reviews-Manteigaria_Rua_Augusta-Lisbon_Lisbon_District_Central_Portugal.html","https://www.facebook.com/pg/manteigaria.oficial"
"Rua de Ponta Delgada, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4093382","false","false","38.73305","-9.13804","Tasquinha dos Grelhados","10",,"$$ - $$$","4829","3373","#3,120 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4093382-Reviews-Tasquinha_dos_Grelhados-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Rodrigo da Fonseca 182 C, Lisbon 1070-243 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,"martinsecarmo@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4740858","false","false","38.72712","-9.15677","Cafe Martins","8","+351 21 385 3154","$$ - $$$","4829","3025","#2,791 of 4,921 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4740858-Reviews-Cafe_Martins-Lisbon_Lisbon_District_Central_Portugal.html",
"Calcada Cesteiros 7, Lisbon 1100-138 Portugal","Certificate of Excellence 2020","2020",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese","Mediterranean","Vegetarian Friendly","Vegan Options",,,,,,,,,"asladrasbistro@gmail.com",,,,,,,"900","720","1350","1140",,,"900","720","1350","1140",,,"900","720","1350","1140",,,"900","720","1350","1140",,,"900","720","1350","1140",,,"900","720","1350","1140",,,"14134706","false","false","38.715557","-9.121944","As Ladras","64","+351 21 887 1871","$$ - $$$","4829","582","#538 of 4,921 Restaurants in Lisbon","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d14134706-Reviews-As_Ladras-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/asladrasbistro"
"Rua da Conceicao 55, Lisbon 1100-151 Portugal","Certificate of Excellence 2020","2020","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"2386943","false","false","38.70977","-9.136347","Cervejaria Paco Real","320","+351 21 887 8811","$","4829","586","#542 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d2386943-Reviews-Cervejaria_Paco_Real-Lisbon_Lisbon_District_Central_Portugal.html",
"Largo Portas do Sol 4, Lisbon 1100-411 Portugal","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015",,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Portuguese","Vegetarian Friendly",,,,,,,,,,"ola@portasdosol.pt","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"5485652","false","false","38.71215","-9.130285","Cerca Moura","328","+351 21 886 0953","$$ - $$$","4829","583","#539 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d5485652-Reviews-Cerca_Moura-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/cercamoura2013"
"Rua Bartolomeu Dias n 120 Lote D1 Loja, Lisbon 1400-031 Portugal","Certificate of Excellence 2018","2018","Certificate of Excellence 2017","2017","Certificate of Excellence 2016","2016","Certificate of Excellence 2015","2015","Certificate of Excellence 2014","2014",,,,,,,,,,,,,"restaurant","Seafood","Mediterranean","European","Portuguese","Grill","Gluten Free Options",,,,,,,,"geral@nunesmarisqueira.pt","1440","720",,,,,,,,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1440","720",,,,,"1016407","false","false","38.69527","-9.212547","Nunes Real Marisqueira","589","+351 21 301 9899","$$ - $$$","4829","581","#537 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d1016407-Reviews-Nunes_Real_Marisqueira-Lisbon_Lisbon_District_Central_Portugal.html","http://www.nunesmarisqueira.pt"
"Estrada de Benfica 591B Perto da Av. do Uruguai, Lisbon 1500-086 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"900","720","1380","1140",,,"13503722","false","false","38.750637","-9.198171","Burrata - Pizzaria Artesanal","8","+351 21 716 1766","","4829","3031","#2,797 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d13503722-Reviews-Burrata_Pizzaria_Artesanal-Lisbon_Lisbon_District_Central_Portugal.html",
"Avenida de Berna 3, Lisbon 1050-036 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean","European",,,,,,,,,,"lisboa.berna@latagliatella.pt","780","660",,,,,"960","720","1320","1140",,,"960","720","1320","1140",,,"960","720","1320","1140",,,"960","720","1320","1140",,,"960","720","1320","1140",,,"780","660",,,,,"15583770","false","false","38.74117","-9.147567","La Tagliatella Portugal Berna, Lisboa","72","+351 21 793 0701","$$ - $$$","4829","3026","#2,792 of 4,921 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d15583770-Reviews-La_Tagliatella_Portugal_Berna_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html","http://www.latagliatella.pt/pt/restaurantes/lisboa/berna-lisboa"
"Centro Comercial Colombo Avenida Lusiada, loja 2.017 Piso 2 No centro Comercial Colombo, Lisbon 1500-392 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10796501","false","false","38.75416","-9.19113","Noori Sushi","8","+351 965 117 171","$","4829","3032","#2,798 of 4,921 Restaurants in Lisbon","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d10796501-Reviews-Noori_Sushi-Lisbon_Lisbon_District_Central_Portugal.html",
"R. Jose Acurcio das Neves 3, Lisbon 1900-221 Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22506474","false","false",,,"Ze do Cozido","0","+351 21 847 0957","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d22506474-Reviews-Ze_do_Cozido-Lisbon_Lisbon_District_Central_Portugal.html",
"Rua Rodrigo da Fonseca 88 Four Seasons Hotel Ritz Lisbon, Lisbon 1099-039 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12850794","false","false","38.72552","-9.15519","O Japones","6","+351 21 381 1400","$$$$","4828","2933","#2,703 of 4,919 Restaurants in Lisbon","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d12850794-Reviews-O_Japones-Lisbon_Lisbon_District_Central_Portugal.html","http://www.fourseasons.com/lisbon/dining/restaurants/o-japones/"
"Avenida da Fundacao 33 C, Lisbon 2805-153 Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5958878","false","false","38.67036","-9.16001","Restaurante Fundacao","0","+351 21 276 5360","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d5958878-Reviews-Restaurante_Fundacao-Lisbon_Lisbon_District_Central_Portugal.html",
"Edificio Prime Av Da Quinta Grande 53 2614 521, Lisbon Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4570271","false","false",,,"cafetariarte sta Apolonia no","0","+351 21 791 3600","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d4570271-Reviews-Cafetariarte_sta_Apolonia_no-Lisbon_Lisbon_District_Central_Portugal.html",
"Alameda dos Oceanos 43 Loja 14 Galerias, Rio Plaza, 1990-238 LISBOA, Lisbon 1990-203 Portugal",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Portuguese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3250954","false","false","38.76315","-9.09644","Sabores do Douro","3",,"","4829","4362","#4,057 of 4,921 Restaurants in Lisbon","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d3250954-Reviews-Sabores_do_Douro-Lisbon_Lisbon_District_Central_Portugal.html",
"Praca de Alvalade 6B Centro Comercial Alvalade, Quiosque E3, Lisbon 1700-036 Portugal",,,,,,,,,,,,,,,,,,,,,,,,"American","German",,,,,,,,,,,,"info@cachorrovadio.com","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"8633659","false","false","38.753124","-9.144732","Cachorro Vadio","0","+351 917 243 798","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g189158-d8633659-Reviews-Cachorro_Vadio-Lisbon_Lisbon_District_Central_Portugal.html","http://www.facebook.com/cachorrovadio/"
