"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","cuisine/15","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Einsteinova Ul. 18, Bratislava 851 01 Slovakia",,,,,,,,,,,,,,,,,,,,,,"European",,,,,,,,,,,,,,,,"caffe@blue-bear.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20095277","false","false","48.133045","17.108124","BLUE BEAR Caffe & Bar","0","+421 904 420 595","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d20095277-Reviews-BLUE_BEAR_Caffe_Bar-Bratislava_Bratislava_Region.html","http://blue-bear.sk"
"Lamacska Brana 664, Bratislava 84103 Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"1260","540",,,"20101293","false","false","48.205452","17.034193","Subway","0","+421 907 747 811","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d20101293-Reviews-Subway-Bratislava_Bratislava_Region.html","https://restaurants.subway.com/slovakia/bratislava/lamacska-brana-664?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=62088&utm_campaign=evergreen-2020&y_source=1_MTQ5MjcwNDQtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Zuzany Chalupovej 4 Slnecnice Market, Bratislava 85107 Slovakia",,,,,,,,,,,,,,,,,,,,,,"Barbecue","American",,,,,,,,,,,,,,,"bob@smokinbob.sk","1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"1200","660",,,"19324204","false","false","48.092285","17.119041","Smokin' Bob Barbecue","0","+421 905 721 217","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d19324204-Reviews-Smokin_Bob_Barbecue-Bratislava_Bratislava_Region.html","http://www.smokinbob.sk"
"Einsteinova 18 Aupark, Bratislava 851 01 Slovakia",,,,,,,,,,,,,,,,,,,,,,"French","Cafe",,,,,,,,,,,,,,,"natacha@jabojrout.sk","1260","540",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","540",,,"15343371","false","false","48.1324","17.10765","Natacha Pacal Patisserie","0","+421 907 549 405","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d15343371-Reviews-Natacha_Pacal_Patisserie-Bratislava_Bratislava_Region.html","https://www.facebook.com/NatachaPacalPatisserie/"
"Odborarska 20, Bratislava 831 02 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4770030","false","false","48.18044","17.13484","Restauracia Sfinga","2",,"","1180","1067","#941 of 1,268 Restaurants in Bratislava","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770030-Reviews-Restauracia_Sfinga-Bratislava_Bratislava_Region.html",
"Bagarova 16, Bratislava 841 01 Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restauracia@rb79.sk","1320","660",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1380","600",,,"1380","660",,,"21133637","false","false","48.18212","17.04512","RB 79","0","+421 948 453 541","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d21133637-Reviews-RB_79-Bratislava_Bratislava_Region.html","http://rb79.sk/"
"Vinohradnicka 3, Bratislava 821 06 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5048802","false","false","48.12326","17.21987","Bufet u Zuzky","1",,"","1180","1066","#940 of 1,268 Restaurants in Bratislava","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d5048802-Reviews-Bufet_u_Zuzky-Bratislava_Bratislava_Region.html",
"Osvetova 2, Bratislava 82105 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub",,,,,,,,,,,,,,,,"info@brewer.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15606158","false","false","48.14938","17.1755","Pivovarska Spilka","8","+421 910 444 401","","1180","1062","#936 of 1,268 Restaurants in Bratislava","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d15606158-Reviews-Pivovarska_Spilka-Bratislava_Bratislava_Region.html","https://www.facebook.com/brewerpivovar/?__tn__=K-R&eid=ARAe1d8KEYKgq1gV2AoAWAXUCXjyLkECAKr5cIhcFYts6__0YjpPeXSaJgn4yix851ky7Zq82HRrEgeq&fref=mentions&__xts__[0]=68.ARB7LhP_nMSa85EZTISlyzLjQTqY5haGrqlhSxK5UgiHENBQUm6mB0_JNHEijvb02UnyOuL9gmiWY1XM4O6GYiNt84eK4XqJ7-p-TEjJWIF9ONV1wnuRZi3vbV_sYurl31zKrl0XdqCzXf_c_7733mKd4SeLXL25IqPOUbC_DXuryTKb7D_m32wOObOiyx6skwRfqddhntE7UGP5LXiPgpvtIl7nP6aQP-zx8XXLBI7JBpHMtwEkDwXvTDcLQaszcmi02wfeJa4qsemYX2xwfbwDsbK3kifVO88A8KyVd8T3GQyCiZFAE7nNMp2UMiAqiogX2ClWEfd3OtEpb5OiMFE"
"Ivanska Cesta 16 Avion Shopping Park, Bratislava 82104 Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"20316431","false","false","48.166714","17.180265","Subway","0","+421 918 672 884","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d20316431-Reviews-Subway-Bratislava_Bratislava_Region.html","https://restaurants.subway.com/slovakia/bratislava/ivanska-cesta-16?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=57002&utm_campaign=evergreen-2020&y_source=1_MTQ5Mjk2MjUtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Ivanska cesta 16, Bratislava 821 04 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,"avion@pizzamizza.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5005005","false","false","48.164654","17.182737","Pizza Mizza Avion BA","34","+421 2/436 434 48","$$ - $$$","1180","1065","#939 of 1,268 Restaurants in Bratislava","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d5005005-Reviews-Pizza_Mizza_Avion_BA-Bratislava_Bratislava_Region.html","http://www.pizzamizza.sk"
"Podunajska 23, Bratislava 82106 Slovakia",,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,,,,,,,,,"dominika@ramadasa.family",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15073746","false","false","48.140736","17.195347","Ramadasa rodinne centrum","0","+421 915 709 058","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d15073746-Reviews-Ramadasa_rodinne_centrum-Bratislava_Bratislava_Region.html","https://www.facebook.com/Ramadasa.family/"
"Vysoka 35, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,,,,,,,,,"mb@artdecosk.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12800757","false","false","48.149025","17.112608","Il Mondo Kava","0","+421 915 052 165","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12800757-Reviews-Il_Mondo_Kava-Bratislava_Bratislava_Region.html","http://www.facebook.com/ilmondokava"
"Hlboka cesta 1, Bratislava 81104 Slovakia",,,,,,,,,,,,,,,,,,,,,,"Fast Food",,,,,,,,,,,,,,,,"rucka@r3.roburnet.sk","1200","780",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","780",,,"16756008","false","false","48.15493","17.1047","Chocco Cafe Bar","0","+421 905 479 286","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d16756008-Reviews-Chocco_Cafe_Bar-Bratislava_Bratislava_Region.html","https://www.facebook.com/ChoccoCafeBar/"
"Mlynske luhy 12, Bratislava 821 05 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769990","false","false","48.15115","17.17726","Restauracia FI.AT","1",,"","1180","1064","#938 of 1,268 Restaurants in Bratislava","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769990-Reviews-Restauracia_FI_AT-Bratislava_Bratislava_Region.html",
"Pestovatelska 9, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"870","540",,,"870","540",,,"870","540",,,"870","540",,,"840","540",,,,,,,"4770048","false","false","48.17333","17.18077","Everest","1",,"","1180","1060","#934 of 1,268 Restaurants in Bratislava","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770048-Reviews-Everest-Bratislava_Bratislava_Region.html",
"Prievozska 10, Bratislava 82109 Slovakia",,,,,,,,,,,,,,,,,,,,,,"Turkish","Middle Eastern","Persian","Caucasian",,,,,,,,,,,,,"cyrusrestauracia@yahoo.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21038846","false","false",,,"Cyrus Restauracia & Kaviaren","0","+421 908 347 653","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d21038846-Reviews-Cyrus_Restauracia_Kaviaren-Bratislava_Bratislava_Region.html","http://facebook.com/cyrusvasarestauracia/"
"Polnohospodarksa 113, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5048789","false","false","48.1407","17.20646","Pod agatom","3",,"$$ - $$$","1180","1063","#937 of 1,268 Restaurants in Bratislava","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d5048789-Reviews-Pod_agatom-Bratislava_Bratislava_Region.html",
"Kalinkovo 66 Okres Senec, Dubravka, Bratislava 90043 Slovakia",,,,,,,,,,,,,,,,,,,,,,"Pizza","Soups",,,,,,,,,,,,,,,,"1260","960",,,"900","660","1260","960","900","660","1260","960","900","660","1260","960","900","660","1260","960","900","660","1320","960","1320","960",,,"21373036","false","false","48.05743","17.25278","Pizzeria Deda Pala","0","+421 944 800 085","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g15239633-d21373036-Reviews-Pizzeria_Deda_Pala-Dubravka_Bratislava_Bratislava_Region.html","https://www.facebook.com/Pizzeria-Dedo-Palo-102896188271808/"
"Mytna 61, 985 53 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech","Central European","Hungarian",,,,,,,,,,,,,"info@upalucha.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21121250","false","false","48.157516","17.119694","U Palucha","1","+421 948 257 556","","296","256","#233 of 333 Restaurants in Banska Bystrica Region","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1009467-d21121250-Reviews-U_Palucha-Banska_Bystrica_Region.html","http://www.upalucha.sk"
"Harmincova, Dubravka, Bratislava 84101 Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1140","600",,,"1140","600",,,"1140","600",,,"1140","600",,,"1140","600",,,"1140","600",,,"1140","600",,,"21361153","false","false",,,"Azijske Bistro Pho Hun","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g15239633-d21361153-Reviews-Azijske_Bistro_Pho_Hun-Dubravka_Bratislava_Bratislava_Region.html",
"Plynarenska 1, Bratislava 821 09 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4770060","false","false","48.14729","17.14275","Presto BBC I","3",,"","1180","1061","#935 of 1,268 Restaurants in Bratislava","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4770060-Reviews-Presto_BBC_I-Bratislava_Bratislava_Region.html",
"Krasovskeho 15, Einseinova Business Center, Bratislava 851 01 Slovakia",,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,,,,,,,,,"info@coffia.sk",,,,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,"1080","480",,,,,,,"21279305","false","false","48.132164","17.114899","Coffia Cafe","0","+421 911 278 315","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d21279305-Reviews-Coffia_Cafe-Bratislava_Bratislava_Region.html","http://www.coffiacafe.sk"
"Dunajska 34, Bratislava 811 08 Slovakia",,,,,,,,,,,,,,,,,,,,,,"International",,,,,,,,,,,,,,,,"henry@henrybistro.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7246550","false","false","48.14523","17.1178","Henry","0","+421 918 905 838","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d7246550-Reviews-Henry-Bratislava_Bratislava_Region.html",
"M.Sch.Trnavskeho 14, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,"1440","660",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","660",,,"4769957","false","false","48.18026","17.04349","AutoBar Restaurant","2",,"$$ - $$$","1180","1069","#943 of 1,268 Restaurants in Bratislava","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769957-Reviews-AutoBar_Restaurant-Bratislava_Bratislava_Region.html","http://www.abrestaurant.sk"
"Vajnorska 103/A, Bratislava 831 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Eastern European","Armenian",,,,,,,,,,,,,,"Lette.team@gmail.com",,,,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,,,,,"11822289","false","false","48.17784","17.146307","Im Lette","1","+421 902 690 112","$","1180","1108","#979 of 1,268 Restaurants in Bratislava","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d11822289-Reviews-Im_Lette-Bratislava_Bratislava_Region.html","http://imlette.com"
"Starorimska 6, Rusovce, Bratislava 851 10 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7362968","false","false","48.04297","17.15678","Biela Pec","10",,"$$ - $$$","1180","1106","#977 of 1,268 Restaurants in Bratislava","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1439609-d7362968-Reviews-Biela_Pec-Rusovce_Bratislava_Bratislava_Region.html","http://www.bielapec.sk"
"Galvaniho 7, Bratislava 821 01 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"1020","450",,,"2460","1170",,,"2460","1170",,,"2460","1170",,,"2460","1170",,,,,,,"12699087","false","false","48.16562","17.17782","Fresh Garden Salads - Galvaniho","2","+421 902 311 331","","1180","1107","#978 of 1,268 Restaurants in Bratislava","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12699087-Reviews-Fresh_Garden_Salads_Galvaniho-Bratislava_Bratislava_Region.html","http://www.freshgarden.sk/en/contact/"
"Kamenne Nam. 1/A, Bratislava 815 61 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"juliusmeinl-myba@meinlcafe.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11905610","false","false","48.14558","17.11391","Julius Meinl Cafe & Restaurant","21",,"","1180","1102","#975 of 1,268 Restaurants in Bratislava","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d11905610-Reviews-Julius_Meinl_Cafe_Restaurant-Bratislava_Bratislava_Region.html","http://meinlcafe.sk/julius-meinl-cafe-restaurant-my-bratislava/"
"Obchodna 43-45, Bratislava 811 06 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2605551","false","false","48.148293","17.11199","Zeleneho Stromu","41",,"$$ - $$$","1180","1100","#973 of 1,268 Restaurants in Bratislava","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d2605551-Reviews-Zeleneho_Stromu-Bratislava_Bratislava_Region.html","http://www.uzelenehostromu.sk/"
"Vajnorska 10, Bratislava 83104 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,"cokovajnorska@gmail.com",,,,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1200","840",,,"13010113","false","false","48.15983","17.12995","Cokolada","2","+421 905 985 133","","1180","1103","#58 of 61 Dessert in Bratislava","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d13010113-Reviews-Cokolada-Bratislava_Bratislava_Region.html","https://www.facebook.com/wwwcokolada.sk"
"Einsteinova 3541 Aupark, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13341252","false","false","48.132668","17.107946","The Cut, Aupark","8",,"$$ - $$$","1180","1105","#976 of 1,268 Restaurants in Bratislava","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d13341252-Reviews-The_Cut_Aupark-Bratislava_Bratislava_Region.html","https://www.facebook.com/thecut.meatingpoint.aupark/"
"Tomasikova 64, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5048801","false","false","48.17263","17.143","Presto Lakeside park","1",,"","1180","1109","#980 of 1,268 Restaurants in Bratislava","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d5048801-Reviews-Presto_Lakeside_park-Bratislava_Bratislava_Region.html",
"Nobelovo Namestie 1, Bratislava 85101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Pub","Gastropub","Central European",,,,,,,,,,,,,"info@derbypub.sk","1440","660",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1560","600",,,"1440","660",,,"12959720","false","false","48.13048","17.099865","Derby pub","8","+421 902 891 397","$$ - $$$","1180","1101","#974 of 1,268 Restaurants in Bratislava","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d12959720-Reviews-Derby_pub-Bratislava_Bratislava_Region.html","http://www.derbypub.sk/"
"Stefanikova 19, Bratislava 81105 Slovakia",,,,,,,,,,,,,,,,,,,,,,"Pizza","European","Central European","Dining bars","Beer restaurants",,,,,,,,,,,,"kontakt@starecasyrestaurant.sk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21079191","false","false",,,"Stare Casy","0","+421 951 200 696","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d21079191-Reviews-Stare_Casy-Bratislava_Bratislava_Region.html","http://www.starecasyrestaurant.sk/"
"Herlianska-Maly trh, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769847","false","false","48.15989","17.15528","Bufet u Doda","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769847-Reviews-Bufet_u_Doda-Bratislava_Bratislava_Region.html",
"Culenova 4, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769788","false","false","48.14368","17.12364","E.ON club bar Vilka","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769788-Reviews-E_ON_club_bar_Vilka-Bratislava_Bratislava_Region.html",
"Fadruszova 2720, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,,"Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769822","false","false","48.15769","17.05305","Jane's pub","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769822-Reviews-Jane_s_pub-Bratislava_Bratislava_Region.html",
"Herlianska 15, Bratislava 821 03 Slovakia",,,,,,,,,,,,,,,,,,,,,,"American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769832","false","false","48.15887","17.15596","Restauracia u Matusa","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769832-Reviews-Restauracia_u_Matusa-Bratislava_Bratislava_Region.html",
"Herlianska 15, Bratislava 821 03 Slovakia",,,,,,,,,,,,,,,,,,,,,,"Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769836","false","false","48.15887","17.15596","Pub u Adama","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769836-Reviews-Pub_u_Adama-Bratislava_Bratislava_Region.html",
"Dolnozemska 1, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,,"Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769808","false","false","48.12786","17.13191","Becky Pub","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769808-Reviews-Becky_Pub-Bratislava_Bratislava_Region.html",
"Galvaniho 17/C, Bratislava 821 04 Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769834","false","false","48.163185","17.17746","Best One","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769834-Reviews-Best_One-Bratislava_Bratislava_Region.html",
"Karadzicova 10, Bratislava Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769954","false","false","48.14885","17.12536","CBC cafe & restaurant","6","+421 2/555 715 71","$$ - $$$","1180","1159","#1,027 of 1,268 Restaurants in Bratislava","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769954-Reviews-CBC_cafe_restaurant-Bratislava_Bratislava_Region.html",
"Obchodna 52, Bratislava 811 06 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6820848","false","false","48.14818","17.111763","Restaurant Maximilian","79","+421 2/527 314 64","$$ - $$$","1180","1158","#1,026 of 1,268 Restaurants in Bratislava","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d6820848-Reviews-Restaurant_Maximilian-Bratislava_Bratislava_Region.html","http://restauracia-bratislava.sk"
"Molecova, Bratislava 841 04 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2421687","false","false","48.142334","17.106462","Pizzeria Camel","37","+421 2/654 210 96","$$ - $$$","1180","1156","#1,024 of 1,268 Restaurants in Bratislava","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d2421687-Reviews-Pizzeria_Camel-Bratislava_Bratislava_Region.html","http://pizzeriakamel.sk/"
"Biskupicka 17, Bratislava 821 06 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"pacopolova@yahoo.es","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"9758131","false","false","48.12723","17.20766","La cabana Tapas Bar","10","+421 902 398 876","$$ - $$$","1180","1150","#1,018 of 1,268 Restaurants in Bratislava","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d9758131-Reviews-La_cabana_Tapas_Bar-Bratislava_Bratislava_Region.html","http://www.facebook.com/La-Caba%C3%B1a-%C5%A1panielsky-tapas-507032106111822"
"Mickiewiczova 2 Vo Dvore, Bratislava 81103 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,"lombardibratislava@azet.sk","1425","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1380","600",,,"1439","0",,,"1439","0",,,"13138565","false","false","48.14923","17.115305","Lombardi Pizza","4","+421 917 959 959","$","1180","1155","#1,023 of 1,268 Restaurants in Bratislava","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d13138565-Reviews-Lombardi_Pizza-Bratislava_Bratislava_Region.html","http://www.lombardi.sk"
"Manesovo Namestie 5, Bratislava 85101 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Brew Pub","Bar","Pizza","Pub",,,,,,,,,,,,"lindazahorec@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13003713","false","false","48.12853","17.11155","Kralovska Pivaren","4","+421 910 663 663","","1180","1154","#1,022 of 1,268 Restaurants in Bratislava","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d13003713-Reviews-Kralovska_Pivaren-Bratislava_Bratislava_Region.html","http://www.kralovskapivaren.sk"
"Kominarska 1552/3A, Bratislava 83104 Slovakia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Pub","Gastropub","Czech","Central European","Beer restaurants",,,,,,,,,,,"%20info@prazskypub.sk","1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"1440","660",,,"19002794","false","false","48.1595","17.12377","Prazsky Pub","4","+421 2/207 070 77","","1180","1157","#1,025 of 1,268 Restaurants in Bratislava","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d19002794-Reviews-Prazsky_Pub-Bratislava_Bratislava_Region.html","http://www.prazskypub.sk"
"Galvaniho 7/A, Bratislava 821 04 Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1080","450",,,"1080","450",,,"1080","450",,,"1080","450",,,"1080","450",,,,,,,"4769825","false","false","48.17453","17.17082","Canteen Priatelia","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274924-d4769825-Reviews-Canteen_Priatelia-Bratislava_Bratislava_Region.html",
