"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"avenue du Cimetiere 12, Geneva 1213 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11689581","false","false","46.19714","6.11773","Le Capucin","4","+41 22 793 39 80","","1550","1394","#1,306 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d11689581-Reviews-Le_Capucin-Geneva.html",
"rue du Mole 1, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","Mediterranean",,,,,,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"6870380","false","false","46.212166","6.149731","Cafe Restaurant de la Navigation","42","+41 22 732 29 17","$","1550","1496","#1,403 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6870380-Reviews-Cafe_Restaurant_de_la_Navigation-Geneva.html","http://www.local.ch/en/d/geneve/1201/restaurant/cafe-restaurant-de-la-navigation-kLXDFNDxLTIWTjMd5DZjXA"
"rue de la Servette 76, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10056085","false","false","46.21241","6.1328","Le Meridien","3","+41 78 654 37 25","","1550","1492","#1,399 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d10056085-Reviews-Le_Meridien-Geneva.html",
"avenue d' Aire 40, Geneva 1203 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"imkzeneli@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19097602","false","false","46.20746","6.12257","Apollonia","2","+41 22 345 17 47","","1550","1175","#1,104 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d19097602-Reviews-Apollonia-Geneva.html","https://restaurant-apollonia.ch/"
"rue des Eaux-Vives 94, Bellevue, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Peruvian","South American",,,,,,,,,"los.incas@yahoo.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4105306","false","false","46.20537","6.16072","Restaurant Los Incas II","3","+(41)41227369828","","1550","1351","#1,267 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1190139-d4105306-Reviews-Restaurant_Los_Incas_II-Bellevue_Geneva.html",
"1, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1045001","false","false","46.22047","6.14987","McDonald's","48","320-71-10","$","1550","1442","#32 of 37 Quick Bites in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1045001-Reviews-McDonald_s-Geneva.html","http://www.mcdonalds.ch/"
"Boulevard Carl Vogt, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Vegetarian Friendly",,,,,,,,,,,"900","600",,,,,,,,,,,"840","600","1440","1020",,,"840","600","1440","1020",,,"840","600","1440","1020",,,"840","600","1440","1020",,,"1440","1080",,,,,"948793","false","false","46.198","6.13583","Cafe Kid","2",,"","1550","1395","#1,307 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d948793-Reviews-Cafe_Kid-Geneva.html",
"rue de la Faucille 4, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"900","450",,,,,"900","420",,,,,"1140","420",,,,,"1140","420",,,,,"1260","420",,,,,"1140","420",,,,,"1140","420",,,,,"12355801","false","false","46.21052","6.13983","Sucre Sale","2","+41 22 733 00 65","","1550","1189","#1,118 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d12355801-Reviews-Sucre_Sale-Geneva.html",
"chemin Louis-Hubert 2, Geneva 1213 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Fast Food",,,,,,,,,"info@gillesdesplanches.ch","1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"1140","360",,,,,"5298016","false","false","46.19284","6.11132","Gilles Desplanches Lancy","20","+41 22 792 51 70","$$ - $$$","1550","1403","#1,315 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d5298016-Reviews-Gilles_Desplanches_Lancy-Geneva.html","http://www.gillesdesplanches.ch/"
"rue de Carouge 69, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7199362","false","false","46.19077","6.14389","Planete Sandwiche","3","+41 22 328 07 27","$","1550","1185","#1,114 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7199362-Reviews-Planete_Sandwiche-Geneva.html",
"rue de Lausanne 52, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12321570","false","false","46.21412","6.14634","Da Antonio","4",,"","1550","1406","#1,318 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d12321570-Reviews-Da_Antonio-Geneva.html",
"rue de la Terrassiere 25, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10810171","false","false","46.20075","6.15865","Les Delices De Geneve","2","+41 22 735 75 21","","1550","1399","#1,311 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d10810171-Reviews-Les_Delices_De_Geneve-Geneva.html",
"9, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","Mediterranean","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1044837","false","false","46.20307","6.1592","L'Acluse","5","329-94-49","","1550","1404","#1,316 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1044837-Reviews-L_Acluse-Geneva.html",
"rond-point de Plainpalais 1, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1560","420",,,,,"1560","420",,,,,"13545952","false","false","46.198273","6.143017","McDonald's","4","+41 22 320 71 10","","1550","1191","#1,120 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d13545952-Reviews-McDonald_s-Geneva.html","https://www.mcdonalds.ch/fr/restaurants/geneve-plainpalais/"
"boulevard de Saint-Georges 13, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Contemporary",,,,,,,,,,"reservation@soul-food.ch",,,,,,,"900","540",,,,,"1500","540",,,,,"1500","540",,,,,"1500","540",,,,,"1560","540",,,,,"1560","1080",,,,,"2492715","false","false","46.20142","6.13214","Soul Food Restaurant and Lounge","6","+41 22 321 59 44","$$ - $$$","1550","1187","#1,116 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2492715-Reviews-Soul_Food_Restaurant_and_Lounge-Geneva.html","http://www.soul-food.ch"
"Promenade des lavendieres, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12457158","false","false","46.20469","6.14016","La Barje - Terrasse des lavendieres","2","+41 22 344 83 56","","1550","1188","#1,117 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d12457158-Reviews-La_Barje_Terrasse_des_lavendieres-Geneva.html","http://www.labarje.ch/lieux/lavandiere/"
"avenue Giuseppe-Motta 30 30, Av.Giuseppe-Motta, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian","Vegetarian Friendly",,,,,,,,"avenuemotta@yahoo.com","870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"870","690","1350","1080",,,"4296129","false","false","46.218273","6.133703","La Table des Nations","43","+41 22 734 56 27","$$ - $$$","1550","1192","#1,121 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4296129-Reviews-La_Table_des_Nations-Geneva.html","http://www.latabledesnations.ch/"
"route de Chene 19, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12246290","false","false","46.2002","6.16689","Jet Pizza","2","+41 22 700 91 92","","1550","1397","#1,309 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d12246290-Reviews-Jet_Pizza-Geneva.html","https://www.facebook.com/Jetpizza1207/"
"quai du Seujet 20, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20908410","false","false","46.20517","6.13527","L'Etna","3","+41 22 731 10 90","","1550","1402","#1,314 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d20908410-Reviews-L_Etna-Geneva.html","https://letna-restaurant.business.site/?m=true"
"Rue de Montbrillant, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1066706","false","false","46.21782","6.14122","Cafe PanAM","1",,"","1550","1398","#1,310 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1066706-Reviews-Cafe_PanAM-Geneva.html",
"rue des Rois 9, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14973416","false","false","46.202965","6.137769","Chez Antoinette","2","+41 22 525 37 57","","1550","1186","#1,115 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d14973416-Reviews-Chez_Antoinette-Geneva.html","https://www.facebook.com/chezantoinette1204/"
"quai du Rhone 2, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16698777","false","false","46.20255","6.13192","Brasserie du Commerce","2","+41 22 808 00 86","","1550","1405","#1,317 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d16698777-Reviews-Brasserie_du_Commerce-Geneva.html","https://www.facebook.com/Brasserie-Du-Commerce-182979375677075/"
"chemin de la Vendee 28, Geneva 1213 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11880644","false","false","46.18954","6.12053","Latranche","2","+41 22 793 33 93","","1550","1401","#1,313 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d11880644-Reviews-Latranche-Geneva.html","http://latranche.ch/"
"route du Nant-d'Avril 107, Meyrin, Geneva 1217 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Swiss","Barbecue","European",,,,,,,"restaurant.grill.house@gmail.com","960","660",,,,,"870","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1440","600",,,,,"1440","600",,,,,"8803344","false","false","46.224888","6.060764","Restaurant Le Nant D'Avril","53","+41 22 782 98 22","$$ - $$$","1550","1400","#1,312 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1974645-d8803344-Reviews-Restaurant_Le_Nant_D_Avril-Meyrin_Geneva.html","http://www.grill-house.ch/le-nant-davril/pizzeria-meyrin/"
"9 Place Bourg de Four, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","French","Spanish","Wine Bar",,,,,,,"guill.legrand@gmail.com","1380","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"1440","660",,,,,"15850040","false","false","46.19996","6.149299","Le Studio Cafe","7","+41 22 310 26 10","$$ - $$$","1550","1049","#984 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d15850040-Reviews-Le_Studio_Cafe-Geneva.html","http://www.facebook.com/pages/category/Restaurant/Le-Studio-Caf%C3%A9-109304219131285/"
"rue de Monthoux 49, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14155573","false","false","46.21114","6.14615","La Peniche","3","+41 22 732 58 15","","1550","1193","#1,122 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d14155573-Reviews-La_Peniche-Geneva.html",
"chemin de la Clairiere 11, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7262552","false","false","46.20124","6.16381","Central Park Cafe","3",,"","1550","1451","#1,361 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7262552-Reviews-Central_Park_Cafe-Geneva.html",
"rue de Jargonnant 5 Eaux-Vives, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Swiss","European",,,,,,,,,"1080","540",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","480",,,,,"12920031","false","false","46.200806","6.160041","Boreal Coffee Shop - Eaux-Vives","8","+41 22 736 26 60","$","1550","1454","#1,363 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d12920031-Reviews-Boreal_Coffee_Shop_Eaux_Vives-Geneva.html","http://www.borealcoffee.ch/cafes/geneva/eaux-vives/"
"galerie Jean-Malbuisson 12, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6090372","false","false","46.20387","6.14635","Wokn go","5",,"","1550","1455","#1,364 of 1,611 Restaurants in Geneva","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d6090372-Reviews-Wokn_go-Geneva.html",
"passage Linck 2, Geneva 1207 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Gastropub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8772962","false","false","46.20216","6.16143","L'Olyve","7","+41 22 700 40 20","$$ - $$$","1550","1450","#1,360 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8772962-Reviews-L_Olyve-Geneva.html",
"rue de Bandol 1, Geneva 1213 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,"info@carla-et-nuno.ch",,,,,,,"1290","420",,,,,"1290","420",,,,,"1290","420",,,,,"1290","420",,,,,"1290","420",,,,,"1290","1080",,,,,"3833369","false","false","46.18642","6.107231","Cafe Restaurant Laner Chez Carla Et Nuno","19","+41 22 792 58 70","$$ - $$$","1550","1447","#1,357 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d3833369-Reviews-Cafe_Restaurant_Laner_Chez_Carla_Et_Nuno-Geneva.html","http://www.carla-et-nuno.ch/"
"boulevard de Saint-Georges 62-64, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,"la.presse@bluewin.ch","1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"1560","420",,,,,"4296143","false","false","46.201275","6.138333","Le Reservoir Restaurant & Bar","139","+41 22 320 68 03","$$ - $$$","1550","1448","#1,358 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4296143-Reviews-Le_Reservoir_Restaurant_Bar-Geneva.html","http://www.le-reservoir.ch"
"rue de Lausanne 137, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2632748","false","false","46.22245","6.1488","Han Lung","28","+41 22 731 90 10","$$ - $$$","1550","1494","#1,401 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d2632748-Reviews-Han_Lung-Geneva.html",
"boulevard Carl-Vogt 71, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21328012","false","false","46.19717","6.13775","71 Bar Restaurant","2","+41 76 222 11 41","","1550","1097","#1,029 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d21328012-Reviews-71_Bar_Restaurant-Geneva.html",
"ch. des Semailles 34 - Grand-Lancy, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Italian","Mediterranean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1045054","false","false","46.17632","6.118515","Semailles","22","794-87-77","$$ - $$$","1550","1449","#1,359 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d1045054-Reviews-Semailles-Geneva.html",
"boulevard Carl-Vogt 68, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8636387","false","false","46.19694","6.13748","Wasabi Sushi Bento Bar","32","+41 22 321 58 82","$$ - $$$","1550","1452","#1,362 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8636387-Reviews-Wasabi_Sushi_Bento_Bar-Geneva.html",
"Boulevard Georges-Favon 18, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7721024","false","false","46.20257","6.13991","Boulangerie Patisserie","4","+41 22 329 94 90","","1550","1184","#1,113 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d7721024-Reviews-Boulangerie_Patisserie-Geneva.html",
"boulevard Helvetique, Geneva 1207 Switzerland","Certificate of Excellence 2019","2019",,,,,,,,,,,,,,,,,,,"restaurant","French","Swiss","European","Contemporary",,,,,,,"info@labrasseriegenevoise.ch",,,,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"4008269","false","false","46.20175","6.1545","La Brasserie Genevoise","79","+41 22 735 16 15","$$ - $$$","1550","545","#518 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4008269-Reviews-La_Brasserie_Genevoise-Geneva.html","http://www.labrasseriegenevoise.ch/"
"quai du Seujet 32, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Cafe","Fast Food","Soups",,,,,,,"info@perle-du-rhone.ch",,,,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,"1080","420",,,,,,,,,,,"10090323","false","false","46.20429","6.13377","La Perle du Rhone","6","+41 22 900 13 93","$","1550","1190","#1,119 of 1,611 Restaurants in Geneva","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d10090323-Reviews-La_Perle_du_Rhone-Geneva.html","http://perle-du-rhone.ch"
"24 rue du Mont Blanc, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food","American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15635546","false","false","46.209087","6.143854","Five Guys","82","+41 22 900 16 69","$","1550","1453","#33 of 37 Quick Bites in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d15635546-Reviews-Five_Guys-Geneva.html","http://www.fiveguys.ch/"
"Av. Eugene Pittard 19, Geneva 1206 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15021533","false","false","46.19091","6.16399","Miam's","4","+41 22 347 57 37","","1550","1197","#1,126 of 1,611 Restaurants in Geneva","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d15021533-Reviews-Miam_s-Geneva.html","http://miams.ch/"
"Rue du Cendrier, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Italian","Portuguese","Vegetarian Friendly",,,,,,,"bardot.dm@outlook.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10247966","false","false","46.20736","6.14503","Bardot","7","+41 22 900 15 34","$$ - $$$","1550","1201","#1,129 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d10247966-Reviews-Bardot-Geneva.html",
"avenue Blanc 34, Geneva 1202 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"contact@padthai.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8541499","false","false","46.2199","6.14782","Padthai.ch","7","+41 22 700 74 85","","1550","1198","#1,127 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d8541499-Reviews-Padthai_ch-Geneva.html","http://www.padthai.ch/"
"Chemin de l'imperatrice 1, Geneva Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European","Vegetarian Friendly",,,,,,,,"reservations@lepyramus.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4023136","false","false","46.22703","6.146908","Le Pyramus geneva","78","+41 22 732 70 30","$$ - $$$","1550","1203","#1,131 of 1,611 Restaurants in Geneva","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d4023136-Reviews-Le_Pyramus_geneva-Geneva.html","http://www.lepyramus.ch/"
"rue de Zurich 34, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"783661","false","false","46.21207","6.14618","La Espanola","42",,"$$ - $$$","1550","1199","#1,128 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d783661-Reviews-La_Espanola-Geneva.html","http://latransmontana-geneve.ch/#top"
"rue de la Boulangerie, Geneva 1204 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,"info@unebonnesante.ch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5413001","false","false","46.20165","6.14569","UneBonneSante","4","+41 22 310 15 86","","1550","1202","#1,130 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d5413001-Reviews-UneBonneSante-Geneva.html","http://www.unebonnesante.ch"
"boulevard Carl-Vogt 75, Geneva 1205 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"metiscafe1205@gmail.com",,,,,,,"900","660","1380","1020",,,"900","660","1440","1020",,,"900","660","1500","1020",,,"900","660","1560","1020",,,"900","660","1560","1020",,,"1560","1020",,,,,"15666925","false","false","46.196846","6.138215","Cafe Metis","10","+41 22 328 98 50","$","1550","1194","#1,123 of 1,611 Restaurants in Geneva","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d15666925-Reviews-Cafe_Metis-Geneva.html","https://www.cafe-metis.ch"
"Rue de la Servette 6, Geneva 1201 Switzerland",,,,,,,,,,,,,,,,,,,,,"restaurant","Swiss","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11756716","false","false","46.209682","6.13909","Brasseur des Grottes","3",,"","1550","1195","#1,124 of 1,611 Restaurants in Geneva","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g188057-d11756716-Reviews-Brasseur_des_Grottes-Geneva.html","https://www.facebook.com/brasseur.desgrottes/"
