"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"10-12 Craigleith Road, Edinburgh EH4 2DP Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15705466","false","false","55.958214","-3.227042","Moody Cow","1",,"","2181","1970","#1,614 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d15705466-Reviews-Moody_Cow-Edinburgh_Scotland.html",
"174 High Street, Edinburgh EH1 1QS Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8814420","false","false","55.94977","-3.189496","Bindis Ltd","1","+44 1244 318080","","2181","1968","#1,612 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8814420-Reviews-Bindis_Ltd-Edinburgh_Scotland.html",
"Burger Burger@ Filling Station 28 Greenside Row, Edinburgh EH1 3AJ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"15704302","false","false","55.95613","-3.18565","Burger Burger","1",,"","2181","1971","#1,615 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d15704302-Reviews-Burger_Burger-Edinburgh_Scotland.html",
"121 Portobello High Street, Edinburgh EH15 1AF Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Deli",,,,,,,,,,,,,,"haj@subwayscotland.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8650770","false","false","55.95266","-3.11365","Subway","3",,"","2181","1964","#1,608 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8650770-Reviews-Subway-Edinburgh_Scotland.html","http://www.subway.co.uk"
"193 Whitehouse Road, Edinburgh EH4 6BU Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21338012","false","false","55.96147","-3.30606","Cloudberry Gift Shop & Cafe","1","+44 131 538 0168","","2181","1969","#1,613 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d21338012-Reviews-Cloudberry_Gift_Shop_Cafe-Edinburgh_Scotland.html","http://cloudberrygifts.co.uk"
"166 Dalry Road, Edinburgh EH11 2EG Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5425557","false","false","55.94152","-3.22338","Dersim Kebab & Pizza House","13",,"","2181","1965","#1,609 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5425557-Reviews-Dersim_Kebab_Pizza_House-Edinburgh_Scotland.html","http://www.dersimkebabandpizzahouse.co.uk"
"Haymarket Terrace 222 Morrison Street, Edinburgh EH3 8EA Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19708203","false","false","55.9463","-3.21348","No 1 Kebab","1","+44 131 538 5050","","2181","1973","#1,616 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19708203-Reviews-No_1_Kebab-Edinburgh_Scotland.html",
"33 William Street, Edinburgh EH3 7LW Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Healthy",,,,,,,,,,,,,"info@kgscoffeeshop.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2177113","false","false","55.94863","-3.21408","KGS Coffee Shop","2",,"$","2181","1972","#199 of 214 Coffee & Tea in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d2177113-Reviews-KGS_Coffee_Shop-Edinburgh_Scotland.html",
"93 St. Leonards Street, Edinburgh EH8 9QY Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Turkish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15054117","false","false","55.94214","-3.17898","Hasan Usta Turkish Restaurant","2","+44 7495 368366","","2181","1966","#1,610 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d15054117-Reviews-Hasan_Usta_Turkish_Restaurant-Edinburgh_Scotland.html","https://hasan-usta-turkish-restaurant.business.site/"
"27-28 Henderson Gardens, Edinburgh EH6 6BX Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","French","European","British","Scottish","Central European",,,,,,,,,,"info@sweetdunedin.co.uk","1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"19897527","false","false","55.973713","-3.173225","Sweet Dunedin","2","+44 7586 146623","$$ - $$$","2181","1660","#1,344 of 1,906 Restaurants in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19897527-Reviews-Sweet_Dunedin-Edinburgh_Scotland.html","http://sweetdunedin.co.uk"
"25 Jocks Lodge Meadowbank, Kirkliston, Edinburgh EH8 7AA Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Pizza","Mediterranean","Spanish",,,,,,,,,,,"info@taste-restaurant.co.uk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15549526","false","false","55.955025","-3.150073","Taste Mediterranean Restaurant","1","+44 131 210 0018","$$ - $$$","2181","1979","#1,621 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g13283537-d15549526-Reviews-Taste_Mediterranean_Restaurant-Kirkliston_Edinburgh_Scotland.html","http://en-gb.facebook.com/TASTE.EDINBURGH"
"Gyle Avenue Unit F3, Edinburgh EH12 9JR Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8504495","false","false","55.93749","-3.31507","McChens","10",,"","2181","1663","#1,347 of 1,906 Restaurants in Edinburgh","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8504495-Reviews-McChens-Edinburgh_Scotland.html","https://www.facebook.com/pages/McChens/166213683403968"
"27 Roseneath Place, Edinburgh EH9 1JD Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,,,,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"1380","1020",,,,,"4925475","false","false","55.93834","-3.19303","GY Chinese Takeaway","10","+44 131 229 9922","","2181","1982","#1,624 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4925475-Reviews-GY_Chinese_Takeaway-Edinburgh_Scotland.html","http://www.gychinese.co.uk"
"123B High Street, Edinburgh EH1 1SG Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","British","Scottish",,,,,,,,,,,,,"info@hewatsedinburgh.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20252561","false","false","55.950417","-3.186723","Hewat's Restaurant","2","+44 131 557 5732","","2181","1659","#1,343 of 1,906 Restaurants in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d20252561-Reviews-Hewat_s_Restaurant-Edinburgh_Scotland.html","https://www.hewatsedinburgh.com/"
"41 South Clerk Street, Edinburgh EH8 9NZ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19832714","false","false","55.94077","-3.180602","Happy Hot Pot","2","+44 131 667 6337","","2181","1983","#1,625 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19832714-Reviews-Happy_Hot_Pot-Edinburgh_Scotland.html",
"22 Fleshmarket Close, Edinburgh EH1 1BP Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","British","Turkish","Middle Eastern","Scottish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14102693","false","false",,,"Yum Yum","1","+44 131 629 2526","","2181","1975","#1,617 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d14102693-Reviews-Yum_Yum-Edinburgh_Scotland.html",
"Meadow Place Road Tesco Extra, Edinburgh EH12 7UQ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,"960","600",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1140","420",,,,,"1080","480",,,,,"8541971","false","false","55.940865","-3.294876","Costa Coffee","16",,"$","2181","1656","#189 of 264 Quick Bites in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8541971-Reviews-Costa_Coffee-Edinburgh_Scotland.html","http://www.costa.co.uk/"
"95 George Street, Edinburgh EH2 3ES Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15128602","false","false","55.9529","-3.20227","Costa","2","+44 131 225 1670","","2181","1976","#1,618 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d15128602-Reviews-Costa-Edinburgh_Scotland.html","https://www.costa.co.uk/"
"25 Milton Link The Range, Edinburgh EH15 3QH Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18979541","false","false","55.94247","-3.10268","Dee Dee's Cafe","2","+44 131 657 4302","","2181","1655","#1,341 of 1,906 Restaurants in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d18979541-Reviews-Dee_Dee_s_Cafe-Edinburgh_Scotland.html","https://www.therange.co.uk/stores/edinburgh/"
"Heriot Watt University, Student Union, Edinburgh EH14 4AS Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"info@hwunion.com","1530","540",,,,,"1530","540",,,,,"1530","540",,,,,"1530","540",,,,,"1530","540",,,,,"1530","540",,,,,"1530","540",,,,,"12546511","false","false","55.911217","-3.318256","Heriot Watt University Student Union","1","+44 131 451 5333","","2181","1978","#1,620 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d12546511-Reviews-Heriot_Watt_University_Student_Union-Edinburgh_Scotland.html","https://www.hwunion.com/"
"48 Niddrie Mains Road, Edinburgh EH16 4BG Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,"mmhoque73@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8449736","false","false","55.93259","-3.139205","Ayan's","3","+44 7928 508464","$$ - $$$","2181","1980","#1,622 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8449736-Reviews-Ayan_s-Edinburgh_Scotland.html","https://www.facebook.com/pages/Ayans-Tapas-Takeaway/853523634720098"
"Haymarket Train Station, Edinburgh EH12 5EY Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19274531","false","false","55.94556","-3.21822","Pumpkin Cafe","1",,"","2181","1974","#200 of 214 Coffee & Tea in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19274531-Reviews-Pumpkin_Cafe-Edinburgh_Scotland.html",
"7 Brighton Place Portobello, Edinburgh EH15 1LH Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,"portobello@lafavoritadelivered.com","1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","1020",,,,,"1320","900",,,,,"1320","720",,,,,"1320","900",,,,,"7895017","false","false","55.9528","-3.11455","La Favorita Delivered Portobello","8","+44 131 447 4000","$$ - $$$","2181","2163","#1,765 of 1,906 Restaurants in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d7895017-Reviews-La_Favorita_Delivered_Portobello-Edinburgh_Scotland.html","http://www.lafavoritadelivered.com/"
"63 Craigentinny Avenue North, Edinburgh EH6 7LJ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"1440","0",,,,,"5423566","false","false","55.968678","-3.142359","Mcdonald's Restaurant","26","+44 131 555 5196","$","2181","2160","#252 of 264 Quick Bites in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5423566-Reviews-Mcdonald_s_Restaurant-Edinburgh_Scotland.html","http://www.mcdonalds.co.uk/"
"203 Balgreen Road, Edinburgh EH11 2RZ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,"thebalgreenfryer@gmail.com","1410","960",,,,,"1410","960",,,,,"1410","960",,,,,"1410","960",,,,,"1410","960",,,,,"1440","960",,,,,"1440","960",,,,,"4912024","false","false","55.93462","-3.246138","The Balgreen Fryer","19","+44 131 337 4780","$","2181","2162","#1,764 of 1,906 Restaurants in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4912024-Reviews-The_Balgreen_Fryer-Edinburgh_Scotland.html","http://www.thebalgreenfryer.com"
"18 Nicolson Street, Edinburgh EH8 9DH Scotland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1020","420",,,,,"1020","420",,,,,"1020","420",,,,,"1020","420",,,,,"1020","420",,,,,"900","540",,,,,"4912111","false","false","55.94644","-3.185237","Baguette Express","0","+44 131 668 4774","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4912111-Reviews-Baguette_Express-Edinburgh_Scotland.html","http://www.baguette-express.co.uk"
"39 Argyle Place, Edinburgh EH9 1JT Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12661093","false","false","55.939274","-3.191712","Wayoo","2","+44 131 229 9399","","2181","1981","#1,623 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d12661093-Reviews-Wayoo-Edinburgh_Scotland.html",
"77 Saughton Road North, Edinburgh EH12 7JB Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17802145","false","false","55.93658","-3.278913","Gino’s","2","+44 131 334 8505","","2181","1977","#1,619 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d17802145-Reviews-Gino_s-Edinburgh_Scotland.html","https://www.ginostakeaway.com/Home"
"158 Saughton Road North, Edinburgh EH12 7DS Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"870","390",,,,,"870","390",,,,,"870","390",,,,,"870","390",,,,,"870","390",,,,,,,,,,,"5814866","false","false","55.93425","-3.27636","Ferry Good Food","3","+44 131 467 7111","","2181","1661","#1,345 of 1,906 Restaurants in Edinburgh","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d5814866-Reviews-Ferry_Good_Food-Edinburgh_Scotland.html",
"100 The Jewel, Edinburgh EH15 3AR Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Vegetarian Friendly",,,,,,,,,,,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"1080","480",,,,,"8123118","false","false","55.93853","-3.103781","Asda Cafe, Edinburgh Jewel","39","+44 131 669 9151","$","2181","2161","#253 of 264 Quick Bites in Edinburgh","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d8123118-Reviews-Asda_Cafe_Edinburgh_Jewel-Edinburgh_Scotland.html","http://www.asda.com"
"32 Newcraighall Rd Fort Kinnaird Shopping Complex, Edinburgh EH15 3RD Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"13134051","false","false","55.93354","-3.09961","McDonald's","17","+44 131 657 5363","","2181","2159","#251 of 264 Quick Bites in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d13134051-Reviews-McDonald_s-Edinburgh_Scotland.html","http://mcdonalds.co.uk"
"Henderson Gardens, Edinburgh EH6 8BX Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"1440","960",,,,,"15704958","false","false","55.97401","-3.17273","Hey Pizza","9",,"$","2181","2158","#1,763 of 1,906 Restaurants in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d15704958-Reviews-Hey_Pizza-Edinburgh_Scotland.html",
"79 Broughton Street, Edinburgh EH1 3RJ Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Scottish",,,,,,,,,,,,,,"1500","990",,,,,"1500","990",,,,,"1500","990",,,,,"1500","990",,,,,"1500","990",,,,,"1560","990",,,,,"1560","990",,,,,"732288","false","false","55.95812","-3.189388","Cafe Rapido","117","+44 131 556 2041","$","2181","2165","#1,767 of 1,906 Restaurants in Edinburgh","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d732288-Reviews-Cafe_Rapido-Edinburgh_Scotland.html","https://www.facebook.com/rapidocaffe/"
"10A Lochend Drive, Edinburgh, Edinburgh EH7 6DW Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10791338","false","false","55.959873","-3.155109","Lochend Fry Zai's Balti","11","+44 131 661 2202","","2181","2155","#1,760 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d10791338-Reviews-Lochend_Fry_Zai_s_Balti-Edinburgh_Scotland.html",
"9 High Street, Newbridge, Edinburgh Scotland",,,,,,,,,,,,,,,,,,,,,,"Thai","Balti","Eastern European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4308260","false","false","55.99062","-3.39744","Spice Ville","0","+44 1495 245800","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1093736-d4308260-Reviews-Spice_Ville-Newbridge_Edinburgh_Scotland.html",
"134-136 Slateford Road, Edinburgh EH14 1LR Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"4925333","false","false","55.92514","-3.245847","Domino's Pizza","9","+44 131 455 8000","","2181","2157","#1,762 of 1,906 Restaurants in Edinburgh","2.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4925333-Reviews-Domino_s_Pizza-Edinburgh_Scotland.html","https://www.facebook.com/Dominos-Pizza-108653322527147/"
"2 Freer Gait, Edinburgh EH39FR Scotland",,,,,,,,,,,,,,,,,,,,,,"Dining bars","Beer restaurants","Bar","Spanish","Pub",,,,,,,,,,"crew.ediof@hotelco51.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23326883","false","false","54.88442","-2.94158","The Rooftop Bar","0","+(44)1313782013","",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d23326883-Reviews-The_Rooftop_Bar-Edinburgh_Scotland.html",
"11 Jackson's Entry 111 Holyrood Road, Edinburgh EH8 8AE Scotland",,,,,,,,,,,,,,,,,,,,,,"Thai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1389124","false","false","55.9494","-3.18276","Mai Thai","0","+44 131 556 4242","$$ - $$$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1389124-Reviews-Mai_Thai-Edinburgh_Scotland.html",
"22 St. Patrick Square, Edinburgh EH8 9EY Scotland",,,,,,,,,,,,,,,,,,,,,,"African",,,,,,,,,,,,,,"info@landofbourbon.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14789558","false","false","55.943073","-3.18323","Land Of Bourbon","0","+44 131 123 1234","$",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d14789558-Reviews-Land_Of_Bourbon-Edinburgh_Scotland.html","http://www.landofbourbon.com"
"1 Princes Street, Edinburgh EH2 2EQ Scotland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21200420","false","false","55.95308","-3.18988","Scotch at the Balmoral Hotel","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d21200420-Reviews-Scotch_at_the_Balmoral_Hotel-Edinburgh_Scotland.html","https://www.roccofortehotels.com/hotels-and-resorts/the-balmoral-hotel/restaurants-and-bars/scotch/?utm_source=google&utm_medium=local&utm_campaign=scotch"
"Antigua, Edinburgh Scotland",,,,,,,,,,,,,,,,,,,,,,"British","Scottish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4014054","false","false","55.93808","-3.18123","Mack","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4014054-Reviews-Mack-Edinburgh_Scotland.html",
"21 Dalkeith Road, Edinburgh EH16 5BB Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1316242","false","false","55.9386","-3.17372","Clambers","10","+44 131 667 7211","","2181","1657","#1,342 of 1,906 Restaurants in Edinburgh","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d1316242-Reviews-Clambers-Edinburgh_Scotland.html",
"100 Gorgie Road, Edinburgh EH11 2NP Scotland",,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,,,,,,,,,,,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"900","420",,,,,"4861170","false","false","55.93863","-3.230169","The Good Food Takeaway","0",,"",,,,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4861170-Reviews-The_Good_Food_Takeaway-Edinburgh_Scotland.html",
"52 Gyle Ave, Edinburgh EH12 9JU Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","British",,,,,,,,,,,,,,"1080","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1140","480",,,,,"1200","480",,,,,"1140","480",,,,,"7284345","false","false","55.93876","-3.316282","Morrisons Cafe","72","+44 131 317 1197","$","2181","1984","#218 of 264 Quick Bites in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d7284345-Reviews-Morrisons_Cafe-Edinburgh_Scotland.html","https://my.morrisons.com/storefinder/177"
"2 Hopetoun Street, Edinburgh EH7 4ND Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2183329","false","false","55.96072","-3.19297","Town House","3",,"","2181","1994","#1,634 of 1,906 Restaurants in Edinburgh","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d2183329-Reviews-Town_House-Edinburgh_Scotland.html",
"3 Shandwick Place, Edinburgh EH2 4RG Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","Deli","Fast Food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4925704","false","false","55.95014","-3.20783","Subway","12","+44 131 229 8500","$","2181","1989","#1,630 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d4925704-Reviews-Subway-Edinburgh_Scotland.html","http://www.subway.co.uk"
"32 South Clerk Street, Edinburgh EH8 9PR Scotland",,,,,,,,,,,,,,,,,,,,,"restaurant","British",,,,,,,,,,,,,,,"2040","960",,,,,,,,,,,"2040","960",,,,,"2040","960",,,,,"2040","960",,,,,"2100","720",,,,,"2040","960",,,,,"19652374","false","false","55.940273","-3.180617","Fish & Chips & Tasty Things","2","+44 131 667 2984","","2181","1991","#1,631 of 1,906 Restaurants in Edinburgh","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g186525-d19652374-Reviews-Fish_Chips_Tasty_Things-Edinburgh_Scotland.html","https://www.facebook.com/fishandchipsandtastythings/"
