"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Cesta v Mestni log 55, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"824602","false","false","46.0362","14.48957","barjan","4",,"","611","454","#391 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d824602-Reviews-Barjan-Ljubljana_Upper_Carniola_Region.html",
"Rozhna ulica 37, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1560","660",,,,,,,"12959447","false","false","46.04498","14.50673","Arhiv bar","2","+386 41 636 457","","611","453","#390 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12959447-Reviews-Arhiv_bar-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/pg/Arhiv-bar-38879752458/about/"
"Gosposvetska cesta 4, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian","Vegetarian Friendly","Vegan Options",,,,,,"info@ctd.si",,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","660",,,"10745891","false","false","46.055164","14.503682","Asian fusion restaurant TLOFT","45","+386 31 412 803","$$ - $$$","611","459","#396 of 601 Restaurants in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10745891-Reviews-Asian_fusion_restaurant_TLOFT-Ljubljana_Upper_Carniola_Region.html","http://www.tloft.si"
"Kongresni trg 15, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15059189","false","false","46.0497","14.503","Kapuciner Kavarna","2",,"","611","456","#393 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d15059189-Reviews-Kapuciner_Kavarna-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/kapuciner.kavarna/"
"Trg Osvobodilne fronte 10, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1470","330",,,"1500","300",,,"1500","300",,,"1500","300",,,"1500","300",,,"1725","300",,,"1500","300",,,"11824330","false","false","46.057964","14.511828","Okrepcevalnica Podhod","2",,"","611","460","#397 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d11824330-Reviews-Okrepcevalnica_Podhod-Ljubljana_Upper_Carniola_Region.html",
"Kranjceva ulica 26, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Barbecue",,,,,,,,,,"info@majmun.bar",,,,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,,,,,"12181108","false","false","46.06921","14.522131","Majmun restaurant & bar","10","+386 40 512 423","$$ - $$$","611","458","#395 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12181108-Reviews-Majmun_restaurant_bar-Ljubljana_Upper_Carniola_Region.html","http://www.majmun.bar"
"Andreasheva ulica 8 Litostrojska 41, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Cafe",,,,,,,,,"kovacic797@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7271906","false","false","46.07896","14.49006","SRCEK","3","+386 41 209 107","","611","468","#404 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7271906-Reviews-SRCEK-Ljubljana_Upper_Carniola_Region.html","http://www.srcek.eu/"
"Cesta na Bokalce 40, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6931246","false","false","46.052544","14.449985","Buf Gostinstvo","6","+386 1 256 75 27","","611","461","#398 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d6931246-Reviews-Buf_Gostinstvo-Ljubljana_Upper_Carniola_Region.html","http://www.buf.si/brdo/index.html"
"Dunajska cesta 15, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza","Italian","Fast Food","European","Vegetarian Friendly","Vegan Options",,,,,"info@pizzamarija.com","1320","660",,,"1470","540",,,"1470","540",,,"1470","540",,,"1470","540",,,"1470","540",,,"1470","600",,,"12051302","false","false","46.06042","14.506862","Pizza Marija","23","+386 591 93333","$$ - $$$","611","462","#399 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12051302-Reviews-Pizza_Marija-Ljubljana_Upper_Carniola_Region.html","http://pizzamarija.com"
"Cankarjeva cesta 6, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian",,,,,,,,,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"14918596","false","false","46.05279","14.50257","Resdobr","8","+386 1 256 55 87","$$ - $$$","611","470","#406 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d14918596-Reviews-Resdobr-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/Resdobr-2098876853679294/"
"Subiceva 1, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"1680","540",,,"1680","540",,,"1680","540",,,"1680","540",,,"1680","540",,,"1440","900",,,"15048913","false","false","46.05075","14.50231","Surf'n'fries","2","+386 1 251 32 43","$","611","463","#400 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d15048913-Reviews-Surf_n_fries-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/Surfnfries-Ljubljana-709449926054618/"
"Dalmatinova ulica 2, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,"fs-lj@siol.net",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10454373","false","false","46.05393","14.50508","ZAK","3","+386 51 310 162","","611","469","#405 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10454373-Reviews-ZAK-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/pages/category/Grocery-Store/%C5%BDAK-francoska-pekarna-okrep%C4%8Devalnica-312736978736304/"
"Airport Road 5 Diamant, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","International","European","Spanish","Wine Bar","Slovenian",,,,,"tres.inn@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10833083","false","false","46.06306","14.544101","Casa Wine & Tapas","3","+386 41 662 288","$","611","467","#403 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d10833083-Reviews-Casa_Wine_Tapas-Ljubljana_Upper_Carniola_Region.html","http://www.casa3.si/"
"Nazorjeva ulica 3, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,"1500","720",,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"1500","540",,,"7704974","false","false","46.05247","14.5049","Duff","2","+386 70 275 093","","611","466","#402 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7704974-Reviews-Duff-Ljubljana_Upper_Carniola_Region.html",
"Dunajska cesta 101, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,"1380","390",,,"1380","390",,,"1380","390",,,"1380","390",,,"1380","390",,,"1380","390",,,"2327034","false","false","46.07327","14.51049","Parodija Bar","2",,"","611","464","#36 of 41 Coffee & Tea in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d2327034-Reviews-Parodija_Bar-Ljubljana_Upper_Carniola_Region.html",
"Letalishka cesta 27, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Steakhouse","Bar","Pizza","European","Grill","Slovenian",,,,,"info@kitc.si",,,,,"1140","420",,,"1140","420",,,"1140","420",,,"1140","420",,,"1140","420",,,"900","540",,,"7230021","false","false","46.06282","14.56326","Gostilna in Pizzerija Breza","6","+386 1 524 02 58","","611","465","#401 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7230021-Reviews-Gostilna_in_Pizzerija_Breza-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/gostilnabreza"
"Dalmatinova ulica 9, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian",,,,,,,,,"countryclublj@gmail.com",,,,,"1080","450",,,"1080","450",,,"1140","450",,,"1080","450",,,"960","450",,,,,,,"19439135","false","false","46.05379","14.507546","Country Club Bistro","2","+386 70 672 015","","611","473","#409 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d19439135-Reviews-Country_Club_Bistro-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/okrepcevalnicacountryclub/"
"Vojkova cesta 71 Zona Stadio/arena Stozice, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1200","720",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","660",,,"12508886","false","false","46.07738","14.51915","Restavracija & Pizzeria Tartuf","5","+386 590 18276","$","611","478","#413 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12508886-Reviews-Restavracija_Pizzeria_Tartuf-Ljubljana_Upper_Carniola_Region.html",
"Litijska cesta 259, Ljubljana 1261 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Mediterranean","European","Slovenian",,,,,,,,"restavracija.atropola@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19917761","false","false","46.0426","14.59068","Atropola Restavracija & Bar","1","+386 41 555 885","$","611","477","#412 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d19917761-Reviews-Atropola_Restavracija_Bar-Ljubljana_Upper_Carniola_Region.html","http://www.atropola.si/"
"Livada 16, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5532415","false","false","46.03712","14.51088","ALTER","3",,"","611","472","#408 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d5532415-Reviews-ALTER-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/ALTERjeALTER"
"Dunajska cesta 452, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"3170022","false","false","46.10446","14.53835","Crnuski Dvor","3","+386 31 764 555","","611","476","#411 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d3170022-Reviews-Crnuski_Dvor-Ljubljana_Upper_Carniola_Region.html","http://www.dvor.eu"
"Trzaska cesta 340 PE Pavilion, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,"info@superpsanc.si",,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"7811548","false","false","46.0269","14.432979","Super Psanc Pavilion","4","+386 51 833 167","$","611","479","#414 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d7811548-Reviews-Super_Psanc_Pavilion-Ljubljana_Upper_Carniola_Region.html","http://www.superpsanc.si/"
"Smartinska cesta 152 Hala A, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","Healthy","Street Food",,,,,,,,"info@barbarella.si",,,,,"1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"1200","540",,,"21015886","false","false","46.06549","14.543923","Barbarella BTC bistro Vegan & Vegetarian","1","+386 1 330 72 27","$","611","480","#415 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d21015886-Reviews-Barbarella_BTC_bistro_Vegan_Vegetarian-Ljubljana_Upper_Carniola_Region.html","http://www.barbarella.si/"
"Trubarjeva cesta 31, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4770741","false","false","46.05251","14.50984","Coffeesait","3",,"","611","474","#37 of 41 Coffee & Tea in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d4770741-Reviews-Coffeesait-Ljubljana_Upper_Carniola_Region.html",
"Trubarjeva cesta 38, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21287133","false","false","46.0524","14.51078","Super Psanc","1","+386 51 833 167","","611","475","#410 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d21287133-Reviews-Super_Psanc-Ljubljana_Upper_Carniola_Region.html","http://www.superpsanc.si"
"Gornji trg 10, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian","Wine Bar",,,,,,,,"info@dekanter-wines.com","840","600",,,"1260","960",,,"1260","960",,,"1260","960",,,"1260","960",,,"1260","960",,,"840","600",,,"8624973","false","false","46.0465","14.50763","DEKANTER Wine boutique","2","+386 51 416 286","$$$$","611","471","#407 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d8624973-Reviews-DEKANTER_Wine_boutique-Ljubljana_Upper_Carniola_Region.html","http://www.dekanter-wines.com"
"Palmejeva ulica 14, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Brew Pub","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15188111","false","false","46.08197","14.51459","Tocka 213","3","+386 51 466 846","$","611","486","#421 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d15188111-Reviews-Tocka_213-Ljubljana_Upper_Carniola_Region.html","http://mynight.si/venue/tocka-213/"
"Trzaska Cesta 2, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","International",,,,,,,,,,"info@tobacna.eu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20144160","false","false","46.047848","14.493693","CinCin","1","+386 591 30949","$","611","484","#419 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d20144160-Reviews-CinCin-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/cincintobacna/"
"Tbilisijska, Ljubljana Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian","Central European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"806051","false","false","46.03882","14.4733","Kurji tat","10","+386 1 423 31 39","$","611","485","#420 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d806051-Reviews-Kurji_tat-Ljubljana_Upper_Carniola_Region.html","http://www.kurji-tat.si"
"Grajska Planota 1, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe",,,,,,,,,"ljubljanskigrad@jezersek.si","1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1200","600",,,"1155855","false","false","46.04829","14.50871","Grajska Kavarna","1","+386 1 235 09 52","$$ - $$$","611","482","#417 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1155855-Reviews-Grajska_Kavarna-Ljubljana_Upper_Carniola_Region.html","http://www.jezersek.si/en/locations/1163"
"Shmartinska cesta 199, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3685505","false","false","46.07488","14.56364","Gostilna Pri Tincku","4",,"","611","481","#416 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d3685505-Reviews-Gostilna_Pri_Tincku-Ljubljana_Upper_Carniola_Region.html",
"Slovenska cesta 56 Bavarski dvor, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","European","Pub","Wine Bar","Slovenian",,,,,"bavarc@amonet.si",,,,,"1320","390",,,"1320","390",,,"1320","390",,,"1320","390",,,"720","390",,,"720","570",,,"17755914","false","false","46.056293","14.505985","Cafe & Vino Bavarc","1","+386 64 205 250","$$ - $$$","611","488","#423 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d17755914-Reviews-Cafe_Vino_Bavarc-Ljubljana_Upper_Carniola_Region.html","http://bavarc.si/"
"Trg Osvobodilne fronte 6, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17782161","false","false","46.05801","14.51028","McDonald's","2","+386 1 430 78 30","","611","489","#424 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d17782161-Reviews-McDonald_s-Ljubljana_Upper_Carniola_Region.html","https://www.mcdonalds.si/restavracije/zelezniska/"
"Jurchkova cesta 225 Trgovski Center E.leclerc, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,"900","540",,,"1260","510",,,"1260","510",,,"1260","510",,,"1260","510",,,"1260","510",,,"1260","480",,,"21206288","false","false","46.02034","14.53658","Moj Lokal","1",,"","611","483","#418 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d21206288-Reviews-Moj_Lokal-Ljubljana_Upper_Carniola_Region.html",
"Janeza Rozica 2, Ljubljana 1211 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20910182","false","false",,,"Gostilna Joze Grad","1","+386 820 51930","","611","487","#422 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d20910182-Reviews-Gostilna_Joze_Grad-Ljubljana_Upper_Carniola_Region.html",
"Ulica gledalisca BTC Šmartinska cesta, Ljubljana Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Indian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20264287","false","false","46.07001","14.54715","Bollywood","1","+386 70 801 828","","611","490","#425 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d20264287-Reviews-Bollywood-Ljubljana_Upper_Carniola_Region.html",
"Cankarjeva cesta 12, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"844477","false","false","46.052963","14.501425","Opera bar","25",,"$$ - $$$","611","493","#38 of 41 Coffee & Tea in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d844477-Reviews-Opera_bar-Ljubljana_Upper_Carniola_Region.html",
"Trzhashka cesta 37, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Grill","Healthy","Slovenian","Central European",,,,,"bistroegoistka@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15247173","false","false","46.04441","14.48671","Bistro Egoistka","3","+386 1 330 73 57","","611","500","#434 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d15247173-Reviews-Bistro_Egoistka-Ljubljana_Upper_Carniola_Region.html","https://www.facebook.com/bistroegoistka/"
"Shmartinska cesta 152 Spanska ulica - Parkirišče Tržnica BTC 2, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"info@chutys.com",,,,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"15139477","false","false","46.06654","14.54284","Chuty's - BTC City Ljubljana","6","+386 31 564 474","","611","495","#429 of 601 Restaurants in Ljubljana","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d15139477-Reviews-Chuty_s_BTC_City_Ljubljana-Ljubljana_Upper_Carniola_Region.html","http://www.chutys.com/chutys-btc-street-food/"
"Trg Osvobodilne fronte 13 A, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Slovenian","Central European",,,,,,,,,,,,"1829","390",,,"1829","390",,,"1829","390",,,"1829","390",,,"1829","390",,,,,,,"12800861","false","false","46.05712","14.509253","Cafe METROPOL","2","+386 31 344 734","$","611","498","#432 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d12800861-Reviews-Cafe_METROPOL-Ljubljana_Upper_Carniola_Region.html",
"Shmartinska cesta 152, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly",,,,,,,,,,,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,,,,,"6774593","false","false","46.065548","14.549736","Restavracija Puccini","33","+386 1 810 71 30","$$ - $$$","611","492","#427 of 601 Restaurants in Ljubljana","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d6774593-Reviews-Restavracija_Puccini-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/puccini.ljubljana/"
"Kongresni trg 3, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19047473","false","false","46.05062","14.50455","Kraljzara","1",,"","611","496","#430 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d19047473-Reviews-Kraljzara-Ljubljana_Upper_Carniola_Region.html","http://www.restaurant.kraljzara.si"
"Zaloshka cesta 65b, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6403888","false","false","46.05653","14.53692","Zlati zob","1","+386 40 563 100","","611","499","#433 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d6403888-Reviews-Zlati_zob-Ljubljana_Upper_Carniola_Region.html","http://www.zlatizob.si"
"Kavchicheva ulica 64a, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Grill","Slovenian","Eastern European",,,,,,,"info@pogaca.si",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11612111","false","false","46.06308","14.5317","Okrepcevalnica Pogaca","1","+386 1 540 44 82","","611","491","#426 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d11612111-Reviews-Okrepcevalnica_Pogaca-Ljubljana_Upper_Carniola_Region.html","http://www.pogaca.si/"
"Near Slon Hotel, Ljubljana Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3853525","false","false",,,"Pizza 8","2",,"","611","494","#428 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d3853525-Reviews-Pizza_8-Ljubljana_Upper_Carniola_Region.html",
"Njegosheva cesta 6k, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe","European","Slovenian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17778992","false","false","46.05447","14.51977","Kavarna Pavon","1","+386 41 598 598","","611","497","#431 of 601 Restaurants in Ljubljana","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d17778992-Reviews-Kavarna_Pavon-Ljubljana_Upper_Carniola_Region.html",
"Trzhashka cesta 330, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Slovenian","Central European","Vegetarian Friendly",,,,,,,,"1020","660",,,"1020","660",,,"1020","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1215833","false","false","46.02795","14.434504","Gostilna Gorjanc","41","+386 1 423 11 11","$$ - $$$","611","205","#173 of 601 Restaurants in Ljubljana","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d1215833-Reviews-Gostilna_Gorjanc-Ljubljana_Upper_Carniola_Region.html","http://www.gorjanc.eu"
"Mikloshicheva cesta 9d, Ljubljana 1000 Slovenia",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Korean",,,,,,,,,,,,,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","720",,,"15834773","false","false","46.055984","14.507219","Ogam","22","+386 599 80479","$$ - $$$","611","210","#178 of 601 Restaurants in Ljubljana","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274873-d15834773-Reviews-Ogam-Ljubljana_Upper_Carniola_Region.html","http://www.facebook.com/pages/Ogam-Korean-Restaurant/587133621693747"
