"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Al Komisji Edukacji Narodowej 55, Warsaw 02-797 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Asian","Korean",,,,,,,,,"1260","690",,,"1320","690",,,,,"1320","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,"12071290","false","false","52.14674","21.049807","Sake Izakaya","10","+48 881 206 199","$$ - $$$","2961","1475","#1,327 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12071290-Reviews-Sake_Izakaya-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/pg/sakeizakayapl/about/?ref=page_internal"
"ul. aleja Komisji Edukacji Narodowej 49, Warsaw 02-797 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,"4225715","false","false","52.14393","21.05241","Cieplo Zimno Bistro","10","+48 22 405 34 50","$$ - $$$","2961","1472","#1,324 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d4225715-Reviews-Cieplo_Zimno_Bistro-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/CieploZimnoBistroBar/info"
"Chmielna 21, Warsaw 00-022 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,"chmielna@vincentcafe.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15672210","false","false","52.232418","21.014708","Vincent","27","+48 22 270 23 09","$$ - $$$","2961","1471","#1,323 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15672210-Reviews-Vincent-Warsaw_Mazovia_Province_Central_Poland.html","http://www.vincentcafe.pl/#txt-3col-300540"
"WioSlarska 6 Bulwar Flotylli Wiślanej, Warsaw 00-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,"hockiklocki@akcjarealizacja.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16778606","false","false","52.2335","21.03782","Hocki Klocki / nad Wisla","4","+48 501 430 208","","2961","2595","#2,398 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d16778606-Reviews-Hocki_Klocki_nad_Wisla-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/HockiKlockinadWisla/"
"Slominskiego 19, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1117479","false","false","52.25488","20.98486","Spizarnia","3","022 424 34 28","$","2961","2592","#2,395 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d1117479-Reviews-Spizarnia-Warsaw_Mazovia_Province_Central_Poland.html",
"Czerniakowska 143A, Warsaw 00-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12726389","false","false","52.21213","21.04673","Bar Mleczny przy Czerniakowskiej","10",,"$","2961","1343","#1,202 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12726389-Reviews-Bar_Mleczny_przy_Czerniakowskiej-Warsaw_Mazovia_Province_Central_Poland.html",
"Rydygiera 13, Warsaw 01-793 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Polish","European","Contemporary",,,,,,,"zoliborz@sypkamaka.pl","1260","690",,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1260","690",,,,,"1440","690",,,,,"1440","690",,,"15199255","false","false","52.259445","20.974861","Sypka Maka i Maslo","28","+48 22 126 28 06","$$ - $$$","2961","1346","#1,205 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15199255-Reviews-Sypka_Maka_i_Maslo-Warsaw_Mazovia_Province_Central_Poland.html","http://www.sypkamaka.pl"
"Fryderyka Joliot-Curie 11, lokal 1, Warsaw 02-646 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"bezownia@bezownia.pl","960","600",,,"1110","630",,,,,"1110","630",,,,,"1110","630",,,,,"1110","630",,,,,"1110","630",,,,,"960","600",,,"10260231","false","false","52.19489","21.00959","Bezownia","7","+48 570 909 909","","2961","1345","#1,204 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10260231-Reviews-Bezownia-Warsaw_Mazovia_Province_Central_Poland.html","http://bezownia.pl/"
"Stawki 8, Warsaw 00-193 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Italian",,,,,,,,"restauracja@kompromis.com.pl","1200","660",,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1380","660",,,,,"1380","660",,,"14062816","false","false","52.25292","20.990377","Kompromis","20","+48 22 258 85 64","$$ - $$$","2961","1350","#1,209 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14062816-Reviews-Kompromis-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/Restauracja.Kompromis/"
"ul. Marszalkowska 17, Warsaw 00-628 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","American","Vegetarian Friendly",,,,,,,,,"info@mrpancake.pl","1260","720",,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,,,"1260","720",,,"9567507","false","false","52.23639","21.029875","Mr. Pancake","85","+48 793 474 718","$","2961","789","#37 of 84 Dessert in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d9567507-Reviews-Mr_Pancake-Warsaw_Mazovia_Province_Central_Poland.html","http://www.mrpancake.pl"
"Osiedle Centrum C 3, Warsaw 30-001 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"info@stylowa-nowahuta.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10828138","false","false","52.34672","20.94476","Restauracja Stylowa","1","+48 12 644 26 19","","2961","2598","#2,401 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10828138-Reviews-Restauracja_Stylowa-Warsaw_Mazovia_Province_Central_Poland.html","http://www.stylowa-krakow.pl/"
"Chlodna 15, Warsaw 00-891 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1305","660",,,"1305","660",,,,,"1305","660",,,,,"1305","660",,,,,"1305","660",,,,,"1365","660",,,,,"1365","660",,,"12323172","false","false","52.23731","20.99022","Trattoria Toscana","13",,"$$ - $$$","2961","2593","#2,396 of 3,257 Restaurants in Warsaw","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12323172-Reviews-Trattoria_Toscana-Warsaw_Mazovia_Province_Central_Poland.html","http://tratoriatoscana.pl/"
"Slupecka 4 Plac Narutowicza, Stara Ochota, Warsaw 02-309 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1260","660",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,"12804921","false","false","52.220108","20.983","Bede Pozniej","13",,"$$ - $$$","2961","788","#698 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12804921-Reviews-Bede_Pozniej-Warsaw_Mazovia_Province_Central_Poland.html","http://bedepozniej.pl"
"ul. Komisji Edukacji Narodowej 85 Suite U15, Warsaw 02-787 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Healthy",,,,,,,,,,"fresh@vege.love",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15265592","false","false","52.15552","21.03485","Vege Love","11","+48 731 795 795","$","2961","1344","#1,203 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15265592-Reviews-Vege_Love-Warsaw_Mazovia_Province_Central_Poland.html","https://vege.love/?fbclid=IwAR0TCfcKKu_hx24km2aaImLjd6owqvxx8J6WhtznMpbTWm9EU_ekFR7oVmA"
"Andersa 22, Warsaw 00-201 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,"poczta.drozdz@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20114007","false","false","52.2521","20.998611","Drozdz","5",,"$","2961","1349","#1,208 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d20114007-Reviews-Drozdz-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/drozdz.bar/"
"Ul. Freta 3/5, Warsaw 00-227 Poland","Certificate of Excellence 2013","2013",,,,,,,,,,,,,,,,,,,"restaurant","Polish","European","Soups","Eastern European","Vegetarian Friendly","Kosher",,,,,"restauracja@podsamsonem.pl","1380","600",,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,"697137","false","false","52.25112","21.008812","Pod Samsonem","559","+48 22 831 17 88","$$ - $$$","2961","790","#699 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d697137-Reviews-Pod_Samsonem-Warsaw_Mazovia_Province_Central_Poland.html","http://www.podsamsonem.pl/"
"Ul. Swietojanska 27/29, Warsaw 00-266 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Bar","Pub","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5443860","false","false","52.248985","21.012594","Celi Bar","31",,"$$ - $$$","2961","1342","#1,201 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d5443860-Reviews-Celi_Bar-Warsaw_Mazovia_Province_Central_Poland.html",
"ul. Wojciecha Gorskiego 9 Corner of Szpitalna and Górskiego Streets, Warsaw 00-031 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1560","1080",,,,,"1560","1080",,,,,"1440","1080",,,"8004014","false","false","52.22401","21.01234","El Koktel","17","+48 507 456 447","$$ - $$$","2961","785","#696 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8004014-Reviews-El_Koktel-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/elkoktel/"
"Ul. Freta 13/15, Warsaw 00-227 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish",,,,,,,,,,"freta@wedelpijalnie.pl","1320","600",,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,"8791570","false","false","52.25149","21.008032","Pijalnia Czekolady E.Wedel Freta","104","+48 22 635 13 31","$$ - $$$","2961","787","#36 of 84 Dessert in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8791570-Reviews-Pijalnia_Czekolady_E_Wedel_Freta-Warsaw_Mazovia_Province_Central_Poland.html","http://www.wedelpijalnie.pl"
"Popularna 56, Warsaw 02-492 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,"sushipopularna@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11770365","false","false","52.20309","20.92703","SUSHI Popularna","18","+48 503 517 503","","2961","1347","#1,206 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d11770365-Reviews-SUSHI_Popularna-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/sushipopularna/"
"Ul. Nowy Swiat 53, Warsaw 00-042 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Pub","Fusion","Gastropub","Beer restaurants",,,,,,,"hopsterpub@gmail.com","1440","840",,,"1440","840",,,,,"1440","840",,,,,"1440","840",,,,,"1440","840",,,,,"1440","840",,,,,"1440","840",,,"20113957","false","false",,,"Hopster Craft & Food","11","+48 575 955 553","","2961","784","#695 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d20113957-Reviews-Hopster_Craft_Food-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/hopstercraft/"
"Rynek Starego Miasta 21, Warsaw 00-272 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish",,,,,,,,,,"restauracja@kuchniawarszawska.com.pl","1380","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,"8475376","false","false","52.249584","21.01199","Kuchnia Warszawska Rynek 21","282","+48 22 831 02 02","$$ - $$$","2961","781","#692 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8475376-Reviews-Kuchnia_Warszawska_Rynek_21-Warsaw_Mazovia_Province_Central_Poland.html","http://kuchniawarszawska.com.pl/"
"Rzezbiarska 80, Warsaw 04-606 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Polish","European","Vegetarian Friendly",,,,,,,"biuro@italianarestauracja.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10494268","false","false","52.22392","21.16023","Italiana Restaurant","1","+48 602 257 433","$","2961","2594","#2,397 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10494268-Reviews-Italiana_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html","http://italianarestauracja.pl/"
"ul. Ludwika Warynskiego 3 Very close to metro Politechnika, Warsaw 00-645 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Asian","Vietnamese","Vegetarian Friendly",,,,,,,,,"1200","720",,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,,,"1260","660",,,"8482466","false","false","52.21929","21.01499","Loving Hut - Vegan Cuisine","26","+48 888 555 568","$","2961","782","#693 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8482466-Reviews-Loving_Hut_Vegan_Cuisine-Warsaw_Mazovia_Province_Central_Poland.html","http://lovinghut.pl"
"ul. Postepu 10 Mokotow, Warsaw 02-676 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1200","480",,,"1260","660",,,,,"1260","660",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,,,"1260","480",,,"11637676","false","false","52.175896","20.995272","Flamm","13",,"$$ - $$$","2961","1348","#1,207 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d11637676-Reviews-Flamm-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/flammwwa"
"Czapelska 34A, Warsaw 04-081 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"kontakt@restauracjanarodowa.pl",,,,,"1200","780",,,,,"1200","780",,,,,"1200","780",,,,,"1200","780",,,,,"1200","780",,,,,,,,,"12126435","false","false","52.24341","21.08772","Narodowa","2","+48 533 383 531","","2961","2600","#2,403 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12126435-Reviews-Narodowa-Warsaw_Mazovia_Province_Central_Poland.html","http://www.restauracjanarodowa.pl/"
"Ul. Okopowa 58/72, Warsaw 01-042 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Fusion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6168311","false","false","52.247066","20.979372","Ohh! Sushi & Grill","5",,"","2961","2599","#2,402 of 3,257 Restaurants in Warsaw","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d6168311-Reviews-Ohh_Sushi_Grill-Warsaw_Mazovia_Province_Central_Poland.html",
"Ul. Aleja Zieleniecka 6/8, Warsaw 03-727 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"karczmaudedka@wp.pl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7208400","false","false","52.244324","21.049637","Karczma u Dedka","16","+48 22 619 47 52","$$ - $$$","2961","2105","#1,925 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d7208400-Reviews-Karczma_u_Dedka-Warsaw_Mazovia_Province_Central_Poland.html","http://www.karczmaudedka.pl"
"Migdalowa 10, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1380","720",,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,"10779381","false","false","52.14432","21.05575","Knajpka Bzik Kulinarny","3","+48 22 649 98 68","","2961","2596","#2,399 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10779381-Reviews-Knajpka_Bzik_Kulinarny-Warsaw_Mazovia_Province_Central_Poland.html","http://www.bzikkulinarny.com.pl/"
"Powsinska 31 Sadyba Best Mall Center, Warsaw 02-903 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Japanese","Sushi","Asian",,,,,,,,"bonsai@sushibonsai.pl","1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,"1903493","false","false","52.1876","21.06132","Bonsai Restaurant","31","+48 22 620 88 22","$$ - $$$","2961","1478","#1,330 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d1903493-Reviews-Bonsai_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html","http://www.sushibonsai.pl/"
"Jurija Gagarina 32A, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10832499","false","false","52.20726","21.03617","Cafe-Park","1",,"","2961","2597","#2,400 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d10832499-Reviews-Cafe_Park-Warsaw_Mazovia_Province_Central_Poland.html",
"Josepha Conrada, Warsaw 01-922 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,"kawiarniaslonykarmel@gmail.com","1260","600",,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,,,"1260","600",,,"13834127","false","false","52.271824","20.928284","Kawiarnia Slodki Karmel","42","+48 507 089 056","$","2961","985","#14 of 34 Bakeries in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d13834127-Reviews-Kawiarnia_Slodki_Karmel-Warsaw_Mazovia_Province_Central_Poland.html","http://slodkikarmel.pl"
"ul. Chmielna 26, Warsaw 00-020 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,"info@thepicturesbar.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7993267","false","false","52.232197","21.013796","The Pictures","32","+48 22 826 17 83","$$ - $$$","2961","1779","#1,613 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d7993267-Reviews-The_Pictures-Warsaw_Mazovia_Province_Central_Poland.html","http://www.thepicturesbar.com/"
"Schroegera 80 Bielany, Warsaw Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8552132","false","false","52.28035","20.94477","RoSlina Cafe","23","+48 691 862 442","$$ - $$$","2961","1777","#1,611 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8552132-Reviews-RoSlina_Cafe-Warsaw_Mazovia_Province_Central_Poland.html","http://www.roslinacafe.pl"
"Malowniczna 33, Warsaw 02-272 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","Pizza","Cafe","European","Deli",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12681895","false","false","52.24712","21.05844","Piekarnia Cukiernia Grzybki","7","+48 538 238 261","","2961","1714","#59 of 84 Dessert in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d12681895-Reviews-Piekarnia_Cukiernia_Grzybki-Warsaw_Mazovia_Province_Central_Poland.html","http://piekarniagrzybki.pl"
"ul. Moldawska 7, Warsaw 02-127 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Thai",,,,,,,,,"infotsuri@tsurisushi.pl","1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,"15553506","false","false","52.19917","20.97768","Mala Tajlandia","2","+48 22 254 55 14","","2961","2117","#1,937 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15553506-Reviews-Mala_Tajlandia-Warsaw_Mazovia_Province_Central_Poland.html","http://www.malatajlandia.pl/"
"ul. Praska 3 Near Żaba roundabout, Warsaw 03-504 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,"kontakt@restauracjaefes.pl","1320","720",,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1380","660",,,,,"1380","660",,,"18337915","false","false","52.26829","21.03919","Efes","5","+48 22 898 30 01","","2961","2116","#1,936 of 3,257 Restaurants in Warsaw","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d18337915-Reviews-Efes-Warsaw_Mazovia_Province_Central_Poland.html","http://www.restauracjaefes.pl"
"ul. Cmielowska 2 Tarchomin, Warsaw 03-127 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8485401","false","false","52.31717","20.951725","Sushi Zume","6","+48 785 252 525","","2961","1485","#1,337 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d8485401-Reviews-Sushi_Zume-Warsaw_Mazovia_Province_Central_Poland.html","http://www.sushizume.pl/"
"Aleje Jerozolimskie 121/123, Warsaw 02-017 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Polish","European",,,,,,,,,"farszem.nadziane@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15244543","false","false","52.22513","20.991556","Farszem Nadziane","2","+48 690 212 222","$","2961","2118","#1,938 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15244543-Reviews-Farszem_Nadziane-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/BarFarszemNadziane/"
"Prosta 53, Warsaw 00-873 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","European","Cafe","Contemporary",,,,,,,,"biuro@tagdobrze.pl",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1380","600",,,,,"1380","720",,,"15189185","false","false","52.23072","20.987844","Kawiarnia #TAG","6","+48 885 565 758","$$ - $$$","2961","1490","#1,342 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d15189185-Reviews-Kawiarnia_TAG-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/kawiarniatag/"
"Polna 22, Warsaw 00-630 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Belgian","European",,,,,,,,,"okienkonapolnej@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14023304","false","false","52.21602","21.016943","OKIENKO na Polnej","8","+48 606 221 411","$","2961","1482","#1,334 of 3,257 Restaurants in Warsaw","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14023304-Reviews-OKIENKO_na_Polnej-Warsaw_Mazovia_Province_Central_Poland.html","https://www.facebook.com/okienkonapolnej/"
"Nowy Swiat 19, Warsaw 00-030 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant","Lebanese","Mediterranean","European","Spanish","Turkish",,,,,,"kontakt@mezza.pl","120","0","1020","840","120","0","1560","840",,,"1560","840",,,,,"1560","840",,,,,"1020","840",,,,,"240","0","1020","840",,,"240","0","1020","840","14107529","false","false","52.2323","21.020004","Mezza Lounge & Bar","10","+48 692 294 959","$","2961","1481","#1,333 of 3,257 Restaurants in Warsaw","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d14107529-Reviews-Mezza_Lounge_Bar-Warsaw_Mazovia_Province_Central_Poland.html","http://mezza.pl"
"ul. Nowoursynowska 130A Ste U2, Warsaw 02-797 Poland",,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,"1140","540",,,,,,,,,"1110","510",,,,,"1110","510",,,,,"1110","510",,,,,"1110","510",,,,,"1140","540",,,"17143154","false","false","52.15224","21.05938","Cake Me Up","4",,"","2961","1489","#1,341 of 3,257 Restaurants in Warsaw","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274856-d17143154-Reviews-Cake_Me_Up-Warsaw_Mazovia_Province_Central_Poland.html","http://www.facebook.com/cakemeuppl/"
