"address","awards/0/name","awards/0/year","awards/1/name","awards/1/year","awards/2/name","awards/2/year","awards/3/name","awards/3/year","awards/4/name","awards/4/year","awards/5/name","awards/5/year","awards/6/name","awards/6/year","awards/7/name","awards/7/year","awards/8/name","awards/8/year","awards/9/name","awards/9/year","awards/10/name","awards/10/year","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","cuisine/9","cuisine/10","cuisine/11","cuisine/12","cuisine/13","cuisine/14","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/0/2/close","hours/0/2/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/1/2/close","hours/1/2/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/2/2/close","hours/2/2/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/3/2/close","hours/3/2/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/4/2/close","hours/4/2/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/5/2/close","hours/5/2/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","hours/6/2/close","hours/6/2/open","id","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Konevova, 1497/108, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7124043","false","false","50.08724","14.45364","Yang Zi Jiang","13","+420 606 626 809","$$ - $$$","5265","4379","#3,811 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124043-Reviews-Yang_Zi_Jiang-Prague_Bohemia.html",
"Sarajevska 25, Prague 12800 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Mexican","American","European","Czech",,,,,,,,,,,,"oldstarcafe@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12786573","false","false","50.06739","14.43502","Burgercafe OLD STAR","1","+420 721 310 177","$","5265","5055","#4,437 of 5,416 Restaurants in Prague","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12786573-Reviews-Burgercafe_OLD_STAR-Prague_Bohemia.html","http://www.facebook.com/burgercafe.cz/"
"Francouzska 1/585, Prague 120 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,"jidelna@kdm.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4769364","false","false","50.07358","14.44041","Krestansky Domov Mladeze U Svate Ludmily-Jidelna","6","+420 224 900 686","$","5265","4392","#3,824 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4769364-Reviews-Krestansky_Domov_Mladeze_U_Svate_Ludmily_Jidelna-Prague_Bohemia.html","http://www.kdm.cz"
"Zitna 37, Prague 12000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Pub",,,,,,,,,,,,,,"kicmeni@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13220442","false","false","50.077335","14.427437","Cafe Arte 36","1","+420 604 751 445","$","5265","4391","#3,823 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d13220442-Reviews-Cafe_Arte_36-Prague_Bohemia.html","http://www.facebook.com/BARCLUB36/"
"Naplavni 8 Praha 2 120 00, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Sushi","Japanese","Asian","Fusion",,,,,,,,,,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"1350","660",,,,,"7002259","false","false","50.07705","14.41539","Sushi California","19","+420 607 102 219","$$ - $$$","5265","4394","#3,826 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7002259-Reviews-Sushi_California-Prague_Bohemia.html","http://www.prahasushi.com"
"Kokorinska 28, Prague 18200 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,"Balounnaruzku@email.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15668971","false","false","50.16663","14.45243","Balounova Restaurace na Ruzku","2","+420 283 290 677","","5265","4397","#3,829 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d15668971-Reviews-Balounova_Restaurace_na_Ruzku-Prague_Bohemia.html","https://www.facebook.com/Balounova-Restaurace-NA-R%C5%AE%C5%BDKU-257137104458890/"
"Konevova 945/75, Prague 13000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"princeskebab@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12827539","false","false","50.08925","14.462495","Prince's Kebab","2","+420 773 248 575","$","5265","4396","#3,828 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12827539-Reviews-Prince_s_Kebab-Prague_Bohemia.html","http://princes-kebab.business.site"
"Nakupni, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7123430","false","false","50.07186","14.54181","Interspar","1","+420 234 670 111","","5265","4389","#3,821 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123430-Reviews-Interspar-Prague_Bohemia.html","http://www.interspar.cz"
"Sarska, 124/7, Prague 150 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,,"203008@amrest.eu","1380","480",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","420",,,,,"1380","480",,,,,"7124373","false","false","50.05267","14.292623","Kfc","1","+420 724 604 217","","5265","4395","#3,827 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124373-Reviews-Kfc-Prague_Bohemia.html","https://kfc.cz/?y_source=1_MTU1MDU1NzAtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D"
"Stara Naves, 691, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Cafe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7123652","false","false","50.13908","14.51277","Cafe Bar Karolina","4","+420 283 920 444","$","5265","4393","#3,825 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123652-Reviews-Cafe_Bar_Karolina-Prague_Bohemia.html","http://www.solariumkarolina.cz"
"Malostranske Namesti 265/6, Prague 11800 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11919725","false","false","50.08766","14.40334","Jiri Vavrac","5",,"","5265","4390","#3,822 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d11919725-Reviews-Jiri_Vavrac-Prague_Bohemia.html",
"Makovskeho, 1177/1, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7124111","false","false","50.06524","14.30862","U Certika","6","+420 777 314 878","$","5265","4388","#3,820 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124111-Reviews-U_Certika-Prague_Bohemia.html","http://www.ucertika.cz"
"Jana Zelivskeho, 1922/3, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7692957","false","false","50.08699","14.47155","Ding Sheng","1","+420 721 211 357","","5265","5054","#4,436 of 5,416 Restaurants in Prague","1.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7692957-Reviews-Ding_Sheng-Prague_Bohemia.html",
"Slunecni Namesti, 1, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7124385","false","false","50.050224","14.34259","Na Vysluni","4","+420 222 960 337","","5265","4402","#3,834 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124385-Reviews-Na_Vysluni-Prague_Bohemia.html",
"Do Richan 442, Prague 190 11 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9830988","false","false","50.07779","14.6033","Restaurace KUDY KAM","4","+420 725 004 522","","5265","4406","#3,838 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d9830988-Reviews-Restaurace_KUDY_KAM-Prague_Bohemia.html",
"Ceskomoravska 2420/15a, Prague 190 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","French",,,,,,,,,,,,,,,"info@boulevard.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14122459","false","false","50.1039","14.4908","Bageterie Boulevard Galerie Harfa","2","+420 724 521 930","$","5265","4401","#3,833 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d14122459-Reviews-Bageterie_Boulevard_Galerie_Harfa-Prague_Bohemia.html","http://www.bb.cz/"
"Slezska 19, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4768168","false","false","50.07634","14.44288","U Kovaru","1",,"","5265","4405","#3,837 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4768168-Reviews-U_Kovaru-Prague_Bohemia.html",
"Plzenska, 23/2, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"7124257","false","false","50.072815","14.401496","Kfc","9","+420 235 013 403","$$ - $$$","5265","4399","#3,831 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124257-Reviews-Kfc-Prague_Bohemia.html","http://kfc.cz"
"Reporyjske Namesti, 11, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7124305","false","false","50.03226","14.31368","Cukrarna Na Reporyjskem Namesti","1","+420 776 689 067","","5265","4403","#3,835 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124305-Reviews-Cukrarna_Na_Reporyjskem_Namesti-Prague_Bohemia.html",
"Rehorova 1022/40, Prague 130 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"janruzbacky@seznam.cz",,,,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,"1380","630",,,,,,,,,,,"4768209","false","false","50.08634","14.44307","U Kulate Baby","5","+420 603 826 493","$$ - $$$","5265","4398","#3,830 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4768209-Reviews-U_Kulate_Baby-Prague_Bohemia.html","http://www.ukulatebaby.euweb.cz"
"Zahrebska 21, Praha 2, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3578650","false","false","50.07162","14.4361","Restaurace U Draka","1",,"","5265","4407","#3,839 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d3578650-Reviews-Restaurace_U_Draka-Prague_Bohemia.html",
"Na Pankraci 1291/101, Prague 14000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"1350","690",,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"1350","630",,,,,"1350","690",,,,,"15143873","false","false","50.05542","14.43616","Fu Gui Lou","1","+420 607 658 684","","5265","4404","#3,836 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d15143873-Reviews-Fu_Gui_Lou-Prague_Bohemia.html",
"Staroklanovicka, 470, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"1080","780",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"1080","600",,,,,"7123454","false","false","50.07696","14.66019","U Berusky","2","+420 774 889 609","","5265","4400","#3,832 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7123454-Reviews-U_Berusky-Prague_Bohemia.html","http://www.cukrarnauberusky.cz"
"U Luzickeho Seminare, 118/23, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"1200","540",,,,,"7124449","false","false","50.089916","14.409909","Le Bistrot Kampa","73","+420 725 534 101","$$ - $$$","5265","4808","#4,206 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124449-Reviews-Le_Bistrot_Kampa-Prague_Bohemia.html",
"Katerinska 10, Prague 120 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","German","Bar","European","Pub","Czech",,,,,,,,,,,,"1440","420",,,,,"1440","300",,,,,"1440","300",,,,,"1440","300",,,,,"1440","300",,,,,"1440","300",,,,,"1440","420",,,,,"6612533","false","false","50.07294","14.42345","Dno Pytle","12","+420 702 058 007","$$ - $$$","5265","4815","#4,212 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d6612533-Reviews-Dno_Pytle-Prague_Bohemia.html","http://www.dnopytle.cz"
"Svehlova, 1391/32, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American","Fast Food",,,,,,,,,,,,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"7124440","false","false","50.053387","14.518087","McDonald's","3","+420 606 615 430","","5265","4812","#4,209 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124440-Reviews-McDonald_s-Prague_Bohemia.html",
"Nam. Jiriho z Lobkovic 2311/16, Prague 13000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Fast Food",,,,,,,,,,,,,,,"pizza@pizza-famiglia.cz",,,,,,,"1230","630",,,,,"1230","630",,,,,"1230","630",,,,,"1230","630",,,,,"1230","630",,,,,,,,,,,"7124058","false","false","50.0772","14.46811","Pizza Famiglia","3","+420 733 417 169","","5265","3309","#2,816 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124058-Reviews-Pizza_Famiglia-Prague_Bohemia.html","http://www.pizza-famiglia.cz"
"Parikova 910/9, Prague 19000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","European","Wine Bar",,,,,,,,,,,,,"prosekarna@prosekarna.cz","1200","840",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"1320","900",,,,,"16694232","false","false","50.110897","14.497049","Prosekarna","2","+420 725 806 256","$$ - $$$","5265","3310","#2,817 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d16694232-Reviews-Prosekarna-Prague_Bohemia.html","http://www.prosekarna.com"
"Na Porici 1042/16, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza","European","Vegetarian Friendly",,,,,,,,,,,,"naporici@coloseum.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11793305","false","false","50.08946","14.431658","Pizza Coloseum","171","+420 222 314 531","$$ - $$$","5265","4810","#4,207 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d11793305-Reviews-Pizza_Coloseum-Prague_Bohemia.html","http://www.pizzacoloseum.cz/na-porici/kontakt"
"Smeralova 3/137 Letná, Prague 17000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Italian","Pizza",,,,,,,,,,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"4768097","false","false","50.10073","14.42238","Einstein 1","24","+420 233 372 481","$","5265","4817","#4,214 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4768097-Reviews-Einstein_1-Prague_Bohemia.html","http://www.pizza-einstein.cz/smeralova"
"Olbrachtova 2006/9, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","American",,,,,,,,,,,,,,,,"1440","540",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","420",,,,,"1440","540",,,,,"4768449","false","false","50.04506","14.448076","KFC Budejovicka","26",,"$","5265","4816","#4,213 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d4768449-Reviews-KFC_Budejovicka-Prague_Bohemia.html","http://www.kfc.cz"
"Roztylska 2321/19 Obchodní centrum Chodov, stanice metra C CHodov, Prague 14800 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","International","European","Czech",,,,,,,,,,,,,"praha11@thepub.cz","1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"1380","540",,,,,"13455352","false","false","50.031437","14.490406","The PUB Praha 11","9","+420 272 075 493","$","5265","3308","#2,815 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d13455352-Reviews-The_PUB_Praha_11-Prague_Bohemia.html","http://www.thepub.cz/praha-11"
"Zufanova 1714/28, Prague 16300 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,"info@daimarinai.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11895508","false","false","50.045193","14.331859","Dai Marinai","8","+420 235 310 130","$$ - $$$","5265","3313","#2,820 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d11895508-Reviews-Dai_Marinai-Prague_Bohemia.html","http://daimarinai.cz/repy/kontakty/"
"Evropska 5, Prague 16000 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"thedogfathercz@gmail.com",,,,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,"1200","660",,,,,,,,,,,"19886979","false","false","50.100487","14.392157","The Dogfather","2","+420 776 511 471","$","5265","3306","#2,813 of 5,416 Restaurants in Prague","5.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d19886979-Reviews-The_Dogfather-Prague_Bohemia.html","http://www.facebook.com/DOGFATHERCZ/"
"Vaclavske namesti 784/26, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Contemporary","Czech",,,,,,,,,,,,,"fbm@adria.cz","1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"1380","600",,,,,"14122724","false","false","50.08277","14.425125","Bistro 26","11","+420 221 081 214","$$ - $$$","5265","4809","#113 of 121 Quick Bites in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d14122724-Reviews-Bistro_26-Prague_Bohemia.html","http://www.bistro26.cz"
"Ve Smeckach 604/5 Nové Město, Prague 110 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"provozni@kavarnabilavrana.cz",,,,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,"1200","510",,,,,,,,,,,"12999946","false","false","50.077774","14.426374","Kavarna Bila Vrana","3","+420 777 913 533","$$ - $$$","5265","3304","#2,811 of 5,416 Restaurants in Prague","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12999946-Reviews-Kavarna_Bila_Vrana-Prague_Bohemia.html","http://kavarnabilavrana.cz/"
"Rohacova 19, Prague 16300 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Czech","European",,,,,,,,,,,,,,"rezervace@u3trojek.cz","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"10412915","false","false","50.0867","14.455439","U 3 trojek","47","+420 222 783 350","$$ - $$$","5265","4814","#4,211 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d10412915-Reviews-U_3_trojek-Prague_Bohemia.html","http://www.u3trojek.cz/"
"Benediktska 12, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Bar","Cafe","Thai","Pub",,,,,,,,,,,,"cafebambus@seznam.cz","1440","720",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1500","660",,,,,"1560","660",,,,,"1500","720",,,,,"2225705","false","false","50.090088","14.427319","Cafe Bambus","43","+420 224 828 110","$$ - $$$","5265","3311","#2,818 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d2225705-Reviews-Cafe_Bambus-Prague_Bohemia.html","http://www.cafebambus.com"
"Cihelna 2B, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6904631","false","false","50.08812","14.4103","Kolonada Cafe","14",,"$","5265","3305","#2,812 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d6904631-Reviews-Kolonada_Cafe-Prague_Bohemia.html","http://www.oplatky-kolonada.cz"
"Chlumova 22, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,"punjabitadkarestaurace@gmail.com",,,,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","720",,,,,"10085350","false","false","50.08578","14.452951","Punjabi Tadka","6","+420 222 233 845","$$ - $$$","5265","4811","#4,208 of 5,416 Restaurants in Prague","3.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d10085350-Reviews-Punjabi_Tadka-Prague_Bohemia.html","http://www.punjabitadka.cz"
"Pujmanove 10, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese","Asian",,,,,,,,,,,,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"1380","690",,,,,"6104381","false","false","50.048206","14.434966","Peking","32","+420 241 730 688","$$ - $$$","5265","4813","#4,210 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d6104381-Reviews-Peking-Prague_Bohemia.html","http://www.pekingrestaurant.cz"
"Rohanske Nabrezi 678/23 Karlin, Prague 18600 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Indian","Fusion",,,,,,,,,,,,,,"info@signatureprague.com",,,,,,,"1140","630",,,,,"1140","630",,,,,"1140","630",,,,,"1140","630",,,,,"1140","630",,,,,,,,,,,"12322388","false","false","50.095116","14.451831","Signature Prague - Karlin","3","+420 775 575 450","$$ - $$$","5265","4823","#4,220 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12322388-Reviews-Signature_Prague_Karlin-Prague_Bohemia.html","http://signatureprague.com/"
"Jerezalemska street No.1, Prague 101 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Pub","Eastern European",,,,,,,,,,,,,,"jeruzalemska@centrum.cz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1372917","false","false","50.08524","14.43116","Jeruzalemske","8","+420 234 621 238","","5265","3312","#2,819 of 5,416 Restaurants in Prague","4.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d1372917-Reviews-Jeruzalemske-Prague_Bohemia.html",
"Krizikova 101 Karlín, Prague 186 00 Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant",,,,,,,,,,,,,,,,,"1290","630",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1320","600",,,,,"1290","630",,,,,"12450838","false","false","50.09348","14.45466","Ji Xiang","5","+420 224 817 775","","5265","4819","#4,216 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d12450838-Reviews-Ji_Xiang-Prague_Bohemia.html",
"Francouzska, 377/40, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","Chinese",,,,,,,,,,,,,,,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"1320","630",,,,,"7246419","false","false","50.07463","14.43756","Jin Li Lai","2","+420 776 281 128","","5265","4822","#4,219 of 5,416 Restaurants in Prague","2.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7246419-Reviews-Jin_Li_Lai-Prague_Bohemia.html",
"Pod Kotlarkou, 98/7, Prague Czech Republic",,,,,,,,,,,,,,,,,,,,,,,"restaurant","European","Czech",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7124307","false","false","50.07076","14.36135","U Kone","2",,"","5265","4820","#4,217 of 5,416 Restaurants in Prague","3.0","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g274707-d7124307-Reviews-U_Kone-Prague_Bohemia.html",
